date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
28.05.1986 12:00,17.4
09.07.1986 12:00,21.1
26.08.1986 12:00,19.0
30.09.1986 12:00,15.9
21.10.1986 12:00,14.6
26.11.1986 12:00,9.0
18.12.1986 12:00,7.6
18.02.1987 12:00,3.1
18.03.1987 12:00,3.1
15.04.1987 12:00,6.7
13.05.1987 12:00,9.5
17.06.1987 12:00,15.8
15.07.1987 12:00,22.6
16.08.1987 12:00,21.1
09.09.1987 12:00,21.4
16.10.1987 12:00,14.1
18.11.1987 12:00,10.9
09.12.1987 12:00,7.3
27.01.1988 12:00,6.7
17.02.1988 12:00,5.8
23.03.1988 12:00,6.2
20.04.1988 12:00,10.2
18.05.1988 12:00,15.9
22.06.1988 12:00,21.6
20.07.1988 12:00,23.0
17.08.1988 12:00,24.8
28.09.1988 12:00,16.0
19.10.1988 12:00,14.7
16.11.1988 12:00,10.0
14.12.1988 12:00,6.6
25.01.1989 12:00,4.5
22.02.1989 12:00,6.0
15.03.1989 12:00,6.0
24.05.1989 12:00,18.2
14.06.1989 12:00,17.4
26.07.1989 12:00,24.9
16.08.1989 12:00,24.5
20.09.1989 12:00,19.2
18.10.1989 12:00,14.3
15.11.1989 12:00,10.8
21.12.1989 12:00,7.0
10.01.1990 12:00,4.2
21.02.1990 12:00,6.2
14.03.1990 12:00,7.8
25.04.1990 12:00,9.3
30.05.1990 12:00,17.2
13.06.1990 12:00,15.4
11.07.1990 12:00,18.6
22.08.1990 12:00,21.0
17.09.1990 12:00,17.8
31.10.1990 12:00,12.6
14.11.1990 12:00,9.8
16.01.1991 12:00,5.6
13.02.1991 12:00,3.4
20.03.1991 12:00,6.0
17.04.1991 12:00,7.3
22.05.1991 12:00,14.8
12.06.1991 12:00,17.2
22.07.1991 12:00,23.4
21.08.1991 12:00,23.1
16.09.1991 12:00,19.8
06.11.1991 12:00,11.0
11.12.1991 12:00,6.7
15.01.1992 12:00,4.1
19.02.1992 12:00,3.0
11.03.1992 12:00,4.9
08.04.1992 12:00,6.4
13.05.1992 12:00,15.2
24.06.1992 12:00,19.8
15.07.1992 12:00,21.0
12.08.1992 12:00,24.4
16.09.1992 12:00,19.1
14.10.1992 12:00,14.4
11.11.1992 12:00,9.9
02.12.1992 12:00,8.0
13.01.1993 12:00,6.2
24.02.1993 12:00,3.0
17.03.1993 12:00,5.4
20.04.1993 12:00,13.0
12.05.1993 12:00,16.0
08.06.1993 12:00,22.5
28.07.1993 12:00,20.8
25.08.1993 12:00,20.4
15.09.1993 12:00,16.8
11.10.1993 12:00,14.0
10.11.1993 12:00,10.4
01.12.1993 12:00,6.6
12.01.1994 12:00,6.2
02.03.1994 12:00,5.1
23.03.1994 12:00,7.5
19.04.1994 12:00,7.1
17.05.1994 12:00,16.3
07.06.1994 12:00,16.9
26.07.1994 12:00,25.7
24.08.1994 12:00,23.1
20.09.1994 12:00,15.1
12.10.1994 12:00,15.6
16.11.1994 12:00,11.6
14.12.1994 12:00,9.6
17.01.1995 12:00,4.5
21.02.1995 12:00,6.7
21.03.1995 12:00,6.7
25.04.1995 12:00,8.8
23.05.1995 12:00,15.0
20.06.1995 12:00,20.9
25.07.1995 12:00,23.0
22.08.1995 12:00,22.1
19.09.1995 12:00,16.6
17.10.1995 12:00,15.9
21.11.1995 12:00,9.9
05.12.1995 12:00,8.2
16.01.1996 12:00,6.8
20.02.1996 12:00,4.9
20.03.1996 12:00,5.9
23.04.1996 12:00,15.0
21.05.1996 12:00,15.0
17.06.1996 12:00,20.5
23.07.1996 12:00,23.5
21.08.1996 12:00,21.2
17.09.1996 12:00,14.8
22.10.1996 12:00,12.0
26.11.1996 12:00,8.0
10.12.1996 12:00,5.9
08.04.1997 12:00,7.3
18.06.1997 12:00,20.0
19.08.1997 12:00,25.0
18.11.1997 12:00,9.7
05.05.1998 12:00,12.0
25.08.1998 12:00,21.1
17.11.1998 12:00,8.7
20.01.1999 12:00,4.12
24.02.1999 12:00,2.7
01.03.1999 12:00,2.68
30.03.1999 12:00,4.94
21.04.1999 12:00,7.47
11.05.1999 12:00,16.1
18.06.1999 12:00,20.34
20.07.1999 12:00,24.2
18.08.1999 12:00,21.37
15.09.1999 12:00,23.49
05.10.1999 12:00,15.98
12.11.1999 12:00,10.45
15.12.1999 12:00,6.04
19.01.2000 12:00,4.15
21.02.2000 12:00,3.82
21.03.2000 12:00,6.96
19.04.2000 12:00,9.38
17.05.2000 12:00,19.92
26.06.2000 12:00,21.41
25.07.2000 12:00,20.36
16.08.2000 12:00,26.14
20.09.2000 12:00,19.61
09.10.2000 12:00,16.31
13.11.2000 12:00,10.3
06.12.2000 12:00,8.36
17.01.2001 12:00,5.43
20.02.2001 12:00,5.12
27.03.2001 12:00,6.4
25.04.2001 12:00,7.9
29.05.2001 12:00,22.2
27.06.2001 12:00,22.51
25.07.2001 12:00,21.81
21.08.2001 12:00,23.04
21.09.2001 12:00,15.42
16.10.2001 12:00,16.46
21.11.2001 12:00,8.28
03.12.2001 12:00,7.84
23.01.2002 12:00,2.7
27.02.2002 12:00,4.16
27.03.2002 12:00,6.08
