date,minimum bottom oxygen concentration
1950,0.0
1953,0.0
1954,0.0
1956,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1966,0.0
1967,0.0
1974,0.0
1975,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1985,0.0
2013,0.1
2015,0.2
2016,0.2
