date,mean annual heat content
1950,631013251.44
1953,602585015.16
1954,611544206.57
1956,566357645.61
1958,668164403.95
1959,792038667.0
1960,659901726.05
1961,804427382.24
1962,646952341.0
1963,555217582.87
1964,594907352.57
1966,624920836.52
1967,687194230.64
1974,572948416.41
1975,593015017.74
1977,647837075.38
1978,578458667.42
1979,593368052.21
1980,610302379.57
1981,579893438.65
1985,659081970.53
2013,583368496.1
2015,653043745.02
2016,644477321.75
