date,mean winter epilimnion 5-10 m oxygen concentration
1950,8.54
1953,8.72
1959,9.75
1960,8.01
1961,8.89
1962,8.15
1963,7.38
1964,7.06
1974,5.95
1975,7.36
1976,5.91
1978,6.09
1979,7.32
1981,4.79
1985,3.23
1994,8.87
2007,7.95
2012,8.26
2013,9.83
2015,6.87
2016,6.79
