date,mean winter epilimnion 0-5 m oxygen concentration
1950,8.56
1953,11.6
1959,10.18
1960,8.13
1961,9.47
1962,8.24
1963,11.72
1964,7.16
1974,6.27
1975,7.28
1976,6.02
1978,6.47
1979,8.06
1981,5.97
1985,3.65
1994,8.93
2007,8.01
2012,8.44
2013,9.8
2015,7.1
2016,6.91
