date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
09.06.1936 12:00,4.3
24.06.1936 12:00,4.9
23.07.1936 12:00,4.3
30.07.1936 12:00,4.4
05.08.1936 12:00,4.4
25.08.1936 12:00,4.4
06.10.1936 12:00,4.3
08.10.1936 12:00,4.3
02.11.1936 12:00,4.3
11.11.1936 12:00,4.5
11.12.1936 12:00,4.3
30.12.1936 12:00,4.3
12.01.1937 12:00,4.4
28.01.1937 12:00,4.5
26.02.1937 12:00,4.4
18.03.1937 12:00,4.4
30.03.1937 12:00,4.4
27.04.1937 12:00,4.5
29.04.1937 12:00,4.4
28.05.1937 12:00,4.5
10.06.1937 12:00,4.5
17.06.1937 12:00,4.5
15.07.1937 12:00,4.5
20.07.1937 12:00,4.6
13.08.1937 12:00,4.6
25.08.1937 12:00,4.4
28.09.1937 12:00,4.55
15.10.1937 12:00,4.4
28.10.1937 12:00,4.5
18.11.1937 12:00,4.5
09.12.1937 12:00,4.4
27.12.1937 12:00,4.5
20.01.1938 12:00,4.5
17.02.1938 12:00,4.35
01.03.1938 12:00,4.4
14.03.1938 12:00,4.45
31.03.1938 12:00,4.4
11.04.1938 12:00,4.4
09.05.1938 12:00,4.4
12.05.1938 12:00,4.3
10.06.1938 12:00,4.3
20.06.1938 12:00,4.4
18.07.1938 12:00,4.4
27.07.1938 12:00,4.5
25.08.1938 12:00,4.4
08.09.1938 12:00,4.4
21.09.1938 12:00,4.4
11.10.1938 12:00,4.6
19.10.1938 12:00,4.4
20.10.1938 12:00,4.4
08.11.1938 12:00,4.4
01.12.1938 12:00,4.4
05.01.1939 12:00,4.4
12.01.1939 12:00,4.4
16.02.1939 12:00,4.4
02.03.1939 12:00,4.3
22.03.1939 12:00,4.4
05.04.1939 12:00,4.4
25.04.1939 12:00,4.4
23.05.1939 12:00,4.4
06.06.1939 12:00,4.4
23.06.1939 12:00,4.4
06.07.1939 12:00,4.4
12.07.1939 12:00,4.4
15.08.1939 12:00,4.4
17.08.1939 12:00,4.6
25.09.1939 12:00,4.4
17.10.1939 12:00,4.4
31.10.1939 12:00,4.4
