date,depth,salinity [g kg-1]
03.01.1972 12:00,0.0,0.222
03.01.1972 12:00,1.0,0.221
03.01.1972 12:00,2.5,0.221
03.01.1972 12:00,5.0,0.219
03.01.1972 12:00,7.5,0.22
03.01.1972 12:00,10.0,0.22
03.01.1972 12:00,12.5,0.219
03.01.1972 12:00,15.0,0.22
03.01.1972 12:00,20.0,0.219
03.01.1972 12:00,30.0,0.22
03.01.1972 12:00,40.0,0.228
03.01.1972 12:00,60.0,0.228
03.01.1972 12:00,80.0,0.228
03.01.1972 12:00,100.0,0.228
03.01.1972 12:00,120.0,0.228
03.01.1972 12:00,130.0,0.228
03.01.1972 12:00,135.0,0.229
31.01.1972 12:00,0.0,0.237
31.01.1972 12:00,1.0,0.239
31.01.1972 12:00,2.5,0.242
31.01.1972 12:00,5.0,0.236
31.01.1972 12:00,7.5,0.234
31.01.1972 12:00,10.0,0.234
31.01.1972 12:00,12.5,0.234
31.01.1972 12:00,15.0,0.234
31.01.1972 12:00,20.0,0.236
31.01.1972 12:00,30.0,0.236
31.01.1972 12:00,40.0,0.236
31.01.1972 12:00,60.0,0.236
31.01.1972 12:00,80.0,0.236
31.01.1972 12:00,100.0,0.235
31.01.1972 12:00,120.0,0.235
31.01.1972 12:00,130.0,0.237
31.01.1972 12:00,135.0,0.239
01.03.1972 12:00,0.0,0.23
01.03.1972 12:00,1.0,0.23
01.03.1972 12:00,2.5,0.23
01.03.1972 12:00,5.0,0.23
01.03.1972 12:00,7.5,0.232
01.03.1972 12:00,10.0,0.23
01.03.1972 12:00,12.5,0.231
01.03.1972 12:00,15.0,0.231
01.03.1972 12:00,20.0,0.231
01.03.1972 12:00,30.0,0.231
01.03.1972 12:00,40.0,0.23
01.03.1972 12:00,60.0,0.231
01.03.1972 12:00,80.0,0.232
01.03.1972 12:00,100.0,0.233
01.03.1972 12:00,120.0,0.233
01.03.1972 12:00,130.0,0.234
01.03.1972 12:00,135.0,0.234
05.04.1972 12:00,0.0,0.229
05.04.1972 12:00,1.0,0.229
05.04.1972 12:00,2.5,0.229
05.04.1972 12:00,5.0,0.229
05.04.1972 12:00,7.5,0.23
05.04.1972 12:00,10.0,0.231
