date_start,date_end,delta_2h,delta_18o
2006-06-02,2006-06-19,-90.5214,-12.5
2006-07-07,2006-07-21,-90.964,-12.59
2006-08-04,2006-08-21,-90.8435,-12.66
2006-09-05,2006-09-05,-90.8106,-12.62
2006-10-02,2006-10-23,-89.7345,-12.57
2006-11-07,2006-11-24,-89.554,-12.52
2006-12-08,2006-12-22,-89.7389,-12.44
2007-01-19,2007-01-26,-89.0867,-12.41
2007-02-17,2007-02-25,-89.4686,-12.43
2007-03-09,2007-03-24,-90.1567,-12.35
2007-04-05,2007-04-16,-90.0504,-12.41
2007-05-04,2007-05-18,-90.4071,-12.51
2007-06-08,2007-06-29,-90.6849,-12.57
2007-07-06,2007-07-20,-90.1091,-12.55
2007-08-10,2007-08-24,-89.4546,-12.28
2007-09-05,2007-09-25,,
2007-10-05,2007-10-26,-89.2731,-12.27
2007-11-09,2007-11-30,-88.5225,-12.12
2007-12-05,2007-12-25,,
2008-01-11,2008-01-28,-88.2934,-12.1907
2008-02-08,2008-02-29,-88.563,-12.25
2008-03-07,2008-03-28,-88.919,-12.32
2008-04-03,2008-04-21,-88.421,-12.27
2008-05-09,2008-05-30,-89.3626,-12.34
2008-06-15,2008-06-15,,
2008-07-15,2008-07-15,,
2008-08-15,2008-08-15,,
2008-09-15,2008-09-15,,
2008-10-07,2008-10-24,-88.3922,-12.24
2008-11-07,2008-11-24,-89.0258,-12.29
2008-12-12,2008-12-19,-87.688,-12.14
2009-01-06,2009-01-16,-89.2388,-12.31
2009-02-03,2009-02-13,-88.6958,-12.3
2009-03-06,2009-03-26,-88.8881,-12.14
2009-04-09,2009-04-28,-89.1745,-12.37
2009-05-08,2009-05-28,-90.3792,-12.5
2009-06-12,2009-06-26,-90.7703,-12.46
2009-07-10,2009-07-21,-90.7775,-12.51
2009-08-07,2009-08-28,-90.5151,-12.48
2009-09-15,2009-09-29,-90.9042,-12.52
2009-10-04,2009-10-23,-88.2621,-12.43
2009-11-11,2009-11-20,-88.3525,-12.34
2009-12-05,2009-12-18,-90.0038,-12.54
2010-01-15,2010-01-29,-88.1777,-12.3
2010-02-12,2010-02-25,-88.6386,-12.31
2010-03-19,2010-03-27,-88.5144,-12.29
2010-04-09,2010-04-30,-88.8508,-12.29
2010-05-07,2010-05-28,-90.2708,-12.47
2010-06-11,2010-06-11,-91.2799,-12.61
2010-07-08,2010-07-23,-91.2903,-12.63
2010-08-13,2010-08-13,-91.7399,-12.61
2010-09-08,2010-09-08,-91.0307,-12.51
2010-10-08,2010-10-25,-88.4341,-12.19
2010-11-15,2010-11-15,,
2010-12-15,2010-12-15,,
2011-01-14,2011-01-28,-87.99,-12.345
2011-02-04,2011-02-18,-88.11,-12.325
2011-03-04,2011-03-25,-89.305,-12.42
2011-04-15,2011-04-29,-90.355,-12.48
2011-05-15,2011-05-15,,
2011-06-17,2011-06-22,-92.5,-12.55
2011-07-08,2011-07-17,-92.5,-12.53
2011-08-19,2011-08-19,-89.8,-12.48
2011-09-02,2011-09-02,-89.13,-12.4
2011-10-14,2011-10-28,-88.3333,-12.36
2011-11-04,2011-11-04,-88.7,-12.38
2011-12-02,2011-12-23,-88.79,-12.32
2012-01-06,2012-01-30,-89.07,-12.375
2012-02-10,2012-02-24,-88.715,-12.36
2012-03-09,2012-03-30,-87.515,-12.355
2012-04-05,2012-04-27,-87.53,-12.395
2012-05-03,2012-05-03,-87.5,-12.43
2012-06-01,2012-06-29,-90.23,-12.635
2012-07-06,2012-07-27,-91.18,-12.72
2012-08-03,2012-08-24,-90.95,-12.65
2012-09-07,2012-09-28,-89.5,-12.48
2012-10-11,2012-10-11,-89.08,-12.48
2012-11-02,2012-11-30,-88.73,-12.375
2012-12-14,2012-12-14,-89.75,-12.38
2013-01-11,2013-01-25,-88.94,-12.39
2013-02-08,2013-02-22,-87.64,-12.27
2013-03-08,2013-03-08,-87.64,-12.4
2013-04-02,2013-04-26,-89.07,-12.3867
2013-05-24,2013-05-24,-91.99,-12.73
2013-06-14,2013-06-28,-93.685,-12.905
2013-07-12,2013-07-26,-94.19,-13.08
2013-08-23,2013-08-23,-94.24,-13.16
2013-09-13,2013-09-27,-93.33,-13.035
2013-10-11,2013-10-25,-92.335,-12.875
2013-11-08,2013-11-22,-91.34,-12.74
2013-12-05,2013-12-18,-90.38,-12.595
2014-01-10,2014-01-31,-90.71,-12.57
2014-02-10,2014-02-28,-90.225,-12.535
2014-03-14,2014-03-31,-89.755,-12.51
2014-04-15,2014-04-29,-90.465,-12.665
2014-05-06,2014-05-06,-91.48,-12.79
2014-06-02,2014-06-30,-93.7967,-12.87
2014-07-11,2014-07-28,-93.975,-12.955
2014-08-08,2014-08-25,-94.07,-12.925
2014-09-15,2014-09-15,,
2014-10-07,2014-10-07,-92.32,-12.75
2014-11-07,2014-11-07,-91.96,-12.7
2014-12-01,2014-12-10,-90.775,-12.645
2015-01-09,2015-01-09,-90.59,-12.6
2015-02-09,2015-02-27,-91.485,-12.56
2015-03-13,2015-03-24,-90.635,-12.525
2015-04-10,2015-04-21,-91.0,-12.575
2015-05-07,2015-05-07,-93.0,-12.78
2015-06-01,2015-06-19,-93.185,-12.84
2015-07-09,2015-07-23,-94.88,-13.05
2015-08-03,2015-08-28,-95.015,-13.065
2015-10-01,2015-09-10,-94.34,-12.93
2015-10-06,2015-10-23,-92.77,-12.745
2015-11-05,2015-11-23,-92.2533,-12.65
2015-12-03,2015-12-03,-92.28,-12.66
2016-01-04,2016-01-19,-91.205,-12.65
2016-02-02,2016-02-29,-90.9467,-12.6833
2016-03-10,2016-03-21,-90.57,-12.565
2016-04-15,2016-04-15,,
2016-05-02,2016-05-30,-91.82,-12.7275
2016-06-15,2016-06-20,-93.14,-12.925
2016-07-04,2016-07-25,-93.385,-12.98
2016-08-03,2016-08-23,-93.025,-12.95
2016-09-15,2016-09-15,,
2016-10-15,2016-10-15,,
2016-11-15,2016-11-15,,
2016-12-15,2016-12-15,,
2017-01-12,2017-01-12,-91.21,-12.74
2017-02-23,2017-02-23,-91.8,-12.67
2017-03-16,2017-03-23,-91.65,-12.63
2017-04-09,2017-04-20,-91.4,-12.63
2017-05-04,2017-05-04,-91.57,-12.6
2017-06-01,2017-06-22,-92.27,-12.78
2017-07-06,2017-07-20,-93.21,-12.845
2017-08-10,2017-08-30,-91.33,-12.7467
2017-09-27,2017-09-27,-90.54,-12.64
2017-10-18,2017-10-25,-90.57,-12.51
2017-11-15,2017-11-15,-90.51,-12.46
2017-12-06,2017-12-06,-90.1,-12.38
2018-01-10,2018-01-31,-89.305,-12.505
2018-02-14,2018-02-28,-90.08,-12.51
2018-03-15,2018-03-15,-89.99,-12.55
2018-04-11,2018-04-11,-89.19,-12.47
2018-05-16,2018-05-16,-89.89,-12.67
2018-06-06,2018-06-20,-91.845,-12.86
2018-07-25,2018-07-25,-90.37,-12.85
2018-08-08,2018-08-29,-91.15,-12.88
2018-09-05,2018-09-26,-90.635,-12.75
2018-10-10,2018-10-24,-89.175,-12.525
2018-11-21,2018-11-21,-89.82,-12.56
2018-12-12,2018-12-12,-89.84,-12.55
2019-01-23,2019-01-23,-89.15,-12.51
2019-02-21,2019-02-21,-89.07,-12.5
2019-03-06,2019-03-06,-89.29,-12.38
2019-04-25,2019-04-25,-88.95,-12.41
2019-05-01,2019-05-15,-89.12,-12.47
2019-06-13,2019-06-13,-88.27,-12.48
2019-07-03,2019-07-17,-89.125,-12.55
2019-08-07,2019-08-21,-88.72,-12.445
2019-09-04,2019-09-18,-87.675,-12.32
2019-10-09,2019-10-23,-86.51,-12.24
2019-11-13,2019-11-27,-86.975,-12.27
2019-12-04,2019-12-18,-86.925,-12.3
2020-01-08,2020-01-24,-87.405,-12.295
2020-02-12,2020-02-19,-88.135,-12.37
2020-03-04,2020-03-04,-88.07,-12.42
2020-04-15,2020-04-15,,
2020-05-27,2020-05-27,-87.91,-12.35
2020-06-03,2020-06-17,-86.96,-12.24
2020-07-16,2020-07-16,-87.64,-12.36
2020-08-12,2020-08-19,-86.69,-12.255
2020-09-03,2020-09-16,-87.92,-12.245
2020-10-14,2020-10-14,-88.24,-12.19
2020-11-05,2020-11-18,-87.68,-12.13
2020-12-02,2020-12-16,-87.095,-12.18
2021-01-20,2021-01-20,-86.45,-12.24
2021-02-10,2021-02-10,-88.96,-12.27
2021-03-03,2021-03-17,-88.785,-12.35
2021-04-08,2021-04-21,-88.565,-12.35
2021-05-14,2021-05-14,-89.12,-12.37
2021-06-03,2021-06-03,-88.15,-12.32
2021-07-07,2021-07-07,-88.98,-12.5
2021-08-04,2021-08-04,-91.15,-12.515
2021-09-01,2021-09-24,-90.495,-12.49
2021-10-15,2021-10-15,,
2021-11-10,2021-11-24,-88.205,-12.42
2021-12-15,2021-12-15,,
2022-01-12,2022-01-12,-87.88,-12.35
2022-02-15,2022-02-15,,
2022-02-09,2022-02-23,-87.775,-12.275
2022-03-15,2022-03-15,,
2022-04-13,2022-04-13,-88.14,-12.35
2022-05-15,2022-05-15,,
2022-06-15,2022-06-15,,
2022-07-15,2022-07-15,,
2022-08-15,2022-08-15,,
2022-09-15,2022-09-15,,
2022-10-28,2022-10-28,-88.28,-12.39
2022-11-04,2022-11-21,-88.0,-12.34
2022-12-12,2022-12-21,-88.125,-12.295
2023-01-12,2023-01-26,-87.915,-12.275
2023-02-10,2023-02-23,-87.535,-12.175
2023-03-09,2023-03-23,-87.73,-12.285
2023-04-12,2023-04-28,-87.685,-12.235
2023-05-12,2023-05-25,-86.935,-12.21
2023-06-09,2023-06-22,-87.635,-12.27
2023-07-07,2023-07-21,-88.05,-12.33
2023-08-10,2023-08-23,-87.53,-12.217
2023-09-08,2023-09-28,-86.87,-12.2205
2023-10-12,2023-10-24,-86.67,-12.197
2023-11-08,2023-11-22,-87.705,-12.145
2023-12-06,2023-12-20,-88.39,-12.2
2024-01-10,2024-01-24,-87.945,-12.23
