date_start,date_end,delta_2h,delta_18o
1999-05-24,1999-06-21,-97.4,-13.58
1999-06-21,1999-07-19,-100.0,-13.38
1999-07-19,1999-08-16,-97.7,-12.96
1999-08-16,1999-09-13,-93.7,-12.12
1999-09-13,1999-10-11,-84.12,-11.77
1999-10-11,1999-11-08,-90.69,-12.23
1999-11-08,1999-12-06,-91.96,-12.49
1999-12-06,2000-01-03,-92.9,-12.46
2000-01-03,2000-01-31,-90.8883,-12.4
2000-01-31,2000-02-28,-90.2801,-12.21
2000-02-28,2000-03-27,-91.3579,-12.3
2000-03-27,2000-04-24,-94.1933,-12.66
2000-04-24,2000-05-22,-99.8648,-13.31
2000-05-22,2000-06-19,-98.5516,-13.22
2000-06-19,2000-07-17,-94.52,-12.86
2000-07-17,2000-08-14,-91.008,-12.21
2000-08-14,2000-09-11,-87.3074,-12.11
2000-09-11,2000-10-09,-90.0538,-12.22
2000-10-09,2000-11-06,-87.2367,-11.91
2000-11-06,2000-12-04,-89.0874,-12.4
2000-12-04,2001-01-01,-90.9371,-12.28
2001-01-01,2001-01-29,-86.8,-12.28
2001-01-29,2001-02-26,-96.4,-12.26
2001-02-26,2001-03-26,-91.9,-12.45
2001-03-26,2001-04-23,-100.4,-12.87
2001-04-23,2001-05-21,-104.6,-13.34
2001-05-21,2001-06-18,-97.4,-12.33
2001-06-18,2001-07-16,-101.5,-13.0
2001-07-16,2001-08-13,-90.4,-12.24
2001-08-13,2001-09-10,-90.3,-12.35
2001-09-10,2001-10-08,-92.8,-12.5
2001-10-08,2001-11-05,-90.4,-12.09
2001-11-05,2001-12-03,-89.7,-12.3
2001-12-03,2001-12-31,-90.2,-12.29
2001-12-31,2002-01-28,-89.3371,-12.33
2002-01-28,2002-02-25,-89.0626,-12.29
2002-02-25,2002-03-25,-90.3288,-12.4
2002-03-25,2002-04-22,-87.7147,-12.16
2002-04-22,2002-05-20,-91.9546,-12.7
2002-05-20,2002-06-17,-89.2012,-12.73
2002-06-17,2002-07-15,-89.8086,-12.39
2002-07-15,2002-08-12,-88.3824,-12.26
2002-08-12,2002-09-09,-88.3755,-12.26
2002-09-09,2002-10-07,-88.5053,-12.22
2002-10-07,2002-11-04,-89.086,-12.29
2002-11-04,2002-12-02,-89.7,-12.45
2002-12-02,2002-12-30,-89.4,-12.33
2002-12-30,2003-01-27,-89.481,-12.28
2003-01-27,2003-02-24,,
2003-02-24,2003-03-24,-89.666,-12.26
2003-03-24,2003-04-21,-91.7847,-12.67
2003-04-21,2003-05-19,-97.7297,-13.4
2003-05-19,2003-06-16,-97.3956,-13.47
2003-06-16,2003-07-14,-93.6863,-13.0
2003-07-14,2003-08-11,-90.0823,-12.54
2003-08-11,2003-09-08,-85.3327,-12.11
2003-09-08,2003-10-06,-88.698,-12.31
2003-10-06,2003-11-03,-90.2079,-12.43
2003-11-03,2003-12-01,-90.9356,-12.65
2003-12-01,2003-12-29,-92.2372,-12.57
2003-12-29,2004-01-26,-92.4912,-12.6
2004-01-26,2004-02-23,-91.7468,-12.5
2004-02-23,2004-03-22,-90.8995,-12.49
2004-03-22,2004-04-19,-94.8313,-12.89
2004-04-19,2004-05-17,-98.4077,-13.41
2004-05-17,2004-06-14,-102.3852,-13.98
2004-06-14,2004-07-12,-100.1705,-13.68
2004-07-12,2004-08-09,,
2004-08-09,2004-09-06,-90.2307,-12.67
2004-09-06,2004-10-04,-91.1017,-12.64
2004-10-04,2004-11-01,-88.8145,-12.4
2004-11-01,2004-11-29,-89.8175,-12.46
2004-11-29,2004-12-27,-92.0436,-12.73
2004-12-27,2005-01-24,-91.3825,-12.66
2005-01-24,2005-02-21,-90.8607,-12.58
2005-02-21,2005-03-21,-91.1532,-12.62
2005-03-21,2005-04-18,-92.9219,-12.94
2005-04-18,2005-05-16,-94.485,-13.18
2005-05-16,2005-06-13,-97.9888,-13.46
2005-06-13,2005-07-11,-94.7403,-13.22
2005-07-11,2005-08-08,-89.0645,-12.42
2005-08-08,2005-09-05,-87.9856,-12.211
2005-09-05,2005-10-03,-90.6656,-12.6525
2005-10-03,2005-10-31,-91.1741,-12.64
2005-10-31,2005-11-28,-92.5894,-12.58
2005-11-28,2005-12-26,-92.1656,-12.65
2005-12-26,2006-01-23,-91.5031,-12.61
2006-01-23,2006-02-20,-89.8905,-12.5
2006-02-20,2006-03-20,-88.8772,-12.44
2006-03-20,2006-04-17,-92.7677,-12.73
2006-04-17,2006-05-15,-95.0772,-13.17
2006-05-15,2006-06-12,-96.4477,-13.41
2006-06-12,2006-07-10,-96.7323,-13.49
2006-07-10,2006-08-07,-92.5192,-12.84
2006-08-07,2006-09-04,-88.9447,-12.27
2006-09-04,2006-10-02,-90.2544,-12.36
2006-10-02,2006-10-30,-87.2836,-12.22
2006-10-30,2006-11-27,-88.6315,-12.45
2006-11-27,2006-12-25,-89.972,-12.49
2006-12-25,2007-01-22,-89.2458,-12.41
2007-01-22,2007-02-19,-90.4798,-12.42
2007-02-19,2007-03-19,-89.9846,-12.45
2007-03-19,2007-04-16,-91.5897,-12.62
2007-04-16,2007-05-14,-94.7262,-13.01
2007-05-14,2007-06-11,-93.6029,-12.83
2007-06-11,2007-07-09,-87.4954,-12.18
2007-07-09,2007-08-06,-86.74,-12.03
2007-08-06,2007-09-03,-82.7159,-11.56
2007-09-03,2007-10-01,-83.0279,-11.61
2007-10-01,2007-10-29,-85.9406,-11.85
2007-10-29,2007-11-26,-85.8414,-11.89
2007-11-26,2007-12-24,-85.278,-11.81
2007-12-24,2008-01-21,-86.3381,-11.9508
2008-01-21,2008-02-18,-85.494,-11.8681
2008-02-18,2008-03-17,-85.6883,-11.9
2008-03-17,2008-04-14,-86.2507,-11.93
2008-04-14,2008-05-12,-90.2442,-12.51
2008-05-12,2008-06-09,-94.8155,-13.07
2008-06-09,2008-07-07,-94.2093,-12.99
2008-07-07,2008-08-04,-87.8197,-12.24
2008-08-04,2008-09-01,-84.9995,-11.87
2008-09-01,2008-09-29,-80.8743,-11.38
2008-09-29,2008-10-27,-86.6086,-12.08
2008-10-27,2008-11-24,-85.8542,-12.0774
2008-11-24,2008-12-22,-86.9587,-12.005
2009-01-06,2009-02-03,-85.7874,-11.97
2009-02-03,2009-03-03,-86.7183,-12.0
2009-03-03,2009-03-31,-87.7741,-12.06
2009-03-31,2009-04-28,-94.0403,-12.88
2009-04-28,2009-05-26,-96.5115,-13.31
2009-05-26,2009-06-23,-96.9505,-13.46
2009-06-23,2009-07-21,-92.5457,-12.8996
2009-07-21,2009-08-18,-88.9443,-12.41
2009-08-18,2009-09-15,-89.1,-12.3
2009-09-15,2009-10-13,-90.6695,-12.57
2009-10-13,2009-11-10,-89.0,-12.43
2009-11-10,2009-12-08,-90.0664,-12.56
2009-12-08,2010-01-05,-90.6477,-12.57
2010-01-05,2010-02-02,-89.8038,-12.54
2010-02-02,2010-03-02,-90.4456,-12.51
2010-03-02,2010-03-30,-90.6931,-12.64
2010-03-30,2010-04-27,-93.7753,-13.0
2010-04-27,2010-05-25,-97.4832,-13.41
2010-05-25,2010-06-22,-98.1795,-13.49
2010-06-22,2010-07-20,-97.6451,-13.51
2010-07-20,2010-08-17,-91.8404,-12.76
2010-08-17,2010-09-14,-90.8246,-12.66
2010-09-14,2010-10-12,-92.1889,-12.78
2010-10-12,2010-11-09,-92.7455,-12.85
2010-11-09,2010-12-07,-94.9589,-13.06
2010-12-07,2011-01-03,-93.3078,-12.97
2011-01-03,2011-01-31,-92.25,-12.92
2011-01-31,2011-02-28,-91.52,-12.94
2011-02-28,2011-03-28,-91.54,-12.77
2011-03-28,2011-04-26,-96.18,-13.37
2011-04-26,2011-05-23,-99.94,-13.63
2011-05-23,2011-06-20,-98.82,-13.49
2011-06-20,2011-07-18,-87.44,-12.31
2011-07-18,2011-08-15,-86.44,-12.19
2011-08-15,2011-09-12,-87.31,-12.21
2011-09-12,2011-10-10,-86.48,-12.1
2011-10-10,2011-11-07,-88.78,-12.42
2011-11-07,2011-12-05,-89.0,-12.43
2011-12-05,2011-12-27,-90.27,-12.54
2012-01-03,2012-01-30,-89.13,-12.33
2012-02-14,2012-02-20,-89.42,-12.29
2012-02-27,2012-03-26,-91.3,-12.62
2012-03-26,2012-04-23,-92.79,-12.86
2012-04-23,2012-05-21,-98.25,-13.53
2012-05-21,2012-06-18,-97.47,-13.54
2012-06-18,2012-07-16,-95.55,-13.11
2012-07-16,2012-08-13,-89.4,-12.41
2012-08-13,2012-09-10,-84.26,-11.89
2012-09-10,2012-10-08,-83.04,-11.67
2012-10-08,2012-11-05,-85.83,-11.93
2012-11-05,2012-12-02,-88.24,-12.26
2012-12-03,2013-01-03,-89.48,-12.45
2013-01-03,2013-01-28,-89.06,-12.45
2013-01-28,2013-02-25,-90.16,-12.54
2013-03-04,2013-03-25,-90.24,-12.55
2013-03-25,2013-04-22,-94.39,-13.08
2013-04-22,2013-05-21,-97.92,-13.51
2013-05-21,2013-06-17,-97.62,-13.46
2013-06-17,2013-07-16,-97.82,-13.71
2013-07-16,2013-08-12,-95.14,-13.29
2013-08-12,2013-09-09,-91.16,-12.7
2013-09-09,2013-10-07,-89.32,-12.48
2013-10-07,2013-11-04,-89.65,-12.69
2013-11-04,2013-12-02,-92.22,-12.62
2013-12-02,2013-12-30,-91.13,-12.7
2013-12-30,2014-01-27,-91.34,-12.71
2014-01-27,2014-02-24,-90.74,-12.65
2014-02-24,2014-03-24,-92.83,-12.79
2014-03-24,2014-04-22,-96.56,-13.18
2014-04-22,2014-05-19,-97.85,-13.51
2014-05-19,2014-06-16,-100.12,-13.72
2014-06-17,2014-07-14,-96.18,-13.32
2014-07-14,2014-08-11,-93.99,-12.95
2014-08-11,2014-09-08,-91.1,-12.59
2014-09-15,2014-10-06,-91.0,-12.63
2014-10-06,2014-11-03,-86.26,-12.04
2014-11-03,2014-12-01,-90.97,-12.62
2014-12-01,2014-12-29,-91.03,-12.62
2014-12-29,2015-01-26,-90.98,-12.54
2015-01-27,2015-02-23,-91.22,-12.63
2015-02-23,2015-03-24,-90.75,-12.57
2015-03-24,2015-04-20,-94.39,-12.8
2015-04-20,2015-05-18,-97.38,-13.36
2015-05-18,2015-06-15,-96.71,-13.4
2015-06-15,2015-07-13,-96.4,-13.24
2015-07-13,2015-08-10,-93.4,-12.81
2015-08-10,2015-09-07,-87.38,-12.18
2015-09-14,2015-10-05,-84.88,-11.91
2015-10-13,2015-11-03,-89.23,-12.4
2015-11-03,2015-12-01,-89.19,-12.35
2015-12-07,2015-12-28,-88.83,-12.18
2015-12-28,2016-01-26,-88.95,-12.4
2016-01-26,2016-02-22,-87.32,-12.09
2016-02-22,2016-03-21,-89.58,-12.47
2016-04-04,2016-04-18,-93.78,-12.97
2016-04-18,2016-05-17,-93.9,-12.82
2016-05-17,2016-06-14,-97.32,-13.33
2016-06-14,2016-07-11,-94.44,-13.22
2016-07-11,2016-08-09,-90.22,-12.73
2016-08-09,2016-09-05,-88.97,-12.5
2016-09-05,2016-10-03,-89.93,-12.61
2016-10-03,2016-10-31,-89.95,-12.6
2016-10-31,2016-11-28,-90.4,-12.57
2016-11-28,2016-12-27,-89.63,-12.35
2016-12-27,2017-01-23,-91.4,-12.35
2017-01-23,2017-02-20,-90.54,-12.4
2017-02-20,2017-03-20,-90.17,-12.44
2017-03-20,2017-04-18,-93.96,-12.85
2017-04-18,2017-05-15,-92.61,-12.83
2017-05-15,2017-06-12,-92.87,-13.14
2017-06-12,2017-07-10,-99.78,-13.8
2017-07-10,2017-08-07,-88.5,-12.23
2017-08-07,2017-09-04,-84.68,-11.82
2017-09-04,2017-10-02,-85.49,-12.14
2017-10-02,2017-10-30,-87.23,-12.03
2017-10-30,2017-11-28,-88.46,-12.2
2017-11-28,2017-12-27,-86.79,-12.03
2017-12-27,2018-01-22,-87.43,-12.3
2018-01-22,2018-02-19,-86.85,-12.16
2018-02-19,2018-03-19,-86.7,-12.23
2018-03-19,2018-04-16,-83.24,-11.48
2018-04-16,2018-05-14,-95.94,-13.42
2018-05-14,2018-06-11,-96.6,-13.77
2018-06-11,2018-07-09,-95.74,-13.52
2018-07-09,2018-08-06,-91.0,-12.79
2018-08-06,2018-09-03,-87.48,-12.34
2018-09-03,2018-10-02,-88.02,-12.45
2018-10-02,2018-10-29,-89.62,-12.66
2018-10-29,2018-11-26,-91.19,-12.79
2018-11-26,2018-12-27,-89.82,-12.58
2018-12-27,2019-01-21,-89.95,-12.59
2019-01-22,2019-02-18,-89.77,-12.51
2019-02-18,2019-03-19,-90.45,-12.54
2019-03-18,2019-04-15,-92.66,-12.91
2019-04-15,2019-05-13,-94.56,-13.19
2019-05-13,2019-06-11,-94.62,-13.31
2019-06-11,2019-07-08,-93.82,-13.26
2019-07-13,2019-08-05,-91.14,-12.9
2019-08-05,2019-09-02,-84.38,-12.09
2019-09-02,2019-09-30,-86.7,-12.38
2019-09-30,2019-10-28,-84.29,-12.02
2019-10-28,2019-11-25,-86.58,-12.26
2019-11-25,2019-12-19,-86.95,-12.32
2019-12-19,2020-01-20,-87.65,-12.37
2020-01-20,2020-02-17,-86.49,-12.24
2020-02-17,2020-03-16,-86.92,-12.28
2020-03-16,2020-04-06,,
2020-04-06,2020-05-04,,
2020-05-04,2020-06-01,,
2020-06-01,2020-06-28,,
2020-06-28,2020-07-06,-92.78,-13.15
2020-07-06,2020-08-03,-90.36,-12.75
2020-08-03,2020-08-31,-86.58,-12.27
2020-08-31,2020-09-28,-86.66,-12.21
2020-09-28,2020-10-26,-87.93,-12.38
2020-10-26,2020-11-23,-88.19,-12.44
2020-11-23,2020-12-21,-89.5,-12.63
2020-12-21,2021-01-18,-90.4,-12.58
2021-01-18,2021-02-15,-89.84,-12.57
2021-02-15,2021-03-15,-90.56,-12.6
2021-03-15,2021-04-12,-92.17,-12.75
2021-04-12,2021-05-10,-93.96,-13.1
2021-05-10,2021-06-07,-97.38,-13.63
2021-06-07,2021-07-05,-100.08,-14.03
2021-07-05,2021-08-02,-90.01,-12.869
2021-08-02,2021-08-30,-87.83,-12.548
2021-08-30,2021-09-27,-89.54,-12.65
2021-09-27,2021-10-25,-87.15,-12.38
2021-10-25,2021-11-22,-89.72,-12.71
2021-11-22,2021-12-20,-89.33,-12.67
2021-12-20,2022-01-17,-90.86,-12.76
2022-01-17,2022-02-14,-89.57,-12.59
2022-02-14,2022-03-14,-88.91,-12.58
2022-03-14,2022-04-11,-91.0,-12.83
2022-04-11,2022-05-09,-94.46,-13.15
2022-05-09,2022-06-07,-96.54,-13.42
2022-06-07,2022-07-04,-90.39,-12.7
2022-07-04,2022-08-02,-87.35,-12.28
2022-08-02,2022-08-29,-87.35,-12.28
2022-08-29,2022-09-26,-87.35,-12.28
2022-09-26,2022-10-24,-87.35,-12.28
2022-10-24,2022-11-21,-83.76,-11.89
2022-11-21,2022-12-19,-87.21,-12.3
2022-12-19,2023-01-16,-88.29,-12.34
2023-01-16,2023-02-13,-86.37,-12.23
2023-02-13,2023-03-13,-85.99,-12.15
2023-03-13,2023-04-11,-87.27,-12.19
2023-04-11,2023-05-08,-87.81,-12.28
2023-05-08,2023-06-05,-91.56,-12.78
2023-06-05,2023-07-03,-92.92,-12.96
2023-07-03,2023-07-31,-88.03,-12.32
2023-07-31,2023-08-28,-83.0,-11.843
2023-08-28,2023-09-25,-81.95,-11.704
2023-09-25,2023-10-23,-81.77,-11.637
2023-10-23,2023-11-20,-83.68,-11.6
2023-11-20,2023-12-18,-85.53,-11.99
2023-12-18,2024-01-15,-86.92,-12.09
