date_start,date_end,delta_2h,delta_18o
2007-01-22,2007-02-19,,-10.38
2007-02-19,2007-03-19,,-10.32
2007-03-19,2007-04-16,,-10.49
2007-04-16,2007-05-14,,-10.7
2007-05-14,2007-06-11,,-10.73
2007-06-11,2007-07-09,,-10.69
2007-07-09,2007-08-06,,-10.5
2007-08-06,2007-09-03,,-10.32
2007-09-03,2007-10-01,,-10.44
2007-10-01,2007-10-29,,-10.47
2007-11-29,2007-11-26,,-10.39
2007-11-26,2007-12-24,,-10.19
2007-12-24,2008-01-21,,-10.266
2008-01-21,2008-02-18,,-10.1622
2008-02-18,2008-03-17,,-10.24
2008-03-17,2008-04-14,,-10.18
2008-04-14,2008-05-12,,-10.43
2008-05-12,2008-06-09,,-10.84
2008-06-09,2008-07-07,,-10.86
2008-07-07,2008-08-04,,-10.72
2008-08-04,2008-09-01,,-10.58
2008-09-01,2008-09-29,,-10.51
2008-09-29,2008-10-27,,-10.46
2008-10-27,2008-11-24,,-10.3576
2008-11-24,2009-01-05,,-10.27
2009-01-05,2009-02-02,-74.75,-10.3
2009-02-02,2009-03-02,-74.47,-10.28
2009-03-03,2009-03-30,-74.59,-10.26
2009-03-31,2009-04-27,-75.5,-10.46
2009-04-28,2009-05-25,-77.85,-10.68
2009-05-26,2009-06-22,-78.34,-10.73
2009-06-23,2009-07-20,-76.8,-10.47
2009-07-21,2009-08-17,-77.36,-10.56
2009-08-18,2009-09-14,-76.87,-10.47
2009-09-15,2009-10-12,-76.48,-10.32
2009-10-13,2009-11-09,-76.44,-10.47
2009-11-10,2009-12-07,-76.24,-10.4
2009-12-08,2010-01-04,-76.34,-10.42
2010-01-05,2010-02-01,-75.4,-10.33
2010-02-02,2010-03-01,-75.58,-10.44
2010-03-02,2010-03-29,-76.04,-10.4
2010-03-30,2010-04-26,-77.32,-10.49
2010-04-27,2010-05-25,-77.73,-10.65
2010-05-25,2010-06-21,-78.59,-10.75
2010-06-22,2010-07-19,-77.22,-10.91
2010-07-20,2010-08-16,-77.33,-10.72
2010-08-17,2010-09-13,-74.98,-10.75
2010-09-14,2010-10-11,-77.18,-10.8
2010-10-12,2010-11-08,-77.52,-10.76
2010-11-09,2010-12-06,-77.73,-10.77
2010-12-07,2011-01-03,-77.53,-10.8
2011-01-04,2011-01-31,-76.72,-10.73
2011-02-02,2011-02-28,-76.76,-10.66
2011-03-01,2011-03-28,-77.45,-10.71
2011-03-29,2011-04-25,-77.38,-10.76
2011-04-26,2011-05-23,-77.56,-10.7
2011-05-24,2011-06-20,-78.6,-10.76
2011-06-21,2011-07-18,-77.31,-10.6
2011-07-19,2011-08-15,-77.95,-10.69
2011-08-16,2011-09-12,-77.54,-10.6
2011-09-13,2011-10-10,-76.41,-10.5
2011-10-11,2011-11-07,-76.8,-10.62
2011-11-08,2011-12-05,-77.67,-10.64
2011-12-05,2012-01-02,-74.05,-10.38
2012-01-03,2012-01-30,-74.16,-10.41
2012-02-14,2012-02-27,-75.58,-10.5
2012-02-27,2012-03-26,-75.98,-10.63
2012-03-26,2012-04-23,-76.39,-10.68
2012-04-23,2012-05-21,-77.93,-10.85
2012-05-21,2012-06-18,-78.62,-10.88
2012-06-18,2012-07-16,-78.66,-10.9
2012-07-16,2012-08-13,-79.46,-11.04
2012-08-13,2012-09-10,-76.82,-10.68
2012-09-10,2012-10-08,-76.46,-10.62
2012-10-08,2012-11-05,-75.87,-10.61
2012-11-05,2012-12-02,-75.22,-10.48
2012-12-03,2013-01-03,-75.31,-10.5
2013-01-03,2013-01-28,-74.75,-10.41
2013-01-28,2013-02-25,-75.73,-10.54
2013-03-04,2013-03-25,-75.76,-10.61
2013-03-25,2013-04-22,-77.48,-10.83
2013-04-22,2013-05-21,-80.59,-11.01
2013-05-21,2013-06-17,-81.87,-11.22
2013-06-17,2013-07-15,-80.98,-11.35
2013-07-15,2013-08-12,-80.45,-11.1
2013-08-12,2013-09-09,-81.55,-11.14
2013-09-09,2013-10-07,-79.89,-11.06
2013-10-07,2013-11-04,-79.33,-10.94
2013-11-04,2013-12-02,-77.76,-10.75
2013-12-02,2013-12-30,-78.98,-10.82
2013-12-30,2014-01-27,-77.7,-10.71
2014-01-27,2014-02-24,-77.17,-10.73
2014-02-24,2014-03-24,-76.91,-10.77
2014-03-24,2014-04-22,-77.69,-10.9
2014-04-22,2014-05-19,-80.53,-11.1
2014-05-19,2014-06-16,-79.57,-11.08
2014-06-16,2014-07-14,-80.36,-10.98
2014-07-14,2014-08-11,-80.77,-11.12
2014-08-11,2014-09-08,-78.94,-10.91
2014-09-08,2014-10-06,-79.28,-10.94
2014-10-06,2014-11-03,-77.67,-10.74
2014-11-03,2014-12-01,-80.02,-11.15
2014-12-01,2014-12-29,-78.56,-10.92
2014-12-29,2015-01-12,-78.91,-10.96
2015-01-13,2015-02-09,-79.38,-10.99
2015-02-10,2015-02-23,-78.02,-10.81
2015-02-24,2015-03-09,-79.22,-10.92
2015-03-09,2015-03-23,-78.01,-10.76
2015-03-24,2015-04-07,-79.38,-10.86
2015-04-07,2015-04-20,-78.66,-10.8
2015-04-20,2015-05-04,-81.03,-11.14
2015-05-04,2015-05-18,-81.62,-11.19
2015-05-19,2015-06-01,-81.53,-11.14
2015-06-01,2015-06-15,-81.58,-11.17
2015-06-15,2015-06-29,-80.48,-11.07
2015-06-29,2015-07-13,-81.85,-11.15
2015-07-13,2015-07-27,-80.81,-11.04
2015-07-27,2015-08-10,-80.9,-11.11
2015-08-11,2015-08-24,-80.99,-11.18
2015-08-24,2015-09-07,-80.64,-11.0
2015-09-07,2015-09-21,-79.77,-10.9
2015-09-21,2015-10-05,-81.01,-11.1
2015-10-05,2015-10-19,-80.72,-11.06
2015-10-19,2015-11-02,-81.51,-11.03
2015-11-02,2015-11-16,-80.91,-11.04
2015-11-16,2015-11-30,-79.28,-10.83
2015-11-30,2015-12-14,-78.78,-10.82
2015-12-14,2015-12-28,-79.14,-10.84
2015-12-28,2016-01-11,-78.93,-10.8
2016-01-11,2016-01-25,-77.49,-10.82
2016-01-26,2016-02-08,-78.8,-10.96
2016-02-08,2016-02-22,-78.25,-10.83
2016-02-22,2016-03-07,-77.61,-10.82
2016-03-07,2016-03-21,-77.62,-10.84
2016-03-21,2016-04-04,-77.55,-10.83
2016-04-04,2016-04-18,-77.66,-10.78
2016-04-18,2016-05-02,-78.25,-10.91
2016-05-02,2016-05-17,-79.64,-10.97
2016-05-18,2016-05-30,-81.83,-11.07
2016-05-30,2016-06-13,-81.36,-11.12
2016-06-14,2016-06-27,-81.14,-11.12
2016-06-27,2016-07-11,-80.35,-11.2
2016-07-11,2016-07-25,-81.55,-11.21
2016-07-25,2016-08-08,-80.42,-11.09
2016-08-09,2016-08-22,-79.68,-10.81
2016-08-22,2016-09-05,-81.25,-11.02
2016-09-05,2016-09-19,-81.26,-11.15
2016-09-19,2016-10-03,-78.46,-10.9
2016-10-03,2016-10-17,-77.79,-10.89
2016-10-17,2016-10-31,-77.25,-10.91
2016-10-31,2016-11-14,-77.75,-11.02
2016-11-14,2016-11-28,-77.25,-10.83
2016-11-28,2016-12-12,-77.01,-10.77
2016-12-19,2016-12-27,-77.56,-10.74
2016-12-27,2017-01-09,-78.28,-10.78
2017-01-09,2017-01-23,-77.42,-10.77
2017-01-24,2017-02-06,-76.1,-10.72
2017-02-06,2017-02-20,-78.3,-10.82
2017-02-20,2017-03-06,-76.9,-10.73
2017-03-06,2017-03-20,-76.78,-10.64
2017-03-21,2017-04-03,-78.77,-10.89
2017-04-04,2017-04-18,-78.65,-10.79
2017-04-19,2017-05-02,-79.72,-10.86
2017-05-02,2017-05-15,-79.07,-11.08
2017-05-15,2017-05-29,-78.52,-11.08
2017-05-29,2017-06-12,-77.97,-11.04
2017-06-12,2017-06-26,-79.2,-11.09
2017-06-26,2017-07-10,-78.84,-11.08
2017-07-10,2017-07-24,-77.44,-10.83
2017-07-24,2017-08-07,-78.59,-10.84
2017-08-08,2017-08-21,-78.95,-10.79
2017-08-21,2017-09-04,-76.7,-10.76
2017-09-04,2017-09-18,-77.91,-10.83
2017-09-18,2017-10-02,-77.99,-10.95
2017-10-03,2017-10-16,-78.15,-10.89
2017-10-17,2017-10-30,-78.35,-10.76
2017-10-31,2017-11-13,-77.83,-10.78
2017-11-13,2017-11-27,-75.54,-10.69
2017-11-27,2017-12-11,-76.15,-10.76
2017-12-11,2017-12-27,-77.15,-10.89
2017-12-27,2018-01-08,-75.23,-10.65
2018-01-08,2018-01-22,-74.95,-10.59
2018-01-22,2018-02-05,-76.22,-10.74
2018-02-05,2018-02-19,-76.17,-10.67
2018-02-19,2018-03-05,-77.45,-10.65
2018-03-05,2018-03-19,-76.84,-10.72
2018-03-20,2018-04-03,-77.29,-10.73
2018-04-03,2018-04-16,-77.09,-10.78
2018-04-16,2018-05-02,-78.37,-10.95
2018-05-02,2018-05-14,-79.11,-11.05
2018-05-15,2018-05-28,-80.04,-11.21
2018-05-28,2018-06-11,-79.28,-11.14
2018-06-11,2018-06-25,-78.47,-10.96
2018-06-25,2018-07-09,-78.38,-10.78
2018-07-09,2018-07-23,-79.54,-10.97
2018-07-23,2018-08-06,-80.13,-11.09
2018-08-06,2018-08-20,-78.57,-10.88
2018-08-20,2018-09-03,-77.92,-10.88
2018-09-03,2018-09-17,-78.78,-10.96
2018-09-18,2018-10-01,-78.02,-10.83
2018-10-01,2018-10-15,-78.02,-10.89
2018-10-15,2018-10-29,-78.81,-10.89
2018-10-29,2018-11-12,-79.74,-11.0
2018-11-12,2018-11-26,-77.69,-10.71
2018-11-26,2018-12-10,-77.53,-10.81
2018-12-10,2018-12-27,-75.12,-10.52
2018-12-27,2019-01-07,-76.41,-10.76
2019-01-07,2019-01-21,-74.39,-10.41
2019-01-21,2019-02-04,-75.3,-10.47
2019-02-04,2019-02-18,-75.39,-10.44
2019-02-18,2019-03-04,-75.34,-10.76
2019-03-04,2019-03-18,-74.27,-10.55
2019-03-18,2019-04-01,-75.65,-10.66
2019-04-01,2019-04-15,-74.27,-10.4
2019-04-15,2019-04-29,-76.17,-10.67
2019-04-29,2019-05-13,-77.38,-10.93
2019-05-13,2019-05-27,-77.39,-10.93
2019-05-28,2019-06-11,-77.95,-10.98
2019-06-11,2019-06-24,-78.26,-11.02
2019-06-24,2019-07-08,-78.82,-11.04
2019-07-08,2019-07-22,-77.76,-10.85
2019-07-24,2019-08-05,-78.34,-11.0
2019-08-06,2019-08-18,-77.41,-10.83
2019-08-19,2019-09-02,-77.66,-10.94
2019-09-02,2019-09-16,-76.98,-10.73
2019-09-16,2019-09-30,-77.51,-10.81
2019-09-30,2019-10-14,-73.61,-10.42
2019-10-14,2019-10-28,-75.62,-10.67
2019-10-28,2019-11-11,-74.6,-10.57
2019-11-11,2019-11-25,-75.72,-10.64
2019-11-25,2019-12-09,-75.44,-10.64
2019-12-09,2019-12-19,-74.65,-10.51
2019-12-19,2020-01-06,-73.62,-10.4
2020-01-06,2020-01-20,-74.3,-10.4
2020-01-20,2020-02-03,-74.09,-10.42
2020-02-03,2020-02-17,-72.24,-10.2
2020-02-17,2020-03-02,-73.24,-10.32
2020-03-02,2020-03-16,-72.78,-10.28
2020-03-16,2020-03-30,-74.92,-10.59
2020-03-30,2020-04-14,-74.75,-10.44
2020-04-14,2020-04-27,-74.92,-10.38
2020-04-27,2020-05-11,-75.54,-10.61
2020-05-11,2020-05-25,-76.02,-10.63
2020-05-25,2020-06-09,-75.77,-10.57
2020-06-09,2020-06-23,-76.32,-10.8
2020-06-23,2020-07-07,-76.12,-10.71
2020-07-07,2020-07-21,-76.3,-10.73
2020-07-21,2020-08-04,-76.92,-10.75
2020-08-04,2020-08-18,-75.94,-10.7
2020-08-18,2020-09-01,-75.27,-10.56
2020-09-01,2020-09-15,-77.86,-10.67
2020-09-15,2020-09-29,-78.68,-10.67
2020-09-29,2020-10-13,-78.25,-10.79
2020-10-13,2020-10-27,-78.07,-10.74
2020-10-27,2020-11-10,-74.63,-10.6
2020-11-10,2020-11-24,-76.11,-10.66
2020-11-24,2020-12-08,-76.06,-10.62
2020-12-08,2020-12-22,-76.6,-10.68
2020-12-22,2021-01-05,-76.84,-10.54
2021-01-05,2021-01-19,-77.35,-10.65
2021-01-19,2021-02-02,-78.34,-10.74
2021-02-02,2021-02-16,-77.83,-10.68
2021-02-16,2021-03-02,-77.04,-10.68
2021-03-02,2021-03-16,-76.66,-10.6
2021-03-16,2021-03-30,-76.7,-10.56
2021-03-30,2021-04-13,-77.58,-10.7
2021-04-13,2021-04-27,-77.23,-10.7
2021-04-27,2021-05-11,-78.03,-10.74
2021-05-11,2021-05-26,-77.03,-10.85
2021-05-26,2021-06-08,-76.81,-10.8
2021-06-08,2021-06-22,-77.69,-10.98
2021-06-22,2021-07-06,-76.89,-10.84
2021-07-06,2021-07-20,-78.14,-10.837
2021-07-20,2021-08-03,-77.39,-10.877
2021-08-03,2021-08-17,-75.57,-10.724
2021-08-17,2021-08-31,-75.77,-10.776
2021-08-31,2021-09-14,-76.64,-10.958
2021-09-14,2021-09-28,-78.64,-10.897
2021-09-28,2021-10-12,-76.21,-10.69
2021-10-12,2021-10-26,-76.75,-10.81
2021-10-26,2021-11-09,-76.65,-10.77
2021-11-09,2021-11-23,-76.25,-10.72
2021-11-23,2021-12-07,-76.62,-10.74
2021-12-07,2021-12-21,-77.05,-10.8
2021-12-21,2022-01-04,-77.2,-10.77
2022-01-04,2022-01-18,-76.19,-10.72
2022-01-18,2022-02-01,-76.36,-10.74
2022-02-01,2022-02-15,-74.4,-10.56
2022-02-15,2022-03-01,-73.56,-10.47
2022-03-01,2022-03-15,-74.27,-10.47
2022-03-15,2022-03-29,-74.81,-10.49
2022-03-29,2022-04-12,-75.15,-10.66
2022-04-12,2022-04-26,-76.68,-10.68
2022-04-26,2022-05-10,-76.95,-10.74
2022-05-10,2022-05-24,-77.68,-10.84
2022-05-24,2022-06-08,-77.5,-10.84
2022-06-08,2022-06-21,-77.29,-10.79
2022-06-21,2022-07-05,-76.55,-10.67
2022-07-05,2022-07-19,-77.37,-10.69
2022-07-19,2022-08-03,-76.48,-10.55
2022-08-03,2022-08-17,-75.42,-10.46
2022-08-17,2022-08-30,-74.05,-10.32
2022-08-30,2022-09-13,-74.4,-10.33
2022-09-13,2022-09-27,-74.28,-10.32
2022-09-27,2022-10-11,-73.65,-10.36
2022-10-11,2022-10-25,-73.94,-10.37
2022-10-25,2022-11-08,-73.49,-10.26
2022-11-08,2022-11-22,-73.09,-10.25
2022-11-23,2022-12-06,-72.39,-10.11
2022-12-06,2022-12-20,-73.41,-10.29
2022-12-20,2023-01-04,-71.79,-10.16
2023-01-04,2023-01-17,-71.35,-10.06
2023-01-17,2023-01-31,-71.79,-10.02
2023-01-31,2023-02-14,-72.8,-10.15
2023-02-14,2023-02-28,-73.43,-10.24
2023-02-28,2023-03-14,-73.03,-10.192
2023-03-14,2023-03-28,-72.89,-10.23
2023-03-28,2023-04-12,-72.26,-10.15
2023-04-12,2023-04-25,-73.54,-10.3
2023-04-25,2023-05-09,-73.7,-10.43
2023-05-09,2023-05-23,-75.2,-10.56
2023-05-23,2023-06-06,-76.91,-10.67
2023-06-06,2023-06-20,-76.24,-10.66
2023-06-20,2023-07-04,-76.75,-10.58
2023-07-04,2023-07-18,-74.91,-10.4
2023-07-18,2023-08-03,-74.62,-10.4
2023-08-03,2023-08-15,-74.36,-10.48
2023-08-15,2023-08-29,-75.26,-10.52
2023-08-29,2023-09-12,-75.78,-10.48
2023-09-12,2023-09-26,-74.63,-10.41
2023-09-26,2023-10-10,-75.01,-10.4
2023-10-10,2023-10-24,-74.62,-10.36
2023-10-24,2023-11-07,-76.2,-10.5
2023-11-14,2023-11-21,-71.83,-10.15
2023-11-21,2023-12-05,-75.93,-10.47
2023-12-05,2023-12-19,-76.1,-10.6
2023-12-19,2024-01-04,-75.16,-10.45
2024-01-04,2024-01-16,-75.02,-10.41
2024-01-17,2024-01-30,-75.0,-10.55
