date_start,date_end,delta_2h,delta_18o
2008-01-15,2008-01-15,-72.2817,-10.2
2008-02-15,2008-02-15,-71.7493,-10.2013
2008-03-15,2008-03-15,-70.4751,-10.18
2008-04-15,2008-04-15,-69.6706,-10.03
2008-05-15,2008-05-15,-72.9236,-10.51
2008-06-15,2008-06-15,-73.5016,-10.6
2008-07-15,2008-07-15,-68.9262,-9.76
2008-08-15,2008-08-15,-66.6939,-9.6
2008-09-15,2008-09-15,-61.3957,-9.23
2008-10-15,2008-10-15,-65.6988,-9.59
2008-11-15,2008-11-15,-64.7234,-9.29
2008-12-15,2008-12-15,-68.4931,-9.938
2009-01-15,2009-01-15,-69.1578,-10.0025
2009-02-15,2009-02-15,-70.5124,-10.23
2009-03-15,2009-03-15,-71.4497,-10.29
2009-04-15,2009-04-15,-74.9001,-10.81
2009-05-15,2009-05-15,-79.923,-11.34
2009-06-15,2009-06-15,-76.4877,-10.98
2009-07-15,2009-07-15,-74.8291,-10.84
2009-08-15,2009-08-15,-72.5023,-10.52
2009-09-15,2009-09-15,-72.0736,-10.43
2009-10-15,2009-10-15,-71.8229,-10.3
2009-11-15,2009-11-15,-75.0056,-10.68
2009-12-15,2009-12-15,-73.5516,-10.59
2010-01-15,2010-01-15,-76.0877,-10.92
2010-02-15,2010-02-15,-73.9878,-10.58
2010-03-15,2010-03-15,-77.025,-10.94
2010-04-15,2010-04-15,-74.0176,-10.62
2010-05-15,2010-05-15,-74.2071,-10.64
2010-06-15,2010-06-15,-78.1042,-11.17
2010-07-15,2010-07-15,-77.3162,-11.22
2010-08-15,2010-08-15,-75.397,-10.93
2010-09-15,2010-09-15,-73.3735,-10.65
2010-10-15,2010-10-15,-72.8267,-10.8
2010-11-15,2010-11-15,-76.0446,-10.75
2010-12-15,2010-12-15,-74.5688,-10.69
2011-01-15,2011-01-15,-76.51,-10.72
2011-02-15,2011-02-15,-79.56,-11.14
2011-03-15,2011-03-15,-79.68,-11.16
2011-04-15,2011-04-15,-81.21,-11.38
2011-05-15,2011-05-15,-82.92,-11.42
2011-06-15,2011-06-15,-70.41,-9.85
2011-07-15,2011-07-15,-66.95,-9.84
2011-08-15,2011-08-15,-68.13,-10.02
2011-09-15,2011-09-15,-60.95,-9.17
2011-10-15,2011-10-15,-71.56,-10.3
2011-11-15,2011-11-15,-69.24,-10.1
2011-12-15,2011-12-15,-71.41,-10.37
2012-01-15,2012-01-15,-73.41,-10.6
2012-02-15,2012-02-15,-74.03,-10.67
2012-03-15,2012-03-15,-72.44,-10.53
2012-04-15,2012-04-15,-71.8,-10.4
2012-05-15,2012-05-15,-75.28,-10.85
2012-06-15,2012-06-15,-76.44,-10.96
2012-07-15,2012-07-15,-72.35,-10.46
2012-08-15,2012-08-15,-67.84,-9.85
2012-09-15,2012-09-15,-66.82,-9.8
2012-10-15,2012-10-15,-66.59,-9.83
2012-11-15,2012-11-15,-68.41,-10.01
2012-12-15,2012-12-15,-70.93,-10.24
2013-01-15,2013-01-15,-71.45,-10.44
2013-02-15,2013-02-15,-72.04,-10.66
2013-03-15,2013-03-15,-74.32,-10.76
2013-04-15,2013-04-15,-73.33,-10.63
2013-05-15,2013-05-15,-73.69,-10.54
2013-06-15,2013-06-15,-78.07,-11.21
2013-07-15,2013-07-15,-77.38,-11.29
2013-08-15,2013-08-15,-73.99,-10.83
2013-09-15,2013-09-15,-71.44,-10.45
2013-10-15,2013-10-15,-68.86,-10.26
2013-11-15,2013-11-15,-70.83,-10.33
2013-12-15,2013-12-15,-72.52,-10.68
2014-01-15,2014-01-15,-73.19,-10.69
2014-02-15,2014-02-15,-75.36,-10.95
2014-03-15,2014-03-15,-76.53,-11.09
2014-04-15,2014-04-15,-79.16,-11.47
2014-05-15,2014-05-15,-82.88,-11.76
2014-06-15,2014-06-15,-84.32,-12.07
2014-07-15,2014-07-15,-78.06,-11.1
2014-08-15,2014-08-15,-73.14,-10.61
2014-09-15,2014-09-15,-75.63,-10.86
2014-10-15,2014-10-15,-70.9,-10.31
2014-11-15,2014-11-15,-72.83,-10.69
2014-12-15,2014-12-15,-74.08,-10.74
2015-01-15,2015-01-15,-76.84,-10.95
2015-02-15,2015-02-15,-78.44,-11.21
2015-03-15,2015-03-15,-77.9,-11.1
2015-04-15,2015-04-15,-78.41,-11.14
2015-05-15,2015-05-15,-81.55,-11.47
2015-06-15,2015-06-15,-81.64,-11.56
2015-07-15,2015-07-15,-80.27,-11.49
2015-08-15,2015-08-15,-73.07,-10.64
2015-09-15,2015-09-15,-69.24,-10.23
2015-10-15,2015-10-15,-71.74,-10.46
2015-11-15,2015-11-15,-75.52,-10.97
2015-12-15,2015-12-15,-76.38,-11.02
2016-01-15,2016-01-15,-77.0,-11.17
2016-02-15,2016-02-15,-74.83,-10.95
2016-03-15,2016-03-15,-75.34,-10.92
2016-04-15,2016-04-15,-70.07,-10.27
2016-05-15,2016-05-15,-73.19,-10.53
2016-06-15,2016-06-15,-73.93,-10.54
2016-07-15,2016-07-15,-71.91,-10.35
2016-08-15,2016-08-15,-69.94,-10.24
2016-09-15,2016-09-15,-70.43,-10.64
2016-10-15,2016-10-15,-70.51,-10.59
2016-11-15,2016-11-15,-71.33,-10.43
2016-12-15,2016-12-15,-72.26,-10.76
2017-01-15,2017-01-15,-74.76,-10.75
2017-02-15,2017-02-15,-75.24,-10.98
2017-03-15,2017-03-15,-71.24,-10.23
2017-04-15,2017-04-15,-71.07,-10.23
2017-05-15,2017-05-15,-71.07,-10.32
2017-06-15,2017-06-15,-69.54,-10.2
2017-07-15,2017-07-15,-78.15,-11.17
2017-08-15,2017-08-15,-65.39,-9.69
2017-09-15,2017-09-15,-64.53,-9.77
2017-10-15,2017-10-15,-69.4,-10.26
2017-11-15,2017-11-15,-70.06,-10.35
2017-12-15,2017-12-15,-71.72,-10.66
2018-01-15,2018-01-15,-71.3,-10.43
2018-02-15,2018-02-15,-73.0,-10.74
2018-03-15,2018-03-15,-72.07,-10.4
2018-04-15,2018-04-15,-72.14,-10.5
2018-05-15,2018-05-15,-75.65,-10.97
2018-06-15,2018-06-15,-76.51,-11.12
2018-07-15,2018-07-15,-75.91,-11.08
2018-08-15,2018-08-15,-69.73,-10.28
2018-09-15,2018-09-15,-70.95,-10.44
2018-10-15,2018-10-15,-72.96,-10.67
2018-11-15,2018-11-15,-72.48,-10.77
2018-12-15,2018-12-15,-73.84,-10.83
2019-01-15,2019-01-15,-76.29,-11.07
2019-02-15,2019-02-15,-75.52,-11.02
2019-03-15,2019-03-15,-73.85,-10.79
2019-04-15,2019-04-15,-71.3,-10.5
2019-05-15,2019-05-15,-72.83,-10.7
2019-06-15,2019-06-15,-70.82,-10.57
2019-07-15,2019-07-15,-75.7,-11.0
2019-08-15,2019-08-15,-67.39,-9.81
2019-09-15,2019-09-15,-69.04,-10.34
2019-10-15,2019-10-15,-65.27,-9.9
2019-11-15,2019-11-15,-64.21,-9.12
2019-12-15,2019-12-15,-67.82,-10.12
2020-01-15,2020-01-15,-70.86,-10.42
2020-02-15,2020-02-15,-71.4,-10.51
2020-03-15,2020-03-15,-72.13,-10.56
2020-04-15,2020-04-15,-74.21,-10.89
2020-05-15,2020-05-15,-75.04,-10.95
2020-06-15,2020-06-15,-74.59,-10.97
2020-07-15,2020-07-15,-74.26,-10.86
2020-08-15,2020-08-15,-70.81,-10.38
2020-09-15,2020-09-15,-69.21,-10.24
2020-10-15,2020-10-15,-67.88,-9.94
2020-11-15,2020-11-15,-70.55,-10.52
2020-12-15,2020-12-15,-72.16,-10.61
2021-01-15,2021-01-15,-76.82,-10.93
2021-02-15,2021-02-15,-72.26,-10.4
2021-03-15,2021-03-15,-71.83,-10.5
2021-04-15,2021-04-15,-75.24,-10.89
2021-05-15,2021-05-15,-74.76,-10.9
2021-06-15,2021-06-15,-77.87,-11.45
2021-07-15,2021-07-15,-72.8,-10.74
2021-08-15,2021-08-15,-68.83,-10.073
2021-09-15,2021-09-15,-67.82,-10.04
2021-10-15,2021-10-15,-67.06,-10.13
2021-11-15,2021-11-15,-69.83,-10.41
2021-12-15,2021-12-15,-71.85,-10.7
2022-01-15,2022-01-15,-73.33,-10.71
2022-02-15,2022-02-15,-74.04,-10.89
2022-03-15,2022-03-15,-72.85,-10.78
2022-04-15,2022-04-15,-72.56,-10.73
2022-05-15,2022-05-15,-72.96,-10.61
2022-06-15,2022-06-15,-69.72,-10.31
2022-07-15,2022-07-15,-66.36,-9.84
2022-08-15,2022-08-15,-65.54,-9.77
2022-09-15,2022-09-15,-60.81,-8.73
2022-10-15,2022-10-15,-62.11,-9.33
2022-11-15,2022-11-15,-66.71,-9.74
2022-12-15,2022-12-15,-68.4,-10.13
2023-01-15,2023-01-15,-68.48,-10.17
2023-02-15,2023-02-15,-74.44,-10.65
2023-03-15,2023-03-15,-70.0,-10.19
2023-04-15,2023-04-15,-68.33,-9.96
2023-05-15,2023-05-15,-69.68,-10.03
2023-06-15,2023-06-15,-70.95,-10.31
2023-07-15,2023-07-15,-68.07,-9.8
2023-08-15,2023-08-15,-64.46,-9.51
2023-09-15,2023-09-15,-61.57,-9.33
2023-10-15,2023-10-15,-61.64,-9.34
2023-11-15,2023-11-15,-65.03,-9.26
2023-12-15,2023-12-15,-67.57,-9.89
2024-01-15,2024-01-15,-71.44,-10.24
