date_start,date_end,delta_2h,delta_18o
2004-12-27,2005-01-24,-101.8728,-13.93
2005-01-24,2005-02-21,-101.9347,-14.05
2005-02-21,2005-03-21,-100.0631,-13.94
2005-03-21,2005-04-18,-97.9141,-13.68
2005-04-18,2005-05-16,-99.6901,-13.81
2005-05-16,2005-06-13,-104.4959,-14.14
2005-06-13,2005-07-11,-102.9305,-14.14
2005-07-11,2005-08-08,-100.2369,-13.79
2005-08-08,2005-09-05,-98.8763,-13.6171
2005-09-05,2005-10-03,-101.3039,-13.8079
2005-10-03,2005-10-31,-99.4054,-13.71
2005-10-31,2005-11-28,-101.5277,-13.85
2005-11-28,2005-12-26,-100.2614,-13.78
2005-12-26,2006-01-23,-100.4577,-13.77
2006-01-23,2006-02-20,-100.8619,-13.81
2006-02-20,2006-03-20,-98.2535,-13.53
2006-03-20,2006-04-17,-95.437,-13.16
2006-04-17,2006-05-15,-98.7167,-13.41
2006-05-15,2006-06-12,-103.6757,-14.14
2006-06-12,2006-07-10,-105.4707,-14.4
2006-07-10,2006-08-07,-105.2466,-14.34
2006-08-07,2006-09-04,-99.7729,-13.6
2006-09-04,2006-10-02,-102.4248,-14.02
2006-10-02,2006-10-30,-99.6262,-13.66
2006-10-30,2006-11-27,-101.3408,-13.8
2006-11-27,2006-12-25,-100.8889,-13.89
2006-12-25,2007-01-22,-93.8537,-12.91
2007-01-22,2007-02-19,-100.0575,-13.69
2007-02-19,2007-03-19,-98.7625,-13.49
2007-03-19,2007-04-16,-99.7387,-13.67
2007-04-16,2007-05-14,-102.2731,-13.95
2007-05-14,2007-06-11,-101.6214,-13.68
2007-06-11,2007-07-09,-98.6535,-13.37
2007-07-09,2007-08-06,-97.2486,-13.23
2007-08-06,2007-09-03,-96.7428,-13.33
2007-09-03,2007-10-01,-100.2165,-13.68
2007-10-01,2007-10-29,-99.8688,-13.62
2007-10-29,2007-11-26,-100.6214,-13.93
2007-11-26,2007-12-24,-98.605,-13.55
2007-12-24,2008-01-21,-98.5314,-13.4472
2008-01-21,2008-02-18,-100.2762,-13.5676
2008-02-18,2008-03-17,-93.8425,-12.77
2008-03-17,2008-04-14,-97.6098,-13.28
2008-04-14,2008-05-12,-96.5654,-13.2
2008-06-09,2008-06-09,-98.7585,-13.43
2008-06-09,2008-07-07,-102.6017,-14.04
2008-07-07,2008-08-04,-100.0941,-13.66
2008-08-04,2008-09-01,-97.3226,-13.22
2008-09-01,2008-09-29,-96.4664,-13.28
2008-09-29,2008-10-27,-98.2607,-13.48
2008-10-27,2008-11-24,-98.4029,-13.36
2008-11-24,2008-12-22,-98.182,-13.3134
2009-01-06,2009-02-03,-97.2372,-13.2407
2009-02-03,2009-03-03,-98.3542,-13.28
2009-03-03,2009-03-31,-97.5891,-13.18
2009-03-31,2009-04-28,-98.3486,-13.31
2009-04-28,2009-05-26,-101.4435,-13.81
2009-05-26,2009-06-23,-104.2588,-14.19
2009-06-23,2009-07-21,-103.0971,-14.0629
2009-07-21,2009-08-18,-101.5583,-13.84
2009-08-18,2009-09-15,-101.6736,-13.9
2009-09-15,2009-10-13,-101.0807,-13.86
2009-10-13,2009-11-10,-101.3831,-13.92
2009-11-10,2009-12-08,-97.7475,-13.48
2009-12-08,2010-01-05,-99.0169,-13.38
2010-01-05,2010-02-02,-99.8127,-13.72
2010-02-02,2010-03-02,-101.5041,-14.0
2010-03-02,2010-03-30,-101.494,-13.9
2010-03-30,2010-04-27,-100.0724,-13.68
2010-04-27,2010-05-25,-103.5443,-14.12
2010-05-25,2010-06-22,-105.1851,-14.39
2010-06-22,2010-07-20,-107.0613,-14.58
2010-07-20,2010-08-17,-100.5665,-13.68
2010-08-17,2010-09-14,-100.7847,-13.82
2010-09-17,2010-10-12,-101.2748,-13.87
2010-10-12,2010-11-09,-102.7927,-14.13
2010-11-09,2010-12-07,-102.9091,-14.02
2010-12-07,2011-01-03,-104.4382,-14.07
2011-01-03,2011-01-31,-100.46,-13.89
2011-01-31,2011-02-28,-102.46,-14.3
2011-02-28,2011-03-28,-99.91,-13.69
2011-03-28,2011-04-26,-100.07,-13.64
2011-04-26,2011-05-23,-106.27,-14.24
2011-05-23,2011-06-20,-105.55,-14.28
2011-06-20,2011-07-18,-99.66,-13.83
2011-07-18,2011-08-15,-97.96,-13.54
2011-08-15,2011-09-12,-100.03,-13.76
2011-09-12,2011-10-10,-99.71,-13.72
2011-10-10,2011-11-07,-96.94,-13.42
2011-11-07,2011-12-05,-99.36,-13.72
2011-12-05,2012-01-02,-97.64,-13.5
2012-01-03,2012-01-30,-97.75,-13.48
2012-02-14,2012-02-20,-101.21,-13.82
2012-02-27,2012-03-26,-99.88,-13.66
2012-03-26,2012-04-23,-99.51,-13.73
2012-04-23,2012-05-21,-100.27,-13.63
2012-05-21,2012-06-18,-105.92,-14.61
2012-06-18,2012-07-16,-105.16,-14.37
2012-07-16,2012-08-13,-102.46,-14.06
2012-08-13,2012-09-10,-101.84,-13.99
2012-09-10,2012-10-08,-96.89,-13.38
2012-10-08,2012-11-05,-97.38,-13.44
2012-11-05,2012-12-02,-99.44,-13.73
2012-12-03,2012-12-31,-99.63,-13.74
2012-12-31,2013-01-28,-100.27,-13.79
2013-01-28,2013-02-25,-101.27,-13.92
2013-03-04,2013-03-25,-102.61,-13.98
2013-03-25,2013-04-22,-101.89,-13.85
2013-04-22,2013-05-21,-98.49,-13.49
2013-05-21,2013-06-17,-98.62,-13.46
2013-06-17,2013-07-08,-106.23,-14.77
2013-07-15,2013-08-12,-105.83,-14.7
2013-08-12,2013-09-09,-104.7,-14.5
2013-09-09,2013-10-07,-98.98,-13.88
2013-10-07,2013-11-04,-98.58,-13.69
2013-11-04,2013-12-02,-100.73,-13.91
2013-12-02,2013-12-30,-103.32,-14.19
2013-12-30,2014-01-27,-102.84,-14.19
2014-01-27,2014-02-24,-103.63,-14.11
2014-02-24,2014-03-24,-104.2,-14.06
2014-03-24,2014-04-22,-105.36,-14.32
2014-04-22,2014-05-19,-107.26,-14.42
2014-05-19,2014-06-16,-110.99,-14.79
2014-06-17,2014-07-14,-108.65,-14.67
2014-07-14,2014-08-11,-104.66,-14.23
2014-08-11,2014-09-08,-102.15,-14.01
2014-09-15,2014-10-06,-104.91,-14.32
2014-10-06,2014-11-03,-101.11,-13.86
2014-11-03,2014-12-01,-102.97,-14.03
2014-12-01,2014-12-29,-104.59,-14.4
2014-12-29,2015-01-26,-105.47,-14.39
2015-01-26,2015-02-23,-107.07,-14.72
2015-02-23,2015-03-23,-105.58,-14.37
2015-03-23,2015-04-21,-103.76,-14.09
2015-04-21,2015-05-18,-107.64,-14.62
2015-05-18,2015-06-15,-110.55,-15.1
2015-06-15,2015-07-13,-110.52,-15.09
2015-07-13,2015-08-10,-109.58,-14.84
2015-08-10,2015-09-07,-104.46,-14.28
2015-09-14,2015-10-05,-102.86,-14.08
2015-10-13,2015-11-03,-102.86,-14.03
2015-11-03,2015-11-23,-103.15,-14.06
2015-12-07,2015-12-28,-103.23,-14.06
2015-12-28,2016-01-25,-101.56,-13.96
2016-01-25,2016-02-22,-101.81,-13.97
2016-02-22,2016-03-21,-103.73,-14.07
2016-03-29,2016-04-18,-103.33,-14.06
2016-04-18,2016-05-17,-103.33,-14.05
2016-05-17,2016-06-14,-106.51,-14.5
2016-06-14,2016-07-11,-106.43,-14.76
2016-07-11,2016-08-08,-105.35,-14.51
2016-08-08,2016-09-05,-105.76,-14.57
2016-09-05,2016-10-03,-105.19,-14.63
2016-10-03,2016-10-31,-102.83,-14.27
2016-10-31,2016-11-28,-102.08,-14.04
2016-11-28,2016-12-26,-104.45,-14.4
2016-12-27,2017-01-23,-106.44,-14.42
2017-01-23,2017-02-20,-106.64,-14.34
2017-02-20,2017-03-20,-102.79,-13.95
2017-03-20,2017-04-18,-102.78,-13.97
2017-04-18,2017-05-15,-102.66,-14.04
2017-05-15,2017-06-12,-105.46,-14.54
2017-06-12,2017-07-10,-97.47,-13.61
2017-07-10,2017-08-07,-103.93,-14.27
2017-08-07,2017-09-04,-99.18,-13.75
2017-09-04,2017-10-02,-100.62,-13.74
2017-10-02,2017-10-30,-100.25,-13.7
2017-10-30,2017-11-27,-100.4,-13.9
2017-11-27,2017-12-27,-101.7,-13.86
2017-12-27,2018-01-24,-99.41,-13.71
2018-01-24,2018-02-21,,
2018-02-21,2018-03-21,-96.58,-13.38
2018-03-21,2018-04-16,-97.92,-13.68
2018-04-17,2018-05-15,-100.47,-13.96
2018-05-15,2018-06-12,-103.81,-14.43
2018-06-12,2018-07-09,-104.41,-14.53
2018-07-09,2018-08-07,-104.22,-14.5
2018-08-07,2018-09-04,-101.93,-14.28
2018-09-04,2018-10-02,-101.79,-14.19
2018-10-02,2018-10-30,-101.06,-14.1
2018-10-30,2018-11-19,-100.21,-14.0
2018-12-03,2018-12-24,-98.37,-13.68
2018-12-24,2019-01-21,-98.11,-13.7
2019-01-21,2019-02-19,-100.45,-13.96
2019-02-19,2019-03-18,-96.53,-13.4
2019-03-18,2019-04-15,-97.41,-13.59
2019-04-15,2019-05-13,-98.44,-13.54
2019-05-13,2019-05-27,-98.15,-13.53
2019-06-03,2019-06-17,-96.16,-13.66
2019-06-17,2019-07-01,-97.62,-13.84
2019-07-08,2019-07-22,-99.52,-13.95
2019-07-22,2019-08-05,-100.32,-14.02
2019-08-06,2019-08-19,-97.19,-13.63
2019-08-20,2019-09-02,-95.3,-13.29
2019-09-03,2019-09-16,-98.28,-13.8
2019-09-16,2019-09-30,-99.76,-13.96
2019-09-30,2019-10-14,-94.07,-13.16
2019-10-14,2019-10-28,-90.7,-12.83
2019-10-28,2019-11-11,-92.02,-12.99
2019-11-11,2019-11-25,-96.62,-13.51
2019-10-25,2019-12-09,-96.23,-13.44
2019-12-09,2019-12-19,-96.26,-13.43
2019-12-19,2020-01-06,-95.72,-13.35
2020-01-06,2020-01-20,-96.8,-13.54
2020-01-20,2020-02-03,-97.12,-13.55
2020-02-03,2020-02-17,-95.87,-13.34
2020-02-17,2020-03-02,-95.58,-13.36
2020-03-02,2020-03-16,-95.43,-13.32
2020-03-16,2020-03-30,-95.74,-13.32
2020-03-30,2020-04-14,-97.12,-13.5
2020-04-14,2020-04-27,-99.76,-13.85
2020-04-27,2020-05-11,-99.2,-13.79
2020-05-11,2020-05-25,-101.73,-14.19
2020-05-25,2020-06-08,-102.54,-14.3
2020-06-08,2020-06-15,-101.64,-14.15
2020-06-22,2020-07-06,-103.86,-14.45
2020-07-06,2020-07-20,-103.62,-14.49
2020-07-20,2020-08-03,-101.75,-14.23
2020-08-03,2020-08-17,-100.77,-14.12
2020-08-17,2020-08-31,-100.7,-14.09
2020-08-31,2020-09-14,-100.79,-13.85
2020-09-14,2020-09-28,-102.47,-14.17
2020-09-28,2020-10-12,-95.82,-13.31
2020-10-12,2020-10-26,-97.86,-13.58
2020-10-26,2020-11-09,-96.5,-13.41
2020-11-09,2020-11-23,-99.7,-13.74
2020-11-23,2020-12-07,-100.26,-13.97
2020-12-07,2020-12-21,-100.47,-13.97
2020-12-21,2021-01-04,-98.41,-13.79
2021-01-04,2021-01-18,-99.9,-14.04
2021-01-18,2021-02-01,-99.48,-13.84
2021-02-01,2021-02-15,-98.39,-13.58
2021-02-15,2021-03-01,-99.58,-13.73
2021-03-01,2021-03-15,-100.14,-13.7
2021-03-15,2021-03-29,-99.33,-13.61
2021-03-29,2021-04-12,-99.37,-13.63
2021-04-12,2021-04-26,-98.58,-13.52
2021-04-26,2021-05-10,-99.57,-13.54
2021-05-10,2021-05-25,-97.61,-13.53
2021-05-25,2021-06-07,-99.52,-13.83
2021-06-07,2021-06-21,-104.11,-14.51
2021-06-21,2021-07-05,-103.27,-14.44
2021-07-05,2021-07-19,-97.68,-13.753
2021-07-19,2021-08-02,-102.15,-14.13
2021-08-02,2021-08-16,-100.4,-13.896
2021-08-16,2021-08-30,-103.05,-14.14
2021-08-30,2021-09-13,-104.05,-14.298
2021-09-13,2021-09-27,-100.34,-13.962
2021-09-27,2021-10-04,-99.63,-13.87
2021-10-04,2021-10-25,-98.59,-13.73
2021-10-25,2021-11-08,-99.49,-13.89
2021-11-08,2021-11-22,-100.93,-13.8
2021-11-22,2021-12-06,-100.31,-14.06
2021-12-06,2021-12-20,-100.58,-14.05
2021-12-20,2022-01-03,-98.2,-13.61
2022-01-03,2022-01-17,-97.89,-13.59
2022-01-17,2022-01-31,-99.9,-13.9
2022-01-31,2022-02-14,-99.37,-13.82
2022-02-14,2022-02-28,-96.53,-13.49
2022-02-28,2022-03-14,-98.27,-13.7
2022-03-14,2022-03-28,-97.64,-13.58
2022-03-28,2022-04-11,-98.53,-13.72
2022-04-11,2022-04-25,-99.07,-13.68
2022-04-25,2022-05-09,-99.88,-13.78
2022-05-09,2022-05-23,-105.3,-14.55
2022-05-23,2022-06-07,-104.54,-14.45
2022-06-07,2022-06-20,-104.34,-14.4
2022-06-20,2022-07-04,-100.95,-14.04
2022-07-04,2022-07-18,-102.18,-14.17
2022-07-19,2022-08-02,-103.05,-14.28
2022-08-02,2022-08-16,-102.61,-14.27
2022-08-16,2022-08-29,-101.08,-14.04
2022-08-29,2022-09-12,-100.08,-13.98
2022-09-12,2022-09-26,-98.18,-13.66
2022-09-26,2022-10-10,-92.15,-12.83
2022-10-10,2022-10-24,-95.28,-13.28
2022-10-24,2022-11-07,-92.22,-12.86
2022-11-07,2022-11-21,-94.95,-13.17
2022-11-21,2022-12-05,-95.54,-13.29
2022-12-05,2022-12-19,-98.17,-13.66
2022-12-19,2023-01-03,-91.17,-12.63
2023-01-03,2023-01-16,-95.12,-13.17
2023-01-16,2023-01-30,-97.79,-13.59
2023-01-30,2023-02-13,-98.37,-13.62
2023-02-13,2023-02-27,-97.95,-13.63
2023-02-27,2023-03-13,-98.43,-13.64
2023-03-13,2023-03-27,-95.47,-13.19
2023-03-27,2023-04-11,-94.76,-13.09
2023-04-11,2023-04-24,-96.59,-13.4
2023-04-25,2023-05-08,-95.07,-13.19
2023-05-08,2023-05-22,-96.74,-13.44
2023-05-22,2023-06-05,-98.62,-13.69
2023-06-05,2023-06-19,-99.38,-13.91
2023-06-19,2023-07-03,-100.32,-13.96
2023-07-03,2023-07-17,-100.93,-14.05
2023-07-17,2023-07-31,-98.25,-13.7
2023-07-31,2023-08-14,-97.59,-13.709
2023-08-14,2023-08-28,-98.73,-13.817
2023-08-28,2023-09-11,-98.05,-13.677
2023-09-11,2023-09-25,-97.8,-13.624
2023-09-25,2023-10-09,-97.86,-13.727
2023-10-09,2023-10-23,-97.9,-13.6
2023-10-23,2023-11-06,-93.88,-13.005
2023-11-06,2023-11-20,-92.45,-12.776
2023-11-20,2023-12-04,-95.66,-13.34
2023-12-04,2023-12-18,-95.67,-13.17
2023-12-18,2024-01-03,-95.39,-13.15
2024-01-03,2024-01-15,-96.97,-13.39
2024-01-15,2024-01-29,-96.36,-13.37
