date_start,date_end,delta_2h,delta_18o
2000-06-02,2000-06-16,-106.9559,-14.52
2000-07-04,2000-07-18,-101.2589,-13.9
2000-08-01,2000-08-15,-100.7422,-13.58
2000-09-01,2000-09-15,-98.5216,-13.45
2000-10-03,2000-10-17,-94.0458,-12.84
2000-11-07,2000-11-21,-89.3401,-13.0
2000-12-02,2000-12-16,-95.6966,-13.02
2001-01-02,2001-01-16,-98.0,-13.62
2001-02-02,2001-02-16,-96.1884,-13.7
2001-03-05,2001-03-16,-96.2,-13.34
2001-04-04,2001-04-17,-98.8,-13.68
2001-05-01,2001-05-15,-106.5,-13.8
2001-06-01,2001-06-19,-108.1,-13.9
2001-07-12,2001-07-27,-106.4,-13.68
2001-08-07,2001-08-14,-99.4,-13.55
2001-09-04,2001-09-13,-96.1,-13.15
2001-10-05,2001-10-19,-97.2,-13.1
2001-11-02,2001-11-16,-96.4,-13.01
2001-12-04,2001-12-15,-99.4,-13.53
2002-01-05,2002-01-15,-98.6728,-13.74
2002-02-04,2002-02-22,-97.5133,-13.53
2002-03-08,2002-03-22,-99.6268,-13.72
2002-04-02,2002-04-16,-99.0772,-13.8
2002-05-03,2002-05-17,-95.7161,-13.49
2002-06-04,2002-06-18,-99.5504,-13.76
2002-07-05,2002-07-26,-98.3527,-13.67
2002-08-06,2002-08-20,-96.6335,-13.45
2002-09-04,2002-09-13,-95.585,-13.29
2002-10-05,2002-10-19,-92.1688,-12.89
2002-11-01,2002-11-15,-90.7858,-12.61
2002-12-03,2002-12-13,-99.3544,-13.72
2003-01-03,2003-01-17,-97.4082,-13.36
2003-02-04,2003-02-18,-101.4495,-14.02
2003-03-04,2003-03-18,-99.5533,-13.84
2003-04-04,2003-04-15,-99.7064,-13.8
2003-05-02,2003-05-16,-101.2262,-14.02
2003-06-02,2003-06-16,-102.2159,-14.25
2003-07-01,2003-07-15,-100.1398,-14.08
2003-08-01,2003-08-15,-101.4911,-14.01
2003-09-02,2003-09-16,-101.8156,-14.24
2003-10-06,2003-10-22,-91.8762,-13.2
2003-11-04,2003-11-18,-95.4364,-13.29
2003-12-05,2003-12-16,-98.3889,-13.75
2004-01-02,2004-01-16,-94.0318,-13.0
2004-02-06,2004-02-17,-98.5122,-13.5
2004-03-02,2004-03-16,-102.1765,-13.93
2004-04-02,2004-04-16,-97.2678,-13.45
2004-05-04,2004-05-18,-103.9325,-14.37
2004-06-04,2004-06-18,-106.2326,-14.42
2004-07-02,2004-07-16,-107.9165,-14.74
2004-08-03,2004-08-17,-104.6717,-14.52
2004-09-01,2004-09-13,-99.0188,-13.78
2004-10-05,2004-10-15,-97.4881,-13.62
2004-11-02,2004-11-16,-92.3284,-12.75
2004-12-03,2004-12-14,-99.5783,-13.84
2005-01-04,2005-01-14,-98.5855,-13.74
2005-02-01,2005-02-15,-101.6955,-14.13
2005-03-04,2005-03-15,-103.0058,-14.24
2005-04-01,2005-04-12,-96.1096,-12.66
2005-05-06,2005-05-13,-97.7817,-13.48
2005-06-03,2005-06-14,-101.81,-14.12
2005-07-02,2005-07-15,-96.1085,-13.62
2005-08-05,2005-08-16,-92.3266,-12.93
2005-09-02,2005-09-16,-96.4077,-13.14
2005-10-14,2005-10-18,-95.478,-13.16
2005-11-15,2005-11-22,-92.0554,-12.74
2005-12-02,2005-12-16,-97.3078,-13.49
2006-01-03,2006-01-17,-97.4337,-13.51
2006-02-03,2006-02-14,-98.9362,-13.72
2006-03-03,2006-03-14,-99.6573,-13.76
2006-04-04,2006-04-14,-94.9616,-13.23
2006-05-02,2006-05-16,-95.8452,-13.33
2006-06-02,2006-06-16,-101.0757,-14.0
2006-07-04,2006-07-18,-103.0124,-14.29
2006-08-01,2006-08-15,-94.8149,-13.26
2006-09-01,2006-09-15,-95.9358,-13.3
2006-10-02,2006-10-23,-100.0017,-13.71
2006-11-03,2006-11-14,-93.9093,-13.09
2006-12-08,2006-12-15,-96.4921,-13.41
2007-01-02,2007-01-19,-89.9017,-12.49
2007-02-06,2007-02-16,-100.895,-13.83
2007-03-02,2007-03-16,-100.6046,-13.79
2007-04-06,2007-04-17,-97.634,-13.31
2007-05-01,2007-05-15,-98.9353,-13.71
2007-06-01,2007-06-15,-99.3536,-13.67
2007-07-03,2007-07-17,-100.201,-13.81
2007-08-03,2007-08-17,-95.696,-13.29
2007-09-04,2007-09-14,-93.3143,-13.04
2007-10-02,2007-10-16,-95.7587,-13.2
2007-11-02,2007-11-16,-92.1908,-12.8
2007-12-04,2007-12-14,-94.4669,-12.96
2008-01-01,2008-01-25,-93.3773,-12.7887
2008-02-05,2008-02-15,-99.9697,-13.63
2008-03-04,2008-03-14,-94.3862,-13.0
2008-04-01,2008-04-15,-97.742,-13.55
2008-05-06,2008-05-20,-96.6631,-13.31
2008-06-03,2008-06-17,-98.1295,-13.19
2008-07-01,2008-07-15,-98.6083,-13.68
2008-08-01,2008-08-15,-91.638,-12.84
2008-09-02,2008-09-12,-96.1187,-13.39
2008-10-03,2008-10-14,-91.4119,-12.64
2008-11-01,2008-11-14,-92.9074,-12.86
2008-12-02,2008-12-12,-94.9107,-13.15
2009-01-02,2009-01-20,-96.8852,-13.43
2009-02-03,2009-02-13,-95.9196,-13.25
2009-03-03,2009-03-13,-96.2799,-13.3
2009-04-03,2009-04-14,-96.4587,-13.4
2009-05-01,2009-05-15,-99.0509,-13.87
2009-06-02,2009-06-16,-103.4513,-14.344
2009-07-07,2009-07-14,-98.631,-13.87
2009-08-04,2009-08-14,-95.8818,-13.2
2009-09-01,2009-09-18,-95.4041,-13.62
2009-10-02,2009-10-16,-99.1424,-13.76
2009-11-03,2009-11-13,-91.1742,-12.76
2009-12-01,2009-12-15,-97.9528,-13.57
2010-01-01,2010-01-12,-97.7704,-13.56
2010-02-05,2010-02-12,-102.3514,-14.0
2010-03-02,2010-03-12,-100.2252,-13.88
2010-04-02,2010-04-11,-100.0324,-13.91
2010-05-04,2010-05-14,-100.7767,-13.72
2010-06-01,2010-06-11,-101.7073,-14.12
2010-07-06,2010-07-16,-106.2956,-14.61
2010-08-03,2010-08-13,-94.0714,-13.29
2010-09-03,2010-09-14,-94.976,-13.37
2010-10-01,2010-10-15,-94.4998,-13.13
2010-11-05,2010-11-12,-91.4993,-12.78
2010-12-03,2010-12-14,-102.2607,-14.11
2011-01-07,2011-01-14,-94.23,-13.125
2011-02-01,2011-02-15,-103.16,-14.255
2011-03-04,2011-03-15,-98.105,-13.48
2011-04-01,2011-04-15,-101.88,-13.92
2011-05-03,2011-05-13,-105.2,-14.2
2011-06-03,2011-06-14,-104.0,-14.1
2011-07-01,2011-07-15,-92.955,-13.115
2011-08-02,2011-08-12,-97.545,-13.66
2011-09-09,2011-09-16,-96.17,-13.39
2011-10-04,2011-10-14,-94.08,-13.06
2011-11-01,2011-11-18,-93.975,-13.04
2011-12-02,2011-12-16,-97.11,-13.295
2012-01-03,2012-01-13,-93.11,-13.005
2012-02-03,2012-02-17,-95.69,-13.29
2012-03-02,2012-03-20,-92.505,-12.98
2012-04-06,2012-04-20,-93.895,-13.205
2012-05-04,2012-05-18,-96.235,-13.485
2012-06-01,2012-06-15,-101.54,-14.145
2012-07-06,2012-07-20,-98.59,-13.78
2012-08-03,2012-08-17,-96.885,-13.56
2012-09-07,2012-09-21,-94.545,-13.215
2012-10-05,2012-10-19,-92.345,-12.925
2012-11-02,2012-11-16,-94.105,-13.18
2012-12-07,2012-12-21,-96.0,-13.31
2013-01-04,2013-01-18,-97.775,-13.59
2013-02-01,2013-02-22,-98.625,-13.73
2013-03-08,2013-03-22,-98.29,-13.66
2013-04-05,2013-04-19,-100.72,-13.98
2013-05-03,2013-05-17,-107.4,-14.595
2013-06-07,2013-06-21,-105.565,-14.54
2013-07-05,2013-07-19,-105.06,-14.73
2013-08-02,2013-08-16,-106.06,-14.815
2013-09-06,2013-09-20,-97.38,-13.6
2013-10-04,2013-10-18,-95.105,-13.385
2013-11-08,2013-11-22,-94.075,-13.105
2013-12-06,2013-12-20,-96.615,-13.415
2014-01-07,2014-01-24,-98.08,-13.725
2014-02-07,2014-02-21,-101.895,-14.21
2014-03-07,2014-03-21,-102.615,-14.215
2014-04-04,2014-04-25,-104.3,-14.455
2014-05-09,2014-05-23,-106.495,-14.55
2014-06-06,2014-06-20,-107.905,-14.77
2014-07-01,2014-07-18,-104.07,-14.23
2014-08-08,2014-08-22,-101.68,-13.99
2014-10-01,2014-10-17,-98.66,-13.745
2014-11-07,2014-11-21,-93.37,-13.065
2014-12-05,2014-12-19,-93.015,-12.915
2015-01-02,2015-01-16,-91.975,-12.79
2015-02-06,2015-02-20,-91.17,-12.665
2015-03-06,2015-03-20,-97.305,-13.425
2015-04-03,2015-04-17,-102.395,-14.055
2015-05-01,2015-05-15,-107.4,-14.435
2015-06-05,2015-06-19,-104.08,-14.32
2015-07-03,2015-07-24,-106.75,-14.68
2015-08-07,2015-08-21,-92.77,-12.745
2015-09-04,2015-09-18,-92.125,-12.58
2015-10-02,2015-10-16,-101.895,-14.025
2015-11-06,2015-11-20,-100.1,-13.775
2015-12-04,2015-12-18,-100.645,-13.975
2016-01-01,2016-01-15,-99.715,-13.835
2016-02-05,2016-02-19,-94.365,-13.14
2016-03-04,2016-03-18,-93.35,-12.995
2016-04-01,2016-04-15,-98.46,-13.58
2016-05-06,2016-05-20,-96.52,-13.55
2016-06-10,2016-06-24,-104.565,-14.6
2016-07-01,2016-07-15,-102.265,-14.235
2016-08-05,2016-08-19,-87.905,-12.585
2016-09-02,2016-09-16,-102.505,-14.285
2016-10-07,2016-10-21,-99.66,-13.94
2016-11-04,2016-11-18,-90.055,-12.655
2016-12-02,2016-12-15,-99.435,-13.895
2017-01-06,2017-01-20,-101.275,-14.115
2017-02-03,2017-02-17,-98.245,-13.46
2017-03-03,2017-03-17,-93.165,-12.705
2017-04-07,2017-04-21,-104.23,-14.2
2017-05-05,2017-05-19,-101.345,-13.905
2017-06-02,2017-06-16,-100.93,-14.11
2017-07-07,2017-07-21,-99.055,-13.91
2017-08-04,2017-08-18,-91.48,-13.03
2017-09-01,2017-09-15,-89.255,-12.74
2017-10-06,2017-10-20,-87.685,-12.44
2017-11-10,2017-11-24,-91.075,-12.85
2017-12-01,2017-12-15,-87.845,-11.96
2018-01-05,2018-01-19,-91.785,-12.835
2018-02-02,2018-02-16,-91.21,-12.87
2018-03-02,2018-03-16,-95.865,-13.3
2018-04-06,2018-04-20,-94.405,-13.25
2018-05-04,2018-05-18,-98.725,-13.85
2018-06-08,2018-06-22,-101.13,-14.255
2018-07-06,2018-07-20,-100.06,-14.115
2018-08-10,2018-08-24,-94.645,-13.435
2018-09-07,2018-09-21,-93.33,-13.23
2018-10-05,2018-10-19,-90.57,-12.85
2018-11-02,2018-11-16,-89.715,-12.685
2018-12-07,2018-12-21,-91.995,-12.995
2019-01-04,2019-01-18,-90.53,-12.83
2019-02-08,2019-02-22,-94.12,-13.295
2019-03-08,2019-03-22,-94.25,-13.275
2019-04-05,2019-04-19,-97.14,-13.73
2019-05-03,2019-05-17,-94.15,-13.34
2019-06-07,2019-06-21,-93.65,-13.365
2019-07-05,2019-07-19,-93.475,-13.445
2019-08-02,2019-08-14,-93.59,-13.265
2019-09-06,2019-09-20,-87.51,-12.57
2019-10-04,2019-10-18,-86.835,-12.43
2019-11-08,2019-11-22,-90.355,-12.83
2019-12-06,2019-12-24,-90.82,-12.815
2020-01-17,2020-01-31,-92.25,-13.05
2020-02-11,2020-02-21,-89.935,-12.695
2020-03-06,2020-03-20,-91.21,-12.835
2020-04-03,2020-04-17,-93.375,-13.2
2020-05-08,2020-05-22,-95.14,-13.42
2020-06-05,2020-06-19,-94.445,-13.38
2020-07-03,2020-07-17,-87.825,-12.585
2020-08-07,2020-08-28,-96.25,-13.605
2020-09-04,2020-09-18,-93.135,-13.14
2020-10-02,2020-10-30,-89.205,-12.77
2020-11-06,2020-11-20,-92.195,-13.2
2020-12-04,2020-12-18,-95.335,-13.47
2021-01-08,2021-01-22,-98.77,-13.785
2021-02-05,2021-02-19,-92.835,-12.88
2021-03-05,2021-03-19,-94.25,-13.155
2021-04-02,2021-04-16,-96.335,-13.36
2021-05-07,2021-05-21,-95.99,-13.38
2021-06-11,2021-06-25,-100.475,-14.17
2021-07-02,2021-07-16,-96.045,-13.7035
2021-08-06,2021-08-20,-98.13,-13.746
2021-09-03,2021-09-17,-96.62,-13.431
2021-10-01,2021-10-15,-98.12,-13.6535
2021-11-05,2021-11-19,-97.53,-13.715
2021-12-08,2021-12-17,-100.95,-14.16
2022-01-07,2022-01-21,-94.88,-13.305
2022-02-04,2022-02-18,-92.775,-13.015
2022-03-04,2022-03-18,-92.315,-13.08
2022-04-01,2022-04-15,-99.435,-13.96
2022-05-06,2022-05-20,-101.31,-14.21
2022-06-03,2022-06-17,-100.58,-14.16
2022-07-08,2022-07-22,-99.305,-13.945
2022-08-05,2022-08-19,-93.105,-13.155
2022-09-03,2022-09-16,-90.975,-12.91
2022-10-07,2022-10-21,-91.66,-12.97
2022-11-04,2022-11-18,-91.735,-12.92
2022-12-09,2022-12-23,-91.56,-12.885
2023-01-06,2023-01-20,-92.88,-13.095
2023-02-03,2023-02-17,-95.515,-13.4
2023-03-10,2023-03-24,-93.745,-13.12
2023-04-07,2023-04-21,-91.715,-12.89
2023-05-05,2023-05-05,-89.89,-12.7
2023-06-16,2023-06-16,-95.31,-13.39
2023-07-07,2023-07-21,-93.57,-13.2655
2023-08-04,2023-08-18,-92.165,-13.075
2023-09-01,2023-09-15,-92.45,-13.01
2023-10-06,2023-10-20,-91.245,-12.755
2023-11-03,2023-11-17,-88.43,-12.38
2023-12-01,2023-12-15,-91.45,-12.755
2024-01-05,2024-01-19,-93.515,-13.0
