date (yyyy-mm-dd HH:MM:SS),bottom oxygen concentration [mg/L]
05.01.1976 12:00,8.8
02.02.1976 12:00,10.7
01.03.1976 12:00,10.6
27.04.1976 12:00,10.0
31.05.1976 12:00,9.1
21.06.1976 12:00,9.0
21.07.1976 12:00,6.8
16.08.1976 12:00,7.4
20.09.1976 12:00,5.8
18.10.1976 12:00,5.2
22.11.1976 12:00,7.4
13.12.1976 12:00,6.0
17.01.1977 12:00,8.6
21.02.1977 12:00,10.0
21.03.1977 12:00,10.2
19.04.1977 12:00,10.0
16.05.1977 12:00,9.4
13.06.1977 12:00,8.6
18.07.1977 12:00,7.9
22.08.1977 12:00,7.2
19.09.1977 12:00,7.0
17.10.1977 12:00,6.8
21.11.1977 12:00,9.0
19.12.1977 12:00,8.1
23.01.1978 12:00,10.2
20.02.1978 12:00,10.9
22.03.1978 12:00,11.4
02.05.1978 12:00,10.6
22.05.1978 12:00,9.8
19.06.1978 12:00,9.8
19.07.1978 12:00,9.4
28.08.1978 12:00,8.8
25.09.1978 12:00,7.3
16.10.1978 12:00,7.0
20.11.1978 12:00,7.0
11.12.1978 12:00,6.9
22.01.1979 12:00,10.1
19.02.1979 12:00,10.0
19.03.1979 12:00,10.2
17.04.1979 12:00,10.4
14.05.1979 12:00,10.0
18.06.1979 12:00,9.8
16.07.1979 12:00,9.5
20.08.1979 12:00,8.0
17.09.1979 12:00,8.6
15.10.1979 12:00,7.8
19.11.1979 12:00,7.6
10.12.1979 12:00,7.0
21.01.1980 12:00,10.0
18.02.1980 12:00,9.6
17.03.1980 12:00,10.4
14.04.1980 12:00,10.2
19.05.1980 12:00,9.6
16.06.1980 12:00,9.7
21.07.1980 12:00,9.3
18.08.1980 12:00,8.4
22.09.1980 12:00,7.5
20.10.1980 12:00,7.8
17.11.1980 12:00,7.6
18.12.1980 12:00,7.8
19.01.1981 12:00,10.2
16.02.1981 12:00,10.7
16.03.1981 12:00,10.4
08.04.1981 12:00,10.4
06.05.1981 12:00,10.1
09.06.1981 12:00,9.4
20.07.1981 12:00,8.9
17.08.1981 12:00,8.3
21.09.1981 12:00,7.4
19.10.1981 12:00,9.2
16.11.1981 12:00,8.4
21.12.1981 12:00,9.1
20.01.1982 12:00,10.4
15.02.1982 12:00,10.6
15.03.1982 12:00,11.0
26.04.1982 12:00,10.4
10.05.1982 12:00,10.6
21.06.1982 12:00,10.1
19.07.1982 12:00,8.8
16.08.1982 12:00,8.6
20.09.1982 12:00,8.6
18.10.1982 12:00,8.5
15.11.1982 12:00,8.6
13.12.1982 12:00,8.2
17.01.1983 12:00,8.9
21.02.1983 12:00,10.9
