date,mean winter epilimnion 0-10 m oxygen concentration
1961,11.35
1982,11.75
1983,11.12
2000,12.49
2001,11.29
2002,11.45
2004,10.36
2005,10.97
2006,11.25
2007,11.02
2008,11.33
2009,11.2
2010,10.25
2011,10.78
2012,10.67
2013,10.73
2014,10.67
2015,10.54
2016,10.49
2017,11.22
2018,11.25
2019,10.61
2020,10.53
2022,10.89
2023,10.97
