date,mean autumn epilimnion 0-10 m oxygen concentration
1961,9.03
1963,9.92
1982,10.28
1983,9.24
1984,10.45
1986,9.57
1987,9.63
1988,9.86
1989,9.27
1990,9.47
1991,9.4
1993,9.5
1994,9.43
1995,9.21
1996,9.23
1997,10.23
1998,10.15
1999,9.98
2000,9.39
2001,9.56
2002,9.68
2003,9.37
2004,9.33
2005,10.27
2006,9.54
2007,9.56
2008,10.36
2009,9.24
2010,9.42
2011,9.48
2012,9.09
2013,9.35
2014,9.54
2015,9.34
2016,9.31
2017,9.49
2018,9.46
2019,9.13
2020,9.5
2021,9.48
2022,9.54
2023,9.5
