date,mean winter epilimnion 0-5 m oxygen concentration
1961,11.4
1982,12.4
1983,11.08
2000,12.48
2001,11.26
2002,11.44
2004,10.35
2005,10.96
2006,11.24
2007,11.01
2008,11.33
2009,11.19
2010,10.25
2011,10.78
2012,10.65
2013,10.72
2014,10.67
2015,10.54
2016,10.5
2017,11.22
2018,11.24
2019,10.59
2020,10.53
2022,10.89
2023,10.97
