date,mean autumn bottom temperature
1958,5.1
1959,5.04
1960,5.1
1982,5.37
1983,5.43
1984,4.67
1986,4.69
1987,4.44
1988,5.43
1989,5.78
1990,5.91
1991,5.16
1993,5.18
1994,5.56
1995,5.75
1996,5.38
1997,5.84
1998,5.9
1999,4.8
2000,5.34
2001,5.97
2002,5.71
2003,5.49
2004,5.5
2005,4.99
2006,4.54
2007,6.09
2008,5.76
2009,5.1
2010,4.97
2011,5.12
2012,4.68
2013,5.1
2014,5.94
2015,6.02
2016,6.34
2017,5.7
2018,5.19
2019,6.3
2020,6.82
2021,6.51
2022,6.4
2023,6.47
