date,mean winter epilimnion 5-10 m oxygen concentration
1961,11.3
1982,11.09
1983,11.15
2000,12.51
2001,11.36
2002,11.48
2004,10.35
2005,10.99
2006,11.26
2007,11.05
2008,11.33
2009,11.22
2010,10.25
2011,10.78
2012,10.72
2013,10.76
2014,10.66
2015,10.54
2016,10.47
2017,11.22
2018,11.28
2019,10.66
2020,10.53
2022,10.9
2023,10.97
