date,mean autumn epilimnion 0-5 m oxygen concentration
1961,9.22
1963,9.96
1982,10.37
1983,9.41
1984,10.59
1986,9.59
1987,9.73
1988,9.96
1989,9.28
1990,9.45
1991,9.41
1993,9.47
1994,9.47
1995,9.36
1996,8.97
1997,10.28
1998,10.21
1999,9.99
2000,9.46
2001,9.66
2002,9.7
2003,9.4
2004,9.31
2005,10.26
2006,9.62
2007,9.66
2008,10.35
2009,9.26
2010,9.43
2011,9.47
2012,9.09
2013,9.33
2014,9.62
2015,9.34
2016,9.31
2017,9.55
2018,9.5
2019,9.11
2020,9.5
2021,9.53
2022,9.56
2023,9.53
