date,mean late autumn Schmidt stability
1957,100.72
1982,142.09
1983,93.93
1984,86.98
1986,141.32
1987,169.12
1988,125.21
1989,36.69
1990,157.35
1993,43.93
1994,134.18
1995,189.76
1998,80.17
1999,212.63
2000,55.61
2001,146.14
2002,129.72
2003,74.8
2004,252.82
2005,472.74
2006,262.44
2007,49.54
2008,100.24
2009,177.1
2010,96.57
2011,348.75
2012,173.82
2013,150.89
2014,363.95
2015,296.68
2016,126.16
2017,160.85
2018,171.16
2019,200.75
2020,165.54
2021,100.79
2022,374.46
2023,217.09
