date,mean summer bottom temperature
1957,5.35
1958,4.93
1982,5.62
1983,5.25
1984,4.5
1985,4.82
1986,4.5
1987,4.34
1988,5.23
1989,5.67
1990,5.85
1991,5.0
1992,5.08
1993,5.1
1994,5.42
1995,5.88
1996,5.18
1997,5.66
1998,5.83
1999,6.34
2000,5.08
2001,5.96
2002,5.63
2003,5.4
2004,5.4
2005,4.9
2006,4.44
2007,5.99
2008,5.71
2009,5.06
2010,4.75
2011,5.07
2012,4.55
2013,5.0
2014,5.88
2015,5.97
2016,6.3
2017,5.6
2018,5.08
2019,6.18
2020,6.78
2021,6.41
2022,6.35
2023,6.4
