date,mean spring Schmidt stability
1982,34.01
1983,67.81
1984,31.79
1985,25.71
1986,26.28
1987,33.13
1988,43.47
1989,37.86
1990,151.63
1992,34.38
1993,131.33
1994,84.66
1996,138.43
1997,62.06
1998,144.72
1999,64.93
2000,138.23
2001,37.08
2002,78.19
2003,116.26
2004,41.59
2005,41.81
2006,84.97
2007,331.34
2008,72.74
2009,244.36
2010,46.49
2011,238.12
2012,114.82
2013,113.05
2014,57.01
2015,124.34
2016,104.91
2017,302.15
2018,113.33
2019,70.06
2020,217.11
2021,108.42
2022,142.12
2023,116.02
