date,mean late summer Secchi depth
2003,6.79
2004,5.64
2006,5.52
2007,3.36
2008,6.94
2009,5.51
2010,4.93
2011,6.0
2012,5.92
2013,6.18
2014,5.03
2015,5.72
2016,4.61
2017,8.61
2018,5.99
2019,7.21
2020,6.56
2021,4.68
2022,3.47
2023,6.56
