date,mean late autumn hypolimnetic oxygen concentration
1982,9.66
1983,8.99
1984,9.97
1986,9.64
1987,9.63
1988,9.35
1989,8.81
1990,9.29
1991,9.51
1993,9.85
1994,9.01
1995,8.87
1998,10.44
1999,12.87
2000,9.58
2001,9.4
2002,9.74
2003,9.3
2004,8.65
2005,8.98
2006,9.2
2007,10.12
2008,9.2
2009,9.06
2010,9.49
2012,9.1
2013,9.45
2014,7.84
2015,8.57
2016,9.27
2017,8.33
2018,9.33
2019,9.5
2020,8.72
2021,9.94
2022,9.72
2023,9.35
