date,mean autumn hypolimnetic density
1999,1000.0856
2000,1000.033
2001,1000.0026
2002,1000.091
2003,1000.0497
2004,1000.0543
2005,1000.0894
2006,1000.0872
2007,1000.0187
2008,1000.0424
2009,1000.0597
2010,999.9895
2011,1000.1026
2012,1000.064
2013,1000.0793
2014,1000.0063
2015,1000.0769
2016,1000.0285
2017,1000.0375
2018,1000.0576
2019,999.9994
2020,999.9023
2021,999.9757
2022,1000.041
2023,999.9895
