date,mean spring bottom oxygen concentration
1982,11.76
1983,10.53
1984,11.82
1985,11.69
1986,11.79
1987,11.56
1988,11.38
1989,10.58
1990,10.72
1991,11.77
1992,11.54
1993,11.53
1994,11.09
1996,9.9
1998,9.99
1999,11.51
2000,11.03
2001,10.45
2002,11.72
2003,11.48
2004,11.07
2005,11.45
2006,11.85
2007,10.7
2008,11.38
2009,10.79
2010,11.05
2011,11.02
2012,10.86
2013,11.01
2014,10.31
2015,11.08
2016,10.99
2017,11.02
2018,11.33
2019,11.15
2020,10.96
2021,11.39
2022,11.87
2023,11.88
