date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
10.11.1959 12:00,5.6
11.05.1960 12:00,5.4
30.08.1960 12:00,5.4
08.11.1960 12:00,6.1
14.02.1961 15:40,4.0
18.10.1965 16:10,7.0
11.11.1965 15:40,7.1
23.10.1969 16:45,6.1
11.11.1969 16:15,6.6
10.03.1970 16:15,3.0
25.05.1970 16:30,5.4
07.09.1970 16:20,5.8
12.11.1970 16:10,6.0
15.12.1970 15:20,6.5
24.05.1971 12:00,4.8
30.08.1971 15:45,6.1
16.02.1972 15:35,3.9
29.08.1972 16:20,7.4
15.11.1972 15:45,7.4
14.05.1973 15:35,5.2
12.07.1973 10:35,5.6
27.08.1973 15:40,5.6
06.11.1973 15:55,6.0
05.03.1974 16:10,4.6
07.05.1974 15:45,5.0
03.09.1974 16:00,5.7
06.11.1974 16:00,6.2
24.02.1975 15:30,4.9
12.05.1975 15:30,5.9
25.08.1975 15:50,6.2
11.11.1975 15:45,6.6
17.02.1976 15:15,3.8
17.05.1976 15:30,5.6
31.08.1976 16:15,6.6
09.11.1976 15:20,6.2
21.02.1977 15:20,4.8
17.05.1977 15:30,7.4
05.09.1977 15:25,8.6
07.11.1977 15:20,7.5
27.02.1978 14:00,4.0
09.11.1978 14:10,6.3
21.02.1979 13:30,4.5
12.11.1979 14:00,6.6
19.02.1980 14:00,4.8
13.11.1980 14:10,6.9
17.02.1981 14:25,3.2
02.11.1981 14:45,6.5
02.11.1982 14:10,6.6
28.02.1983 14:35,3.6
03.11.1983 14:00,6.3
28.02.1984 09:55,3.6
06.11.1984 15:20,5.8
05.03.1985 14:00,3.0
04.11.1985 14:05,6.1
12.03.1986 13:55,3.2
10.11.1986 13:55,5.9
31.03.1987 13:50,4.2
04.11.1987 14:00,5.6
17.03.1988 14:25,4.8
02.11.1988 14:20,6.2
06.03.1989 15:50,5.2
27.11.1989 14:00,7.1
06.03.1990 13:50,5.6
05.11.1990 14:05,7.3
04.03.1991 14:00,4.3
18.11.1991 15:02,6.8
10.03.1992 15:01,4.2
23.11.1992 09:30,7.3
16.03.1993 09:05,4.3
27.08.1993 10:03,5.05
02.09.1993 10:25,5.1
09.09.1993 11:05,5.1
16.09.1993 12:00,5.4
23.09.1993 12:00,5.1
09.11.1993 10:00,5.1
28.02.1994 12:00,4.99
22.03.1994 12:00,5.54
14.04.1994 12:00,6.35
02.05.1994 12:00,6.42
31.05.1994 12:00,6.78
30.06.1994 12:00,6.73
26.07.1994 12:00,6.71
09.08.1994 12:00,6.74
06.09.1994 12:00,6.8
17.10.1994 12:00,6.84
23.11.1994 12:00,6.91
13.12.1994 12:00,7.01
19.01.1995 12:00,4.86
20.02.1995 12:00,5.69
22.03.1995 12:00,5.98
19.04.1995 12:00,6.2
23.05.1995 12:00,6.51
22.06.1995 12:00,6.63
20.07.1995 12:00,6.64
15.08.1995 12:00,6.69
13.09.1995 12:00,6.83
04.10.1995 12:00,6.85
07.11.1995 12:00,6.94
