date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
10.11.1959 12:00,8.4
23.02.1960 12:00,11.4
11.05.1960 12:00,12.3
30.08.1960 12:00,9.9
08.11.1960 12:00,9.0
14.02.1961 15:40,11.5
20.11.1962 15:10,7.9
18.10.1965 16:10,8.6
11.11.1965 15:40,8.2
23.10.1969 16:45,9.6
11.11.1969 16:15,9.0
25.05.1970 16:30,15.0
07.09.1970 16:20,10.3
12.11.1970 16:10,8.7
15.12.1970 15:20,8.1
24.05.1971 12:00,13.9
30.08.1971 15:45,14.4
16.02.1972 15:35,10.1
29.08.1972 16:20,9.5
15.11.1972 15:45,8.7
14.05.1973 15:35,18.4
12.07.1973 10:35,13.8
27.08.1973 15:40,11.2
06.11.1973 15:55,8.5
05.03.1974 16:10,11.0
07.05.1974 15:45,10.8
03.09.1974 16:00,9.5
06.11.1974 16:00,8.3
24.02.1975 15:30,11.4
12.05.1975 15:30,12.5
25.08.1975 15:50,9.6
11.11.1975 15:45,8.5
17.02.1976 15:15,11.4
17.05.1976 15:30,12.3
31.08.1976 16:15,11.5
09.11.1976 15:20,8.4
21.02.1977 15:20,11.0
17.05.1977 15:30,11.6
05.09.1977 15:25,10.5
07.11.1977 15:20,8.7
27.02.1978 14:00,11.6
09.11.1978 14:10,8.5
21.02.1979 13:30,11.0
12.11.1979 14:00,9.6
19.02.1980 14:00,11.7
13.11.1980 14:10,8.6
17.02.1981 14:25,12.0
02.11.1981 14:45,10.4
01.03.1982 15:50,11.1
02.11.1982 14:10,9.8
28.02.1983 14:35,11.8
03.11.1983 14:00,8.6
28.02.1984 09:55,12.0
06.11.1984 15:20,8.8
05.03.1985 14:00,11.7
04.11.1985 14:05,8.4
12.03.1986 13:55,11.9
10.11.1986 13:55,9.2
31.03.1987 13:50,12.2
04.11.1987 14:00,7.9
17.03.1988 14:25,11.6
02.11.1988 14:20,9.2
06.03.1989 15:50,11.5
27.11.1989 14:00,7.7
06.03.1990 13:50,10.6
05.11.1990 14:05,9.0
04.03.1991 14:00,11.6
18.11.1991 15:02,8.2
10.03.1992 15:01,10.5
23.11.1992 09:30,9.6
16.03.1993 09:05,13.0
27.08.1993 10:03,8.3
02.09.1993 10:25,9.3
09.09.1993 11:05,9.8
16.09.1993 12:00,8.4
23.09.1993 12:00,11.2
