date,mean summer Secchi depth
1997,5.66
1998,6.59
1999,4.34
2000,4.47
2001,4.17
2002,3.78
2003,4.67
2004,4.81
2005,5.22
2006,4.27
2007,3.97
2008,3.88
2009,3.43
2010,3.98
2011,4.85
2012,4.03
2013,4.34
2014,6.15
2015,4.35
2016,5.21
2017,5.07
2018,3.64
2019,3.88
2020,4.84
2021,4.42
2022,4.27
2023,3.88
