date (yyyy-mm-dd HH:MM:SS),bottom oxygen concentration [mg/L]
18.04.1963 12:00,10.8
15.05.1963 12:00,10.0
19.06.1963 12:00,9.3
13.08.1963 12:00,5.4
18.09.1963 12:00,5.5
15.10.1963 12:00,5.3
12.11.1963 12:00,5.2
10.12.1963 12:00,6.4
14.01.1964 12:00,6.0
13.02.1964 12:00,6.3
17.03.1964 12:00,6.0
14.04.1964 12:00,7.7
12.05.1964 12:00,6.9
19.05.1964 12:00,6.5
02.06.1964 12:00,6.8
07.07.1964 12:00,5.6
21.07.1964 12:00,4.7
11.08.1964 12:00,3.5
08.09.1964 12:00,3.5
06.10.1964 12:00,4.2
12.11.1964 12:00,5.1
08.12.1964 12:00,6.9
12.01.1965 12:00,6.8
09.02.1965 12:00,5.9
16.03.1965 12:00,7.1
23.06.1965 12:00,7.4
21.07.1965 12:00,6.9
10.08.1965 12:00,7.2
15.09.1965 12:00,6.3
20.10.1965 12:00,5.1
23.11.1965 12:00,5.4
07.12.1965 12:00,6.7
11.01.1966 12:00,7.5
15.02.1966 12:00,7.8
15.03.1966 12:00,8.2
13.04.1966 12:00,9.0
11.05.1966 12:00,8.1
16.06.1966 12:00,7.8
14.07.1966 12:00,6.9
10.08.1966 12:00,6.4
13.09.1966 12:00,5.8
25.10.1966 12:00,4.8
15.11.1966 12:00,5.2
13.12.1966 12:00,7.2
17.01.1967 12:00,7.3
14.02.1967 12:00,8.4
14.03.1967 12:00,9.1
18.04.1967 12:00,9.0
22.05.1967 12:00,9.3
13.06.1967 12:00,9.0
18.07.1967 12:00,7.7
15.08.1967 12:00,7.6
12.09.1967 12:00,6.6
17.10.1967 12:00,6.1
14.11.1967 12:00,6.4
06.12.1967 12:00,6.8
16.01.1968 12:00,8.0
13.02.1968 12:00,9.0
12.03.1968 12:00,10.2
23.04.1968 12:00,9.7
07.05.1968 12:00,9.7
18.06.1968 12:00,9.6
16.07.1968 12:00,8.2
13.08.1968 12:00,8.1
10.09.1968 12:00,7.3
09.10.1968 12:00,7.2
13.11.1968 12:00,5.7
11.12.1968 12:00,5.6
15.01.1969 12:00,6.0
11.02.1969 12:00,7.2
19.03.1969 12:00,9.8
15.04.1969 12:00,8.7
13.05.1969 12:00,8.4
11.06.1969 12:00,8.1
09.07.1969 12:00,7.1
05.08.1969 12:00,6.8
10.09.1969 12:00,5.9
08.10.1969 12:00,5.8
12.11.1969 12:00,6.7
09.12.1969 12:00,7.4
14.01.1970 12:00,7.3
04.02.1970 12:00,7.3
04.03.1970 12:00,9.4
15.04.1970 12:00,10.8
13.05.1970 12:00,10.3
09.06.1970 12:00,9.8
08.07.1970 12:00,8.1
19.08.1970 12:00,7.9
09.09.1970 12:00,7.0
06.10.1970 12:00,7.2
11.11.1970 12:00,7.8
09.12.1970 12:00,7.9
13.01.1971 12:00,7.5
10.02.1971 12:00,7.5
10.03.1971 12:00,7.3
06.04.1971 12:00,6.8
12.05.1971 12:00,7.4
08.06.1971 12:00,7.1
14.07.1971 12:00,6.5
11.08.1971 12:00,4.2
20.09.1971 12:00,3.5
20.10.1971 12:00,3.6
11.11.1971 12:00,2.4
08.12.1971 12:00,4.1
12.01.1972 12:00,4.4
02.02.1972 12:00,4.9
