date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
22.05.1967 12:00,14.5
13.06.1967 12:00,14.6
18.07.1967 12:00,8.9
15.08.1967 12:00,13.9
12.09.1967 12:00,15.3
17.10.1967 12:00,15.6
14.11.1967 12:00,37.2
06.12.1967 12:00,38.2
23.04.1968 12:00,2.8
07.05.1968 12:00,9.2
18.06.1968 12:00,11.8
16.07.1968 12:00,19.0
13.08.1968 12:00,15.3
10.09.1968 12:00,16.3
09.10.1968 12:00,23.7
13.11.1968 12:00,37.0
11.12.1968 12:00,38.3
13.05.1969 12:00,3.0
11.06.1969 12:00,13.6
09.07.1969 12:00,15.2
05.08.1969 12:00,10.3
10.09.1969 12:00,15.2
08.10.1969 12:00,15.3
12.11.1969 12:00,26.5
09.12.1969 12:00,70.5
13.05.1970 12:00,23.8
09.06.1970 12:00,6.0
08.07.1970 12:00,7.8
19.08.1970 12:00,12.7
09.09.1970 12:00,13.7
06.10.1970 12:00,24.6
11.11.1970 12:00,25.8
09.12.1970 12:00,60.9
12.05.1971 12:00,7.4
08.06.1971 12:00,8.8
14.07.1971 12:00,12.5
11.08.1971 12:00,10.4
20.09.1971 12:00,16.7
20.10.1971 12:00,23.2
11.11.1971 12:00,26.1
08.12.1971 12:00,26.1
12.01.1972 12:00,67.0
22.03.1972 12:00,7.4
26.04.1972 12:00,3.3
24.05.1972 12:00,8.2
27.06.1972 12:00,8.1
26.07.1972 12:00,11.1
09.08.1972 12:00,13.3
13.09.1972 12:00,15.6
28.09.1972 12:00,24.8
25.10.1972 12:00,33.9
29.11.1972 12:00,39.0
19.12.1972 12:00,71.1
25.04.1973 12:00,10.0
23.05.1973 12:00,12.5
19.06.1973 12:00,9.4
12.07.1973 12:00,11.5
08.08.1973 12:00,9.1
05.09.1973 12:00,10.4
02.10.1973 12:00,17.4
24.10.1973 12:00,20.3
22.11.1973 12:00,37.3
23.04.1974 12:00,7.2
14.05.1974 12:00,14.0
18.06.1974 12:00,12.1
09.07.1974 12:00,14.4
13.08.1974 12:00,16.8
10.09.1974 12:00,15.0
08.10.1974 12:00,25.0
05.11.1974 12:00,25.5
03.12.1974 12:00,67.3
07.01.1975 12:00,73.0
29.04.1975 12:00,11.3
27.05.1975 12:00,11.9
24.06.1975 12:00,8.9
22.07.1975 12:00,11.9
19.08.1975 12:00,9.1
10.09.1975 12:00,10.4
23.10.1975 12:00,25.2
12.11.1975 12:00,25.8
11.12.1975 12:00,42.6
07.04.1976 12:00,5.7
04.05.1976 12:00,8.5
24.05.1976 12:00,9.0
22.06.1976 12:00,9.2
19.07.1976 12:00,10.1
16.08.1976 12:00,15.1
13.09.1976 12:00,15.2
11.10.1976 12:00,15.4
08.11.1976 12:00,20.6
06.12.1976 12:00,64.8
05.04.1977 12:00,71.6
10.05.1977 12:00,7.6
07.06.1977 12:00,8.9
05.07.1977 12:00,10.4
02.08.1977 12:00,11.5
05.09.1977 12:00,14.0
25.10.1977 12:00,21.5
08.11.1977 12:00,29.7
06.12.1977 12:00,41.9
04.04.1978 12:00,4.7
09.05.1978 12:00,15.1
06.06.1978 12:00,5.0
04.07.1978 12:00,13.4
10.08.1978 12:00,20.3
05.09.1978 12:00,14.4
24.10.1978 12:00,17.8
07.11.1978 12:00,25.2
05.12.1978 12:00,40.0
08.05.1979 12:00,12.1
05.06.1979 12:00,4.6
03.07.1979 12:00,15.1
07.08.1979 12:00,8.9
11.09.1979 12:00,12.2
08.10.1979 12:00,15.7
06.11.1979 12:00,20.7
19.11.1979 12:00,16.1
12.12.1979 12:00,8.3
15.04.1980 12:00,3.4
06.05.1980 12:00,24.1
02.06.1980 12:00,24.4
08.07.1980 12:00,13.3
05.08.1980 12:00,9.2
09.09.1980 12:00,13.6
07.10.1980 12:00,16.2
12.11.1980 12:00,25.2
02.12.1980 12:00,70.7
09.03.1981 12:00,36.2
07.04.1981 12:00,8.8
05.05.1981 12:00,25.6
02.06.1981 12:00,6.2
07.07.1981 12:00,8.9
04.08.1981 12:00,10.9
09.09.1981 12:00,12.1
06.10.1981 12:00,20.4
10.11.1981 12:00,33.0
02.12.1981 12:00,62.6
06.04.1982 12:00,4.3
11.05.1982 12:00,15.6
01.06.1982 12:00,9.8
06.07.1982 12:00,13.3
03.08.1982 12:00,13.8
07.09.1982 12:00,10.2
12.10.1982 12:00,18.1
09.11.1982 12:00,25.2
06.12.1982 12:00,40.4
07.12.1982 12:00,40.4
11.01.1983 12:00,72.0
03.05.1983 12:00,25.1
07.06.1983 12:00,9.5
05.07.1983 12:00,8.6
09.08.1983 12:00,8.4
06.09.1983 12:00,13.6
11.10.1983 12:00,16.9
08.11.1983 12:00,25.2
06.12.1983 12:00,70.6
16.05.1984 12:00,5.0
05.06.1984 12:00,13.2
04.07.1984 12:00,17.6
07.08.1984 12:00,8.4
11.09.1984 12:00,14.7
16.10.1984 12:00,24.5
06.11.1984 12:00,25.3
04.12.1984 12:00,34.9
08.05.1985 12:00,14.2
11.06.1985 12:00,9.8
09.07.1985 12:00,11.2
06.08.1985 12:00,13.6
11.09.1985 12:00,15.8
09.10.1985 12:00,15.3
05.11.1985 12:00,24.8
03.12.1985 12:00,67.6
08.01.1986 12:00,71.5
04.03.1986 12:00,250.0
13.05.1986 12:00,3.8
03.06.1986 12:00,8.1
08.07.1986 12:00,7.9
05.08.1986 12:00,7.2
03.09.1986 12:00,10.0
07.10.1986 12:00,15.3
04.11.1986 12:00,21.2
02.12.1986 12:00,37.2
05.05.1987 12:00,10.0
02.06.1987 12:00,6.7
07.07.1987 12:00,7.8
04.08.1987 12:00,11.4
01.09.1987 12:00,8.9
06.10.1987 12:00,15.6
03.11.1987 12:00,23.9
01.12.1987 12:00,33.8
12.01.1988 12:00,83.3
09.02.1988 12:00,71.5
12.04.1988 12:00,7.0
02.05.1988 12:00,5.0
06.06.1988 12:00,9.8
04.07.1988 12:00,11.5
01.08.1988 12:00,10.0
06.09.1988 12:00,14.6
04.10.1988 12:00,15.9
07.11.1988 12:00,37.2
05.12.1988 12:00,69.7
06.12.1988 12:00,69.7
04.04.1989 12:00,15.2
09.05.1989 12:00,9.1
06.06.1989 12:00,9.1
04.07.1989 12:00,12.9
02.08.1989 12:00,14.7
05.09.1989 12:00,15.3
03.10.1989 12:00,15.6
07.11.1989 12:00,25.0
05.12.1989 12:00,38.2
03.04.1990 12:00,5.1
08.05.1990 12:00,6.5
12.06.1990 12:00,14.7
03.07.1990 12:00,12.9
07.08.1990 12:00,8.3
04.09.1990 12:00,13.5
02.10.1990 12:00,15.0
06.11.1990 12:00,37.2
04.12.1990 12:00,40.0
09.04.1991 12:00,14.5
07.05.1991 12:00,14.3
04.06.1991 12:00,13.1
02.07.1991 12:00,9.7
06.08.1991 12:00,12.2
03.09.1991 12:00,14.7
10.10.1991 12:00,15.1
12.11.1991 12:00,37.2
03.12.1991 12:00,39.0
10.03.1992 12:00,8.1
05.05.1992 12:00,12.6
02.06.1992 12:00,4.2
07.07.1992 12:00,12.8
04.08.1992 12:00,9.2
02.09.1992 12:00,9.0
06.10.1992 12:00,22.2
03.11.1992 12:00,17.7
02.12.1992 12:00,38.0
14.04.1993 12:00,14.4
04.05.1993 12:00,8.6
01.06.1993 12:00,8.8
06.07.1993 12:00,14.6
04.08.1993 12:00,12.6
08.09.1993 12:00,15.0
05.10.1993 12:00,24.2
02.11.1993 12:00,25.1
07.12.1993 12:00,70.6
05.04.1994 12:00,72.4
05.05.1994 12:00,24.1
07.06.1994 12:00,10.6
05.07.1994 12:00,7.7
09.08.1994 12:00,9.0
07.09.1994 12:00,15.5
12.10.1994 12:00,25.0
08.11.1994 12:00,25.2
06.12.1994 12:00,36.2
04.04.1995 12:00,4.0
18.04.1995 12:00,25.0
09.05.1995 12:00,7.7
23.05.1995 12:00,18.5
06.06.1995 12:00,11.6
20.06.1995 12:00,10.7
18.07.1995 12:00,8.0
01.08.1995 12:00,8.9
15.08.1995 12:00,8.3
05.09.1995 12:00,14.9
10.10.1995 12:00,14.2
07.11.1995 12:00,24.9
21.11.1995 12:00,40.0
05.12.1995 12:00,39.0
19.12.1995 12:00,73.5
09.04.1996 12:00,8.2
07.05.1996 12:00,3.5
21.05.1996 12:00,9.4
11.06.1996 12:00,7.8
25.06.1996 12:00,12.2
09.07.1996 12:00,14.3
23.07.1996 12:00,14.3
06.08.1996 12:00,12.4
20.08.1996 12:00,15.0
03.09.1996 12:00,15.6
16.09.1996 12:00,14.6
08.10.1996 12:00,25.0
22.10.1996 12:00,14.9
05.11.1996 12:00,25.0
20.11.1996 12:00,37.8
03.12.1996 12:00,0.0
17.12.1996 12:00,70.2
18.03.1997 12:00,9.8
08.04.1997 12:00,38.5
22.04.1997 12:00,38.3
05.05.1997 12:00,3.9
20.05.1997 12:00,6.6
03.06.1997 12:00,14.8
17.06.1997 12:00,8.9
01.07.1997 12:00,15.0
15.07.1997 12:00,9.7
05.08.1997 12:00,13.8
19.08.1997 12:00,11.2
02.09.1997 12:00,9.4
16.09.1997 12:00,14.9
07.10.1997 12:00,15.2
21.10.1997 12:00,15.1
04.11.1997 12:00,25.8
18.11.1997 12:00,39.5
02.12.1997 12:00,39.0
16.12.1997 12:00,70.7
07.01.1998 12:00,72.9
22.01.1998 12:00,121.5
06.04.1998 12:00,14.9
21.04.1998 12:00,7.4
05.05.1998 12:00,14.3
19.05.1998 12:00,13.5
02.06.1998 12:00,10.2
16.06.1998 12:00,12.6
06.07.1998 12:00,8.7
21.07.1998 12:00,11.2
04.08.1998 12:00,12.4
18.08.1998 12:00,11.3
01.09.1998 12:00,12.6
16.09.1998 12:00,24.4
06.10.1998 12:00,20.5
20.10.1998 12:00,24.1
04.11.1998 12:00,16.9
17.11.1998 12:00,44.9
01.12.1998 12:00,40.0
15.12.1998 12:00,96.0
06.04.1999 12:00,3.7
20.04.1999 12:00,7.9
04.05.1999 12:00,8.1
18.05.1999 12:00,10.7
08.06.1999 12:00,8.6
22.06.1999 12:00,14.7
06.07.1999 12:00,8.7
20.07.1999 12:00,8.4
03.08.1999 12:00,8.9
17.08.1999 12:00,9.0
07.09.1999 12:00,11.5
21.09.1999 12:00,10.5
05.10.1999 12:00,15.3
19.10.1999 12:00,21.7
02.11.1999 12:00,24.9
16.11.1999 12:00,37.8
30.11.1999 12:00,38.2
14.12.1999 12:00,76.5
18.04.2000 12:00,23.6
02.05.2000 12:00,4.8
16.05.2000 12:00,8.1
07.06.2000 12:00,11.5
19.06.2000 12:00,9.7
04.07.2000 12:00,8.4
01.08.2000 12:00,10.7
29.08.2000 12:00,8.8
11.10.2000 12:00,18.9
24.10.2000 12:00,20.6
07.11.2000 12:00,24.0
21.11.2000 12:00,37.2
05.12.2000 12:00,39.0
19.12.2000 12:00,40.7
09.01.2001 12:00,61.9
23.01.2001 12:00,106.2
03.04.2001 12:00,4.0
18.04.2001 12:00,28.4
02.05.2001 12:00,4.9
15.05.2001 12:00,8.0
05.06.2001 12:00,14.9
19.06.2001 12:00,14.7
03.07.2001 12:00,8.5
17.07.2001 12:00,14.7
07.08.2001 12:00,10.2
21.08.2001 12:00,8.5
11.09.2001 12:00,16.3
25.09.2001 12:00,24.7
09.10.2001 12:00,16.4
23.10.2001 12:00,18.6
06.11.2001 12:00,22.6
20.11.2001 12:00,37.9
04.12.2001 12:00,61.7
18.12.2001 12:00,74.0
19.03.2002 12:00,10.4
09.04.2002 12:00,41.1
23.04.2002 12:00,13.8
07.05.2002 12:00,15.2
04.06.2002 12:00,11.0
18.06.2002 12:00,7.1
02.07.2002 12:00,8.2
06.08.2002 12:00,12.5
20.08.2002 12:00,10.0
03.09.2002 12:00,12.2
17.09.2002 12:00,15.2
08.10.2002 12:00,22.2
22.10.2002 12:00,24.4
05.11.2002 12:00,25.2
19.11.2002 12:00,39.5
03.12.2002 12:00,39.4
17.12.2002 12:00,72.5
08.01.2003 12:00,111.1
07.04.2003 12:00,40.3
22.04.2003 12:00,13.2
05.05.2003 12:00,11.8
21.05.2003 12:00,15.1
02.06.2003 12:00,11.5
17.06.2003 12:00,7.0
30.06.2003 12:00,8.8
15.07.2003 12:00,10.5
04.08.2003 12:00,10.9
19.08.2003 12:00,14.0
08.09.2003 12:00,14.8
06.10.2003 12:00,10.1
20.10.2003 12:00,15.2
03.11.2003 12:00,37.8
18.11.2003 12:00,36.6
01.12.2003 12:00,39.0
13.04.2004 12:00,25.7
03.05.2004 12:00,13.6
17.05.2004 12:00,9.9
07.06.2004 12:00,8.8
21.06.2004 12:00,9.6
05.07.2004 12:00,9.5
19.07.2004 12:00,12.6
02.08.2004 12:00,9.9
06.09.2004 12:00,13.8
04.10.2004 12:00,15.4
02.11.2004 12:00,20.1
06.12.2004 12:00,25.2
10.01.2005 12:00,71.9
21.03.2005 12:00,11.0
04.04.2005 12:00,11.6
18.04.2005 12:00,13.7
02.05.2005 12:00,3.5
17.05.2005 12:00,16.0
06.06.2005 12:00,12.3
20.06.2005 12:00,9.1
04.07.2005 12:00,9.9
18.07.2005 12:00,11.1
01.08.2005 12:00,11.8
15.08.2005 12:00,13.3
05.09.2005 12:00,10.6
20.09.2005 12:00,15.1
04.10.2005 12:00,15.3
17.10.2005 12:00,19.6
07.11.2005 12:00,22.6
21.11.2005 12:00,25.6
05.12.2005 12:00,30.1
18.04.2006 12:00,4.1
02.05.2006 12:00,6.4
15.05.2006 12:00,8.1
29.05.2006 12:00,8.5
12.06.2006 12:00,8.6
03.07.2006 12:00,8.3
17.07.2006 12:00,9.1
08.08.2006 12:00,14.0
21.08.2006 12:00,14.8
11.09.2006 12:00,14.5
25.09.2006 12:00,14.8
09.10.2006 12:00,15.8
23.10.2006 12:00,14.3
07.11.2006 12:00,20.3
20.11.2006 12:00,23.4
05.12.2006 12:00,26.3
08.01.2007 12:00,3.3
22.01.2007 12:00,36.3
05.02.2007 12:00,41.9
19.02.2007 12:00,120.4
05.03.2007 12:00,7.2
19.03.2007 12:00,26.9
02.04.2007 12:00,38.9
07.05.2007 12:00,6.4
04.06.2007 12:00,7.8
02.07.2007 12:00,8.4
06.08.2007 12:00,14.7
03.09.2007 12:00,14.5
08.10.2007 12:00,22.8
05.11.2007 12:00,37.7
05.12.2007 12:00,72.7
07.01.2008 12:00,112.4
05.02.2008 12:00,124.0
08.04.2008 12:00,3.2
05.05.2008 12:00,9.1
02.06.2008 12:00,8.3
07.07.2008 12:00,8.9
04.08.2008 12:00,8.9
01.09.2008 12:00,11.8
06.10.2008 12:00,25.0
03.11.2008 12:00,25.4
01.12.2008 12:00,22.7
06.04.2009 12:00,2.8
04.05.2009 12:00,9.4
08.06.2009 12:00,13.2
06.07.2009 12:00,10.9
03.08.2009 12:00,14.0
07.09.2009 12:00,14.6
05.10.2009 12:00,15.1
02.11.2009 12:00,24.6
30.11.2009 12:00,30.0
03.05.2010 12:00,8.7
07.06.2010 12:00,5.0
05.07.2010 12:00,3.9
02.08.2010 12:00,8.0
06.09.2010 12:00,16.0
04.10.2010 12:00,18.5
08.11.2010 12:00,22.2
06.12.2010 12:00,39.1
05.04.2011 12:00,10.2
02.05.2011 12:00,8.5
06.06.2011 12:00,13.0
04.07.2011 12:00,11.8
01.08.2011 12:00,12.6
05.09.2011 12:00,12.0
11.10.2011 12:00,18.7
07.11.2011 12:00,29.2
12.12.2011 12:00,33.0
09.01.2012 12:00,15.6
02.04.2012 12:00,15.1
07.05.2012 12:00,5.8
04.06.2012 12:00,7.9
09.07.2012 12:00,9.2
06.08.2012 12:00,9.5
03.09.2012 12:00,14.7
08.10.2012 12:00,15.6
05.11.2012 12:00,25.1
03.12.2012 12:00,38.2
07.01.2013 12:00,64.4
03.06.2013 12:00,4.9
01.07.2013 12:00,14.9
05.08.2013 12:00,8.3
09.09.2013 12:00,14.0
07.10.2013 12:00,16.4
04.11.2013 12:00,24.2
02.12.2013 12:00,37.8
13.01.2014 12:00,70.9
07.04.2014 12:00,4.3
05.05.2014 12:00,15.3
02.06.2014 12:00,12.9
07.07.2014 12:00,12.5
04.08.2014 12:00,13.3
08.09.2014 12:00,15.2
06.10.2014 12:00,15.7
03.11.2014 12:00,25.0
01.12.2014 12:00,38.3
12.01.2015 12:00,41.2
03.02.2015 12:00,122.5
04.05.2015 12:00,11.1
09.06.2015 12:00,8.2
07.07.2015 12:00,5.4
03.08.2015 12:00,10.1
07.09.2015 12:00,15.1
05.10.2015 12:00,14.7
02.11.2015 12:00,24.7
07.12.2015 12:00,11.9
18.01.2016 12:00,3.2
02.02.2016 12:00,71.4
05.04.2016 12:00,3.5
03.05.2016 12:00,7.7
07.06.2016 12:00,5.6
05.07.2016 12:00,8.2
02.08.2016 12:00,7.8
06.09.2016 12:00,12.1
05.10.2016 12:00,15.6
08.11.2016 12:00,15.4
06.12.2016 12:00,62.6
04.04.2017 12:00,3.8
03.05.2017 12:00,11.2
07.06.2017 12:00,8.5
04.07.2017 12:00,9.2
07.08.2017 12:00,10.3
04.09.2017 12:00,13.9
09.10.2017 12:00,18.9
07.11.2017 12:00,21.3
05.12.2017 12:00,49.8
03.05.2018 12:00,9.0
05.06.2018 12:00,8.3
03.07.2018 12:00,8.2
06.08.2018 12:00,9.5
04.09.2018 12:00,13.4
09.10.2018 12:00,12.5
07.11.2018 12:00,24.8
04.12.2018 12:00,37.4
01.04.2019 12:00,7.5
07.05.2019 12:00,21.1
04.06.2019 12:00,4.3
02.07.2019 12:00,5.1
05.08.2019 12:00,9.0
03.09.2019 12:00,11.1
08.10.2019 12:00,17.7
05.11.2019 12:00,24.9
03.12.2019 12:00,39.5
08.01.2020 12:00,73.1
03.02.2020 12:00,74.1
06.04.2020 12:00,8.6
06.05.2020 12:00,11.9
02.06.2020 12:00,14.0
