date (yyyy-mm-dd HH:MM:SS),hypolimnetic density [kg/m3]
11.02.1969 12:00,1000.16280316229
19.03.1969 12:00,1000.1628836940563
15.04.1969 12:00,1000.1657710779198
13.05.1969 12:00,1000.162548138543
11.06.1969 12:00,1000.1622739133217
09.07.1969 12:00,1000.1605012524537
05.08.1969 12:00,1000.1594956583792
10.09.1969 12:00,1000.1525479236459
08.10.1969 12:00,1000.1557735499736
12.11.1969 12:00,1000.1384077255061
09.12.1969 12:00,1000.14379763802
14.01.1970 12:00,1000.1592306935743
04.02.1970 12:00,1000.1771569946767
04.03.1970 12:00,1000.1723050584094
15.04.1970 12:00,1000.1797480240105
13.05.1970 12:00,1000.1778190312053
09.06.1970 12:00,1000.1763838905038
08.07.1970 12:00,1000.1792914509308
19.08.1970 12:00,1000.1749368192109
09.09.1970 12:00,1000.1791386355454
06.10.1970 12:00,1000.1655692829215
11.11.1970 12:00,1000.1602882033387
09.12.1970 12:00,1000.1482348541006
13.01.1971 12:00,1000.1879890940282
10.02.1971 12:00,1000.1755938785293
10.03.1971 12:00,1000.180076714333
06.04.1971 12:00,1000.1838335224494
12.05.1971 12:00,1000.2123062622396
08.06.1971 12:00,1000.1803500284494
14.07.1971 12:00,1000.1745709096598
11.08.1971 12:00,1000.1729576360806
20.09.1971 12:00,1000.1714059178868
20.10.1971 12:00,1000.1723084531908
11.11.1971 12:00,1000.1523631120617
08.12.1971 12:00,1000.1743775462852
12.01.1972 12:00,1000.1716151790679
02.02.1972 12:00,1000.1779307845595
22.03.1972 12:00,1000.1777811682687
26.04.1972 12:00,1000.1695321741145
24.05.1972 12:00,1000.1690243329944
27.06.1972 12:00,1000.1672526902007
26.07.1972 12:00,1000.1628600378745
09.08.1972 12:00,1000.1582099337234
13.09.1972 12:00,1000.1604126265895
28.09.1972 12:00,1000.1519817022559
25.10.1972 12:00,1000.1417781389375
29.11.1972 12:00,1000.156036417003
19.12.1972 12:00,1000.1553750776634
24.01.1973 12:00,1000.1707041919293
21.02.1973 12:00,1000.1696522702866
20.03.1973 12:00,1000.1705960859723
25.04.1973 12:00,1000.1688710318921
23.05.1973 12:00,1000.168277707465
19.06.1973 12:00,1000.1598668667227
12.07.1973 12:00,1000.1657736874786
08.08.1973 12:00,1000.1641721283714
05.09.1973 12:00,1000.1605011037218
02.10.1973 12:00,1000.1527828013617
24.10.1973 12:00,1000.1630607826073
22.11.1973 12:00,1000.1456929270588
19.12.1973 12:00,1000.1626205358488
22.01.1974 12:00,1000.1665604434601
19.02.1974 12:00,1000.168606387174
19.03.1974 12:00,1000.165991787825
23.04.1974 12:00,1000.1610162630448
14.05.1974 12:00,1000.1636754767397
18.06.1974 12:00,1000.1602230552771
09.07.1974 12:00,1000.1560159127495
13.08.1974 12:00,1000.158312269552
10.09.1974 12:00,1000.1529453403213
08.10.1974 12:00,1000.1531170931903
05.11.1974 12:00,1000.1606886771261
03.12.1974 12:00,1000.1419607485594
07.01.1975 12:00,1000.1556660406804
04.02.1975 12:00,1000.1602004597837
04.03.1975 12:00,1000.1626052419928
01.04.1975 12:00,1000.1597398743817
29.04.1975 12:00,1000.1595693769417
27.05.1975 12:00,1000.1580444488704
24.06.1975 12:00,1000.1623028262545
22.07.1975 12:00,1000.1609607612893
19.08.1975 12:00,1000.1549982704245
10.09.1975 12:00,1000.1719292216873
23.10.1975 12:00,1000.1602484159423
12.11.1975 12:00,1000.1600859371625
11.12.1975 12:00,1000.133717474639
13.01.1976 12:00,1000.1585188952013
10.02.1976 12:00,1000.1660651993024
09.03.1976 12:00,1000.1850831034646
07.04.1976 12:00,1000.184576477743
04.05.1976 12:00,1000.1785269427278
24.05.1976 12:00,1000.1802875313499
22.06.1976 12:00,1000.1797574362365
19.07.1976 12:00,1000.18000760434
16.08.1976 12:00,1000.1723235393983
13.09.1976 12:00,1000.1803145463831
11.10.1976 12:00,1000.1743076897295
08.11.1976 12:00,1000.1746035641621
06.12.1976 12:00,1000.1639406998517
11.01.1977 12:00,1000.1825887002752
08.02.1977 12:00,1000.1854766598268
08.03.1977 12:00,1000.1878413420324
05.04.1977 12:00,1000.180551820246
10.05.1977 12:00,1000.1761019502699
07.06.1977 12:00,1000.1706289194182
05.07.1977 12:00,1000.1786402858655
05.09.1977 12:00,1000.1711465708752
25.10.1977 12:00,1000.1634294989589
08.11.1977 12:00,1000.157653052156
06.12.1977 12:00,1000.1712172119711
10.01.1978 12:00,1000.1786670009157
14.02.1978 12:00,1000.1843621962354
07.03.1978 12:00,1000.1841064851058
04.04.1978 12:00,1000.1857464564971
09.05.1978 12:00,1000.1779953722081
06.06.1978 12:00,1000.175356372485
04.07.1978 12:00,1000.1804224299023
10.08.1978 12:00,1000.1629465114643
05.09.1978 12:00,1000.1690290279215
24.10.1978 12:00,1000.1770485877106
07.11.1978 12:00,1000.1729580899539
05.12.1978 12:00,1000.1643488691991
16.01.1979 12:00,1000.1804859902804
06.02.1979 12:00,1000.1834949060543
06.03.1979 12:00,1000.1852822049322
03.04.1979 12:00,1000.1819664457632
08.05.1979 12:00,1000.1754676515716
05.06.1979 12:00,1000.1765113969764
03.07.1979 12:00,1000.1660414066051
07.08.1979 12:00,1000.1712914101385
11.09.1979 12:00,1000.1708344189987
08.10.1979 12:00,1000.1711805600116
06.11.1979 12:00,1000.1746399484266
19.11.1979 12:00,1000.176773733518
12.12.1979 12:00,1000.172397203567
15.01.1980 12:00,1000.1722882546319
05.02.1980 12:00,1000.1831659723003
04.03.1980 12:00,1000.1805356111915
15.04.1980 12:00,1000.1810370638036
06.05.1980 12:00,1000.1817469374454
08.07.1980 12:00,1000.165230359348
13.01.1981 12:00,1000.1834793414396
10.02.1981 12:00,1000.1870405560563
09.03.1981 12:00,1000.1780243808439
07.04.1981 12:00,1000.1881078145261
05.05.1981 12:00,1000.1842667850317
02.06.1981 12:00,1000.1823245938245
07.07.1981 12:00,1000.1783059464705
04.08.1981 12:00,1000.1758096106058
09.09.1981 12:00,1000.1746261680048
06.10.1981 12:00,1000.1599236618922
10.11.1981 12:00,1000.161784816423
02.12.1981 12:00,1000.1667501444856
12.01.1982 12:00,1000.1820152728305
02.02.1982 12:00,1000.1891851270778
09.03.1982 12:00,1000.1878947400759
06.04.1982 12:00,1000.1898195847899
11.05.1982 12:00,1000.1879037545582
01.06.1982 12:00,1000.1790472720479
06.07.1982 12:00,1000.1812738389627
03.08.1982 12:00,1000.1763608318236
07.09.1982 12:00,1000.1865194598906
12.10.1982 12:00,1000.1841770466435
09.11.1982 12:00,1000.1697405170162
06.12.1982 12:00,1000.1636175219118
07.12.1982 12:00,1000.1636175219118
11.01.1983 12:00,1000.167199516363
07.02.1983 12:00,1000.1785039121893
08.03.1983 12:00,1000.182228609321
12.04.1983 12:00,1000.1779615075379
03.05.1983 12:00,1000.1744304763691
07.06.1983 12:00,1000.1741463850466
05.07.1983 12:00,1000.1708074900324
09.08.1983 12:00,1000.1677564812255
06.09.1983 12:00,1000.1686054410029
11.10.1983 12:00,1000.1629264996868
08.11.1983 12:00,1000.1639818790103
06.12.1983 12:00,1000.156960173066
14.02.1984 12:00,1000.179805265484
13.03.1984 12:00,1000.182360471644
03.04.1984 12:00,1000.1818361831888
16.05.1984 12:00,1000.1724932988511
05.06.1984 12:00,1000.1790386321716
04.07.1984 12:00,1000.1743082582308
07.08.1984 12:00,1000.1736748129117
11.09.1984 12:00,1000.1791651191011
16.10.1984 12:00,1000.1649864644592
06.11.1984 12:00,1000.1640729837228
04.12.1984 12:00,1000.1647458814568
23.01.1985 12:00,1000.1831362359487
05.02.1985 12:00,1000.1838425158245
06.03.1985 12:00,1000.1839650707948
02.04.1985 12:00,1000.1844974083397
11.06.1985 12:00,1000.1808113999122
09.07.1985 12:00,1000.1797034410731
06.08.1985 12:00,1000.1792822086243
11.09.1985 12:00,1000.1784356845093
09.10.1985 12:00,1000.1754804001718
05.11.1985 12:00,1000.1765841857571
03.12.1985 12:00,1000.1632456856128
08.01.1986 12:00,1000.1805769020216
04.02.1986 12:00,1000.1857352669601
04.03.1986 12:00,1000.1855253873534
08.04.1986 12:00,1000.1872182200907
13.05.1986 12:00,1000.1863170947954
03.06.1986 12:00,1000.1856265662002
05.08.1986 12:00,1000.185550543236
07.10.1986 12:00,1000.1835570363982
04.11.1986 12:00,1000.1797698569942
02.12.1986 12:00,1000.168735842544
20.01.1987 12:00,1000.1864609164893
10.02.1987 12:00,1000.1878251261977
07.04.1987 12:00,1000.202810625643
05.05.1987 12:00,1000.2043368570854
02.06.1987 12:00,1000.1964984546355
07.07.1987 12:00,1000.1946084545398
04.08.1987 12:00,1000.1931731225563
01.09.1987 12:00,1000.1934980648657
06.10.1987 12:00,1000.195142799618
03.11.1987 12:00,1000.1794426493246
01.12.1987 12:00,1000.1897817319078
12.01.1988 12:00,1000.1883188947602
09.02.1988 12:00,1000.1987682460398
02.03.1988 12:00,1000.2000327514124
12.04.1988 12:00,1000.1988216126128
02.05.1988 12:00,1000.1979910862615
06.06.1988 12:00,1000.1878200730808
04.07.1988 12:00,1000.1965945922442
01.08.1988 12:00,1000.1897756922384
06.09.1988 12:00,1000.1812836753542
04.10.1988 12:00,1000.1934020133141
07.11.1988 12:00,1000.1546759160118
05.12.1988 12:00,1000.1556391462469
06.12.1988 12:00,1000.1556391462469
10.01.1989 12:00,1000.1794720322788
14.02.1989 12:00,1000.1842228978396
07.03.1989 12:00,1000.1869581645605
04.04.1989 12:00,1000.1839611155254
09.05.1989 12:00,1000.1798378469525
06.06.1989 12:00,1000.1782522407792
04.07.1989 12:00,1000.17929640172
02.08.1989 12:00,1000.1843175726322
05.09.1989 12:00,1000.179576943863
03.10.1989 12:00,1000.1769347900236
07.11.1989 12:00,1000.1855411534357
05.12.1989 12:00,1000.1868303753408
09.01.1990 12:00,1000.1933940848688
06.02.1990 12:00,1000.1950314989789
06.03.1990 12:00,1000.1953202971497
03.04.1990 12:00,1000.1910853265198
08.05.1990 12:00,1000.1866263596087
12.06.1990 12:00,1000.1783129046271
03.07.1990 12:00,1000.1730439498024
07.08.1990 12:00,1000.1789453520094
04.09.1990 12:00,1000.181218867655
02.10.1990 12:00,1000.1829910840476
06.11.1990 12:00,1000.1475435279419
04.12.1990 12:00,1000.1747374582982
08.01.1991 12:00,1000.1847099073543
05.02.1991 12:00,1000.1999248262705
05.03.1991 12:00,1000.2037039952062
09.04.1991 12:00,1000.2002599036168
07.05.1991 12:00,1000.2018948934029
04.06.1991 12:00,1000.2035458698192
02.07.1991 12:00,1000.1914822056856
06.08.1991 12:00,1000.1930647100287
03.09.1991 12:00,1000.1937647604461
10.10.1991 12:00,1000.1913138585813
12.11.1991 12:00,1000.1610421812936
03.12.1991 12:00,1000.1713601641624
08.01.1992 12:00,1000.1823117778354
04.02.1992 12:00,1000.1867123216174
10.03.1992 12:00,1000.1916974750598
07.04.1992 12:00,1000.1922674244504
05.05.1992 12:00,1000.1875532330406
02.06.1992 12:00,1000.1806352858362
07.07.1992 12:00,1000.1745989571616
04.08.1992 12:00,1000.1669685766236
02.09.1992 12:00,1000.1440998021727
06.10.1992 12:00,1000.1630848994007
03.11.1992 12:00,1000.1743518983851
02.12.1992 12:00,1000.1617048086564
12.01.1993 12:00,1000.1780550184473
09.02.1993 12:00,1000.1820502186685
09.03.1993 12:00,1000.1816851893898
14.04.1993 12:00,1000.1809621715112
04.05.1993 12:00,1000.1791729899489
01.06.1993 12:00,1000.1760015108322
06.07.1993 12:00,1000.1653678706831
04.08.1993 12:00,1000.1705170573007
08.09.1993 12:00,1000.173282812185
05.10.1993 12:00,1000.1671275415766
02.11.1993 12:00,1000.1679931162257
07.12.1993 12:00,1000.1629340510452
12.01.1994 12:00,1000.1746675726328
08.02.1994 12:00,1000.1762887426174
08.03.1994 12:00,1000.1801761001885
05.04.1994 12:00,1000.1715097610333
05.05.1994 12:00,1000.1702742213575
07.06.1994 12:00,1000.1608298522797
05.07.1994 12:00,1000.1699715654609
09.08.1994 12:00,1000.1465286422284
07.09.1994 12:00,1000.1460838412589
12.10.1994 12:00,1000.1505525989592
08.11.1994 12:00,1000.1581243496225
06.12.1994 12:00,1000.1495056999406
30.01.1995 12:00,1000.172622306084
21.02.1995 12:00,1000.1736098181648
07.03.1995 12:00,1000.170827961435
04.04.1995 12:00,1000.1750090149258
18.04.1995 12:00,1000.1740608823336
09.05.1995 12:00,1000.1653072371126
23.05.1995 12:00,1000.1671866259605
06.06.1995 12:00,1000.1654113928345
20.06.1995 12:00,1000.1597661654952
18.07.1995 12:00,1000.1605129100477
01.08.1995 12:00,1000.1616525923171
15.08.1995 12:00,1000.1615913042328
05.09.1995 12:00,1000.152259647526
10.10.1995 12:00,1000.1597203094833
07.11.1995 12:00,1000.1491387950018
21.11.1995 12:00,1000.1198634434702
05.12.1995 12:00,1000.157064976988
19.12.1995 12:00,1000.1568588315051
09.01.1996 12:00,1000.1648112349484
24.01.1996 12:00,1000.1738176023403
06.02.1996 12:00,1000.179052710738
05.03.1996 12:00,1000.182147883366
19.03.1996 12:00,1000.1820810947409
09.04.1996 12:00,1000.1802362730357
07.05.1996 12:00,1000.1799734645082
21.05.1996 12:00,1000.1792171660499
11.06.1996 12:00,1000.1760889208069
25.06.1996 12:00,1000.1760171699802
09.07.1996 12:00,1000.1786499609071
23.07.1996 12:00,1000.177805286828
06.08.1996 12:00,1000.173243312738
20.08.1996 12:00,1000.1681511614864
03.09.1996 12:00,1000.1697060112956
16.09.1996 12:00,1000.1133037195601
08.10.1996 12:00,1000.164873969256
22.10.1996 12:00,1000.1475384425569
05.11.1996 12:00,1000.1709017002105
20.11.1996 12:00,1000.1461660383603
03.12.1996 12:00,1000.1502176329014
17.12.1996 12:00,1000.1594833320552
07.01.1997 12:00,1000.1782250152404
21.01.1997 12:00,1000.1832773978833
04.02.1997 12:00,1000.1839838537956
18.02.1997 12:00,1000.1840490659675
04.03.1997 12:00,1000.1838323129351
18.03.1997 12:00,1000.182857962096
08.04.1997 12:00,1000.1798914151916
22.04.1997 12:00,1000.1756514286227
05.05.1997 12:00,1000.1784765162565
20.05.1997 12:00,1000.1695616477537
03.06.1997 12:00,1000.1678640321941
17.06.1997 12:00,1000.1680344564642
01.07.1997 12:00,1000.1700373396804
15.07.1997 12:00,1000.1652505847082
05.08.1997 12:00,1000.1654111467055
19.08.1997 12:00,1000.1658921623491
02.09.1997 12:00,1000.1652702827056
16.09.1997 12:00,1000.1665196082486
07.10.1997 12:00,1000.1659399700692
21.10.1997 12:00,1000.1606921615565
04.11.1997 12:00,1000.1651331052088
18.11.1997 12:00,1000.1412264730039
02.12.1997 12:00,1000.1544173895295
16.12.1997 12:00,1000.1503066909354
07.01.1998 12:00,1000.1688486942041
22.01.1998 12:00,1000.1664281020508
03.02.1998 12:00,1000.177393114665
17.02.1998 12:00,1000.1787421598815
03.03.1998 12:00,1000.1800567108783
17.03.1998 12:00,1000.1782889868566
06.04.1998 12:00,1000.1783510531876
21.04.1998 12:00,1000.1691424665737
05.05.1998 12:00,1000.1728184888522
19.05.1998 12:00,1000.1648998865121
02.06.1998 12:00,1000.1701031379239
16.06.1998 12:00,1000.166831040259
06.07.1998 12:00,1000.1675189738181
21.07.1998 12:00,1000.1666700760435
04.08.1998 12:00,1000.1667807125639
18.08.1998 12:00,1000.1634739194585
01.09.1998 12:00,1000.1691335298709
16.09.1998 12:00,1000.1518235927321
06.10.1998 12:00,1000.164013543849
20.10.1998 12:00,1000.1594776366212
04.11.1998 12:00,1000.1680505501054
17.11.1998 12:00,1000.1567969735676
01.12.1998 12:00,1000.1609916552738
15.12.1998 12:00,1000.1592195187617
14.01.1999 12:00,1000.1735832657714
26.01.1999 12:00,1000.1720439054477
09.02.1999 12:00,1000.1776615291388
24.02.1999 12:00,1000.181487817305
09.03.1999 12:00,1000.1817564287329
23.03.1999 12:00,1000.1813344851649
06.04.1999 12:00,1000.1791909470543
20.04.1999 12:00,1000.179864031895
04.05.1999 12:00,1000.179137979784
18.05.1999 12:00,1000.1787251231508
08.06.1999 12:00,1000.1761942459027
22.06.1999 12:00,1000.1711938616824
06.07.1999 12:00,1000.1723541679078
20.07.1999 12:00,1000.1712248466981
03.08.1999 12:00,1000.171305648154
17.08.1999 12:00,1000.1688809472406
07.09.1999 12:00,1000.1701979328415
21.09.1999 12:00,1000.1712264878076
05.10.1999 12:00,1000.171619992794
19.10.1999 12:00,1000.1667775247669
02.11.1999 12:00,1000.1585230578372
16.11.1999 12:00,1000.1502157042923
30.11.1999 12:00,1000.1674895202789
14.12.1999 12:00,1000.1730157090533
11.01.2000 12:00,1000.176391544691
25.01.2000 12:00,1000.1790236118454
08.02.2000 12:00,1000.1787409568007
22.02.2000 12:00,1000.1804171419133
07.03.2000 12:00,1000.1801976742605
21.03.2000 12:00,1000.1791905807029
04.04.2000 12:00,1000.1800338014922
18.04.2000 12:00,1000.1763720161861
02.05.2000 12:00,1000.1756639873203
16.05.2000 12:00,1000.1734610795129
07.06.2000 12:00,1000.1751092093922
19.06.2000 12:00,1000.170048242112
04.07.2000 12:00,1000.1690793155086
01.08.2000 12:00,1000.1609266421095
29.08.2000 12:00,1000.1697686824482
