date,depth,salinity [g kg-1]
13.02.1964 12:00,0.0,0.243
13.02.1964 12:00,5.0,0.239
13.02.1964 12:00,10.0,0.252
13.02.1964 12:00,20.0,0.247
13.02.1964 12:00,30.0,0.234
13.02.1964 12:00,50.0,0.234
13.02.1964 12:00,100.0,0.252
13.02.1964 12:00,250.0,0.252
17.03.1964 12:00,0.0,0.243
17.03.1964 12:00,5.0,0.234
17.03.1964 12:00,10.0,0.243
17.03.1964 12:00,20.0,0.243
17.03.1964 12:00,30.0,0.243
17.03.1964 12:00,50.0,0.243
17.03.1964 12:00,100.0,0.252
17.03.1964 12:00,250.0,0.261
14.04.1964 12:00,0.0,0.256
14.04.1964 12:00,5.0,0.256
14.04.1964 12:00,10.0,0.256
14.04.1964 12:00,20.0,0.265
14.04.1964 12:00,30.0,0.265
14.04.1964 12:00,50.0,0.256
14.04.1964 12:00,100.0,0.279
14.04.1964 12:00,250.0,0.279
12.05.1964 12:00,0.0,0.265
12.05.1964 12:00,5.0,0.27
12.05.1964 12:00,10.0,0.27
12.05.1964 12:00,20.0,0.265
12.05.1964 12:00,30.0,0.27
12.05.1964 12:00,50.0,0.27
12.05.1964 12:00,100.0,0.274
12.05.1964 12:00,250.0,0.283
19.05.1964 12:00,0.0,0.243
19.05.1964 12:00,5.0,0.252
19.05.1964 12:00,10.0,0.247
19.05.1964 12:00,20.0,0.252
19.05.1964 12:00,30.0,0.259
19.05.1964 12:00,50.0,0.252
19.05.1964 12:00,100.0,0.256
19.05.1964 12:00,150.0,0.263
19.05.1964 12:00,200.0,0.263
19.05.1964 12:00,250.0,0.265
02.06.1964 12:00,0.0,0.261
02.06.1964 12:00,5.0,0.27
02.06.1964 12:00,10.0,0.274
02.06.1964 12:00,20.0,0.292
02.06.1964 12:00,30.0,0.292
02.06.1964 12:00,50.0,0.301
02.06.1964 12:00,100.0,0.31
02.06.1964 12:00,250.0,0.31
07.07.1964 12:00,0.0,0.247
07.07.1964 12:00,5.0,0.247
07.07.1964 12:00,10.0,0.234
07.07.1964 12:00,20.0,0.265
07.07.1964 12:00,30.0,0.27
07.07.1964 12:00,50.0,0.27
07.07.1964 12:00,100.0,0.27
07.07.1964 12:00,250.0,0.283
11.08.1964 12:00,0.0,0.234
11.08.1964 12:00,5.0,0.234
11.08.1964 12:00,10.0,0.234
11.08.1964 12:00,20.0,0.261
11.08.1964 12:00,30.0,0.261
11.08.1964 12:00,50.0,0.261
11.08.1964 12:00,100.0,0.265
11.08.1964 12:00,250.0,0.27
08.09.1964 12:00,0.0,0.218
08.09.1964 12:00,5.0,0.221
08.09.1964 12:00,10.0,0.218
08.09.1964 12:00,20.0,0.252
08.09.1964 12:00,30.0,0.259
08.09.1964 12:00,50.0,0.259
08.09.1964 12:00,100.0,0.259
08.09.1964 12:00,250.0,0.265
06.10.1964 12:00,0.0,0.212
06.10.1964 12:00,5.0,0.212
06.10.1964 12:00,10.0,0.212
06.10.1964 12:00,20.0,0.23
06.10.1964 12:00,30.0,0.234
06.10.1964 12:00,50.0,0.245
06.10.1964 12:00,100.0,0.245
06.10.1964 12:00,250.0,0.259
12.11.1964 12:00,0.0,0.256
12.11.1964 12:00,5.0,0.261
12.11.1964 12:00,10.0,0.261
12.11.1964 12:00,20.0,0.261
12.11.1964 12:00,30.0,0.265
12.11.1964 12:00,50.0,0.279
12.11.1964 12:00,100.0,0.279
12.11.1964 12:00,250.0,0.292
08.12.1964 12:00,0.0,0.247
08.12.1964 12:00,5.0,0.252
08.12.1964 12:00,10.0,0.256
08.12.1964 12:00,20.0,0.256
08.12.1964 12:00,30.0,0.261
08.12.1964 12:00,50.0,0.261
08.12.1964 12:00,100.0,0.261
08.12.1964 12:00,250.0,0.265
12.01.1965 12:00,0.0,0.265
12.01.1965 12:00,5.0,0.27
12.01.1965 12:00,10.0,0.27
12.01.1965 12:00,20.0,0.27
12.01.1965 12:00,30.0,0.274
12.01.1965 12:00,50.0,0.274
12.01.1965 12:00,100.0,0.274
12.01.1965 12:00,250.0,0.274
09.02.1965 12:00,0.0,0.243
09.02.1965 12:00,5.0,0.256
09.02.1965 12:00,10.0,0.261
09.02.1965 12:00,20.0,0.261
09.02.1965 12:00,30.0,0.261
09.02.1965 12:00,50.0,0.252
09.02.1965 12:00,100.0,0.252
09.02.1965 12:00,250.0,0.265
16.03.1965 12:00,0.0,0.256
16.03.1965 12:00,5.0,0.256
16.03.1965 12:00,10.0,0.256
16.03.1965 12:00,20.0,0.261
16.03.1965 12:00,30.0,0.261
16.03.1965 12:00,50.0,0.261
16.03.1965 12:00,100.0,0.261
16.03.1965 12:00,250.0,0.27
