date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen concentration [mg/L]
27.10.1959 11:00,8.8
26.01.1960 10:15,9.2
26.04.1960 09:45,9.5
16.08.1960 09:50,8.7
25.10.1960 12:00,8.4
31.01.1961 09:40,8.0
09.10.1962 10:35,8.4
02.03.1994 12:00,9.3
24.10.1994 12:00,9.2
22.02.1995 12:00,9.4
02.10.1995 12:00,9.1
23.01.1996 12:00,9.7
27.02.1996 12:00,10.3
29.04.1996 12:00,10.3
20.05.1996 12:00,10.0
17.06.1996 12:00,10.3
15.07.1996 12:00,10.3
12.08.1996 12:00,9.9
11.09.1996 12:00,9.9
07.10.1996 12:00,9.8
12.11.1996 12:00,9.5
10.12.1996 12:00,9.5
20.01.1997 12:00,9.3
24.02.1997 12:00,10.5
17.03.1997 12:00,9.9
14.04.1997 12:00,10.1
12.05.1997 12:00,10.0
09.06.1997 12:00,9.9
07.07.1997 12:00,9.8
05.08.1997 12:00,9.7
08.09.1997 12:00,9.5
06.10.1997 12:00,9.4
10.11.1997 12:00,9.4
08.12.1997 12:00,9.3
19.01.1998 12:00,9.5
23.02.1998 12:00,9.9
23.03.1998 12:00,9.9
20.04.1998 12:00,9.6
18.05.1998 12:00,9.6
15.06.1998 12:00,9.7
13.07.1998 12:00,9.5
10.08.1998 12:00,9.4
17.09.1998 12:00,9.4
12.10.1998 12:00,9.4
09.11.1998 12:00,9.3
07.12.1998 12:00,9.4
18.01.1999 12:00,9.5
25.02.1999 12:00,10.5
22.03.1999 12:00,10.7
19.04.1999 12:00,10.6
25.05.1999 12:00,10.6
14.06.1999 12:00,10.5
19.07.1999 12:00,10.3
16.08.1999 12:00,10.3
16.09.1999 12:00,10.0
11.10.1999 12:00,9.9
08.11.1999 12:00,9.8
13.12.1999 12:00,10.0
17.01.2000 12:00,10.1
24.02.2000 12:00,10.4
20.03.2000 12:00,10.7
17.04.2000 12:00,10.6
15.05.2000 12:00,10.5
19.06.2000 12:00,10.5
20.07.2000 12:00,10.4
14.08.2000 12:00,10.4
11.09.2000 12:00,10.3
12.10.2000 12:00,10.1
09.11.2000 12:00,10.0
04.12.2000 12:00,9.8
15.01.2001 12:00,9.8
19.02.2001 12:00,9.9
23.04.2001 12:00,9.9
28.05.2001 12:00,9.8
25.06.2001 12:00,9.9
23.07.2001 12:00,9.7
20.08.2001 12:00,9.7
17.09.2001 12:00,9.5
15.10.2001 12:00,9.4
19.11.2001 12:00,9.2
17.12.2001 12:00,9.2
14.01.2002 12:00,9.6
11.02.2002 12:00,9.6
