date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
27.10.1959 11:00,4.9
26.01.1960 10:15,5.6
26.04.1960 09:45,4.4
16.08.1960 09:50,4.8
25.10.1960 12:00,4.8
31.01.1961 09:40,4.8
09.10.1962 10:35,5.0
02.03.1994 12:00,5.13
24.10.1994 12:00,5.21
22.02.1995 12:00,5.23
02.10.1995 12:00,5.35
23.01.1996 12:00,5.37
27.02.1996 12:00,5.33
29.04.1996 12:00,5.25
20.05.1996 12:00,5.26
17.06.1996 12:00,5.3
15.07.1996 12:00,5.29
12.08.1996 12:00,5.29
11.09.1996 12:00,5.29
07.10.1996 12:00,5.3
12.11.1996 12:00,5.3
10.12.1996 12:00,5.3
20.01.1997 12:00,5.31
24.02.1997 12:00,5.21
17.03.1997 12:00,5.25
14.04.1997 12:00,5.25
12.05.1997 12:00,5.25
09.06.1997 12:00,5.27
07.07.1997 12:00,5.32
05.08.1997 12:00,5.31
08.09.1997 12:00,5.36
06.10.1997 12:00,5.35
10.11.1997 12:00,5.34
08.12.1997 12:00,5.35
19.01.1998 12:00,5.35
23.02.1998 12:00,5.36
23.03.1998 12:00,5.35
20.04.1998 12:00,5.35
18.05.1998 12:00,5.36
15.06.1998 12:00,5.36
13.07.1998 12:00,5.37
10.08.1998 12:00,5.37
17.09.1998 12:00,5.38
12.10.1998 12:00,5.38
09.11.1998 12:00,5.39
07.12.1998 12:00,5.4
18.01.1999 12:00,5.4
25.02.1999 12:00,4.78
22.03.1999 12:00,4.91
19.04.1999 12:00,4.94
25.05.1999 12:00,5.02
14.06.1999 12:00,5.06
19.07.1999 12:00,5.1
16.08.1999 12:00,5.11
16.09.1999 12:00,5.11
11.10.1999 12:00,5.13
08.11.1999 12:00,5.13
13.12.1999 12:00,5.16
17.01.2000 12:00,5.18
24.02.2000 12:00,5.16
20.03.2000 12:00,5.14
17.04.2000 12:00,5.15
15.05.2000 12:00,5.16
19.06.2000 12:00,5.24
20.07.2000 12:00,5.21
14.08.2000 12:00,5.19
11.09.2000 12:00,5.2
12.10.2000 12:00,5.21
09.11.2000 12:00,5.21
04.12.2000 12:00,5.22
15.01.2001 12:00,5.23
19.02.2001 12:00,5.23
23.04.2001 12:00,5.25
28.05.2001 12:00,5.26
25.06.2001 12:00,5.27
23.07.2001 12:00,5.28
20.08.2001 12:00,5.29
17.09.2001 12:00,5.3
15.10.2001 12:00,5.31
19.11.2001 12:00,5.32
17.12.2001 12:00,5.33
14.01.2002 12:00,5.34
11.02.2002 12:00,5.34
18.03.2002 12:00,5.34
15.04.2002 12:00,5.36
14.05.2002 12:00,5.36
21.06.2002 12:00,5.37
26.07.2002 12:00,5.38
23.08.2002 12:00,5.38
20.09.2002 12:00,5.43
14.10.2002 12:00,5.43
18.11.2002 12:00,5.43
16.12.2002 12:00,5.44
20.01.2003 12:00,5.45
17.02.2003 12:00,5.45
17.03.2003 12:00,5.3
14.04.2003 12:00,5.33
12.05.2003 12:00,5.33
10.06.2003 12:00,5.35
07.07.2003 12:00,5.35
11.08.2003 12:00,5.36
08.09.2003 12:00,5.36
13.10.2003 12:00,5.38
10.11.2003 12:00,5.38
08.12.2003 12:00,5.39
12.01.2004 12:00,5.39
16.02.2004 12:00,5.42
15.03.2004 12:00,5.2
13.04.2004 12:00,5.26
10.05.2004 12:00,5.27
07.06.2004 12:00,5.3
05.07.2004 12:00,5.28
09.08.2004 12:00,5.29
06.09.2004 12:00,5.3
11.10.2004 12:00,5.3
08.11.2004 12:00,5.31
06.12.2004 12:00,5.31
10.01.2005 12:00,5.32
14.02.2005 12:00,5.33
14.03.2005 12:00,4.83
11.04.2005 12:00,4.87
17.05.2005 12:00,4.89
13.06.2005 12:00,4.9
11.07.2005 12:00,4.95
08.08.2005 12:00,4.96
12.09.2005 12:00,5.37
10.10.2005 12:00,5.41
07.11.2005 12:00,5.42
05.12.2005 12:00,5.43
09.01.2006 12:00,5.45
20.02.2006 12:00,4.95
20.03.2006 12:00,4.77
10.04.2006 12:00,4.81
08.05.2006 12:00,4.89
13.06.2006 12:00,4.93
10.07.2006 12:00,4.94
14.08.2006 12:00,4.97
11.09.2006 12:00,4.97
09.10.2006 12:00,4.97
13.11.2006 12:00,4.98
11.12.2006 12:00,4.97
15.01.2007 12:00,4.99
12.02.2007 12:00,4.99
12.03.2007 12:00,4.99
10.04.2007 12:00,5.0
07.05.2007 12:00,5.0
11.06.2007 12:00,5.01
09.07.2007 12:00,5.03
06.08.2007 12:00,5.05
17.09.2007 12:00,5.15
08.10.2007 12:00,5.17
05.11.2007 12:00,5.16
10.12.2007 12:00,5.18
21.01.2008 12:00,5.2
18.02.2008 12:00,5.2
17.03.2008 12:00,5.22
14.04.2008 12:00,5.25
19.05.2008 12:00,5.27
09.06.2008 12:00,5.28
07.07.2008 12:00,5.29
04.08.2008 12:00,5.3
08.09.2008 12:00,5.32
13.10.2008 12:00,5.32
10.11.2008 12:00,5.33
08.12.2008 12:00,5.34
19.01.2009 12:00,5.35
16.02.2009 12:00,5.31
