date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
27.10.1959 11:00,12.9
26.01.1960 10:15,5.3
26.04.1960 09:45,9.3
16.08.1960 09:50,15.6
25.10.1960 12:00,10.5
31.01.1961 09:40,4.6
09.10.1962 10:35,15.0
02.03.1994 12:00,5.11
24.10.1994 12:00,12.59
22.02.1995 12:00,5.64
02.10.1995 12:00,13.0
23.01.1996 12:00,5.78
27.02.1996 12:00,5.19
29.04.1996 12:00,10.8
20.05.1996 12:00,11.71
17.06.1996 12:00,18.38
15.07.1996 12:00,17.96
12.08.1996 12:00,18.38
11.09.1996 12:00,15.7
07.10.1996 12:00,13.37
12.11.1996 12:00,10.58
10.12.1996 12:00,7.35
20.01.1997 12:00,5.31
24.02.1997 12:00,5.36
17.03.1997 12:00,6.94
14.04.1997 12:00,8.93
12.05.1997 12:00,10.4
09.06.1997 12:00,16.12
07.07.1997 12:00,14.82
05.08.1997 12:00,17.94
08.09.1997 12:00,17.95
06.10.1997 12:00,15.94
10.11.1997 12:00,10.71
08.12.1997 12:00,8.0
19.01.1998 12:00,6.03
23.02.1998 12:00,5.56
23.03.1998 12:00,6.34
20.04.1998 12:00,7.36
18.05.1998 12:00,15.16
15.06.1998 12:00,15.04
13.07.1998 12:00,18.02
10.08.1998 12:00,21.28
17.09.1998 12:00,14.38
12.10.1998 12:00,12.99
09.11.1998 12:00,10.02
07.12.1998 12:00,6.88
18.01.1999 12:00,5.36
25.02.1999 12:00,4.83
22.03.1999 12:00,5.73
19.04.1999 12:00,6.72
25.05.1999 12:00,11.42
14.06.1999 12:00,13.48
19.07.1999 12:00,17.84
16.08.1999 12:00,17.13
16.09.1999 12:00,18.14
11.10.1999 12:00,13.7
08.11.1999 12:00,11.29
13.12.1999 12:00,7.19
17.01.2000 12:00,5.44
24.02.2000 12:00,5.12
20.03.2000 12:00,5.92
17.04.2000 12:00,7.37
15.05.2000 12:00,13.34
19.06.2000 12:00,17.92
20.07.2000 12:00,15.68
14.08.2000 12:00,18.5
11.09.2000 12:00,17.49
12.10.2000 12:00,13.59
09.11.2000 12:00,11.08
04.12.2000 12:00,8.93
15.01.2001 12:00,6.4
19.02.2001 12:00,5.72
22.03.2001 12:00,6.42
23.04.2001 12:00,7.0
28.05.2001 12:00,15.5
25.06.2001 12:00,17.4
23.07.2001 12:00,17.62
20.08.2001 12:00,18.27
17.09.2001 12:00,14.01
15.10.2001 12:00,14.2
19.11.2001 12:00,9.93
17.12.2001 12:00,7.24
14.01.2002 12:00,5.46
11.02.2002 12:00,5.36
