date,mean summer Secchi depth
1972,4.59
1973,4.41
1974,4.25
1975,4.37
1976,4.53
1977,4.27
1978,3.59
1979,3.59
1980,4.66
1981,3.56
1982,2.28
1983,4.19
1984,3.46
1985,4.8
1986,3.77
1987,3.1
1988,3.04
1989,4.33
1990,4.31
1991,4.1
1992,4.41
1993,3.0
1994,4.18
1995,3.75
1996,3.29
1997,3.29
1998,3.84
1999,4.86
2000,2.83
2001,6.65
2002,3.4
2003,4.53
2004,3.79
2005,3.45
