date,mean summer surface temperature
1972,16.9
1973,20.38
1974,17.96
1975,19.26
1976,20.96
1977,19.78
1978,15.09
1979,18.21
1980,15.36
1981,19.35
1982,18.37
1983,19.06
1984,17.61
1985,17.36
1986,20.15
1987,16.27
1988,18.61
1989,20.41
1990,18.25
1991,16.94
1992,20.46
1993,20.44
1994,23.64
1995,19.47
1996,18.16
1997,16.05
1998,19.75
1999,19.5
2000,19.01
2001,19.75
2002,20.55
2003,22.49
2004,19.66
2005,20.41
