date,mean winter epilimnion 5-10 m oxygen concentration
1972,9.06
1973,9.98
1974,10.6
1975,10.86
1976,10.73
1977,10.47
1978,11.38
1979,11.06
1980,11.04
1981,10.8
1982,11.32
1983,10.25
1984,10.77
1985,9.98
1986,10.32
1987,10.48
1988,10.06
1989,10.26
1990,9.93
1991,10.34
1992,10.66
1993,10.61
1994,11.33
1995,10.71
1996,10.52
1997,10.93
1998,10.42
1999,11.06
2000,11.1
2001,10.5
2002,11.14
2003,10.56
2004,10.38
2005,10.45
