date,mean winter bottom temperature
1972,4.12
1973,3.81
1974,4.35
1975,4.24
1976,4.37
1977,3.86
1978,4.55
1979,3.67
1980,4.1
1981,3.49
1982,3.81
1983,4.84
1984,4.29
1985,3.81
1986,4.23
1987,4.64
1988,5.44
1989,4.79
1990,4.53
1991,4.77
1992,4.17
1993,4.95
1994,5.0
1995,4.79
1996,4.66
1997,4.16
1998,5.01
1999,4.25
2000,4.53
2001,5.57
2002,4.06
2003,5.38
2004,3.99
2005,4.6
