date,mean winter epilimnion 0-5 m oxygen concentration
1972,9.06
1973,10.5
1974,10.65
1975,10.96
1976,10.85
1977,10.63
1978,11.43
1979,11.22
1980,11.17
1981,11.2
1982,11.47
1983,10.35
1984,10.84
1985,10.14
1986,10.39
1987,10.83
1988,10.03
1989,10.48
1990,9.95
1991,10.45
1992,10.76
1993,10.62
1994,11.44
1995,10.7
1996,10.49
1997,10.93
1998,10.45
1999,11.17
2000,11.15
2001,10.59
2002,11.22
2003,10.62
2004,10.44
2005,10.78
