date,mean summer epilimnion 0-5 m oxygen concentration
1972,11.94
1973,11.61
1974,11.48
1975,11.51
1976,10.79
1977,10.69
1978,10.6
1979,12.09
1980,11.26
1981,11.59
1982,11.37
1983,10.52
1984,10.87
1985,10.37
1986,11.29
1987,10.2
1988,10.6
1989,10.12
1990,10.47
1991,9.73
1992,10.31
1993,10.92
1994,10.69
1995,11.2
1996,10.4
1997,10.47
1998,10.54
1999,10.64
2000,10.09
2001,11.59
2002,11.65
2003,9.87
2004,11.23
2005,10.45
