date,mean annual hypolimnetic density
1972,1000.0904
1973,1000.1101
1974,1000.1297
1975,1000.0977
1976,1000.1317
1977,1000.0614
1978,1000.079
1979,1000.1016
1980,1000.09
1981,1000.1114
1982,1000.097
1983,1000.0932
1984,1000.1228
1985,1000.0923
1986,1000.1135
1987,1000.0982
1988,1000.1026
1989,1000.1083
1990,1000.1067
1991,1000.1401
1992,1000.0928
1993,1000.1147
1994,1000.0732
1995,1000.0855
1996,1000.1184
1997,1000.085
1998,1000.1098
1999,1000.1101
2000,1000.1009
2004,1000.1307
2005,1000.1449
