date,mean annual bottom density
1972,1000.1048
1973,1000.1354
1974,1000.1591
1975,1000.1543
1976,1000.15
1977,1000.1131
1978,1000.1381
1979,1000.1438
1980,1000.1384
1981,1000.1513
1982,1000.1492
1983,1000.1309
1984,1000.1595
1985,1000.1302
1986,1000.1491
1987,1000.1527
1988,1000.1415
1989,1000.1285
1990,1000.1265
1991,1000.1628
1992,1000.1287
1993,1000.1397
1994,1000.1122
1995,1000.1371
1996,1000.1469
1997,1000.1292
1998,1000.1319
1999,1000.1617
2000,1000.1534
2004,1000.1499
2005,1000.165
