date,mean summer epilimnion 0-10 m oxygen concentration
1972,11.65
1973,10.75
1974,10.81
1975,10.97
1976,10.14
1977,10.13
1978,10.32
1979,11.3
1980,10.84
1981,10.78
1982,10.96
1983,9.81
1984,10.2
1985,10.11
1986,10.72
1987,10.0
1988,10.35
1989,9.64
1990,10.13
1991,9.51
1992,10.17
1993,10.2
1994,10.53
1995,10.98
1996,9.99
1997,10.05
1998,10.25
1999,10.2
2000,9.7
2001,12.0
2002,11.4
2003,10.11
2004,11.01
2005,10.44
