date,mean summer epilimnion 5-10 m oxygen concentration
1972,11.09
1973,9.03
1974,9.49
1975,9.89
1976,8.86
1977,9.01
1978,9.76
1979,9.72
1980,10.02
1981,9.17
1982,10.15
1983,8.4
1984,8.86
1985,9.6
1986,9.56
1987,9.61
1988,9.85
1989,8.69
1990,9.46
1991,9.09
1992,9.89
1993,8.75
1994,10.2
1995,10.53
1996,9.17
1997,9.21
1998,9.67
1999,9.33
2000,8.94
2001,12.48
2002,11.12
2003,10.25
2004,10.76
2005,10.43
