date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
21.01.1988 12:00,10.5
29.02.1988 12:00,10.7
30.03.1988 12:00,11.1
28.04.1988 12:00,13.0
08.06.1988 12:00,11.3
21.07.1988 12:00,10.6
13.10.1988 12:00,9.5
15.11.1988 12:00,10.1
20.12.1988 12:00,10.8
25.01.1989 12:00,10.3
15.02.1989 12:00,10.6
22.03.1989 12:00,12.5
19.04.1989 12:00,11.9
17.05.1989 12:00,11.5
21.06.1989 12:00,9.9
19.07.1989 12:00,10.2
23.08.1989 12:00,9.9
20.09.1989 12:00,10.2
23.10.1989 12:00,9.7
22.11.1989 12:00,9.4
18.12.1989 12:00,9.5
23.01.1990 12:00,10.5
26.02.1990 12:00,11.3
19.03.1990 12:00,12.2
17.04.1990 12:00,11.3
14.05.1990 12:00,10.6
19.06.1990 12:00,10.3
17.07.1990 12:00,9.9
23.08.1990 12:00,9.2
26.09.1990 12:00,9.4
16.10.1990 12:00,9.5
19.12.1990 12:00,9.7
29.01.1991 12:00,9.2
26.02.1991 12:00,8.2
25.03.1991 12:00,9.1
15.04.1991 12:00,12.0
20.05.1991 12:00,11.4
11.06.1991 12:00,11.0
16.07.1991 12:00,10.2
03.09.1991 12:00,10.4
23.09.1991 12:00,9.1
21.10.1991 12:00,9.8
19.11.1991 12:00,10.2
21.01.1992 12:00,10.1
18.02.1992 12:00,10.2
17.03.1992 12:00,10.8
14.04.1992 12:00,11.9
19.05.1992 12:00,11.6
15.06.1992 12:00,10.5
07.07.1992 12:00,10.8
04.08.1992 12:00,9.4
08.09.1992 12:00,10.0
07.10.1992 12:00,9.7
10.11.1992 12:00,10.6
01.12.1992 12:00,10.1
27.01.1993 12:00,10.6
24.02.1993 12:00,10.0
23.03.1993 12:00,12.5
27.04.1993 12:00,11.7
25.05.1993 12:00,11.9
22.06.1993 12:00,11.1
20.07.1993 12:00,10.4
10.08.1993 12:00,9.7
14.09.1993 12:00,10.1
12.10.1993 12:00,9.6
01.11.1993 12:00,10.8
01.12.1993 12:00,11.1
11.01.1994 12:00,10.6
08.02.1994 12:00,11.0
08.03.1994 12:00,10.6
06.04.1994 12:00,11.5
03.05.1994 12:00,11.9
31.05.1994 12:00,13.0
28.06.1994 12:00,10.8
26.07.1994 12:00,12.2
30.08.1994 12:00,10.7
27.09.1994 12:00,10.4
25.10.1994 12:00,10.4
22.11.1994 12:00,11.0
07.03.1995 12:00,11.5
07.06.1995 12:00,11.6
11.09.1995 12:00,10.3
11.12.1995 12:00,10.6
12.03.1996 12:00,10.6
23.04.1996 12:00,12.8
27.05.1996 12:00,10.9
17.06.1996 12:00,10.1
15.07.1996 12:00,10.6
12.08.1996 12:00,9.9
16.09.1996 12:00,10.3
14.10.1996 12:00,10.5
20.11.1996 12:00,10.0
09.12.1996 12:00,10.8
14.01.1997 12:00,10.4
12.02.1997 12:00,11.9
10.03.1997 12:00,12.2
08.04.1997 12:00,12.0
21.05.1997 12:00,11.0
10.06.1997 12:00,10.0
15.07.1997 12:00,11.6
11.08.1997 12:00,10.8
10.09.1997 12:00,10.5
07.10.1997 12:00,11.1
04.11.1997 12:00,10.0
10.12.1997 12:00,10.0
19.01.1998 12:00,10.4
16.02.1998 12:00,10.4
09.03.1998 12:00,11.1
06.04.1998 12:00,11.6
04.05.1998 12:00,11.1
09.06.1998 12:00,10.9
06.07.1998 12:00,9.8
03.08.1998 12:00,9.3
07.09.1998 12:00,9.7
07.10.1998 12:00,9.2
10.11.1998 12:00,9.8
01.12.1998 12:00,11.3
12.01.1999 12:00,9.3
15.02.1999 12:00,7.5
01.03.1999 12:00,8.6
15.03.1999 12:00,10.9
29.03.1999 12:00,11.8
12.04.1999 12:00,12.4
03.05.1999 12:00,12.3
07.06.1999 12:00,10.7
07.07.1999 12:00,10.7
02.08.1999 12:00,10.6
06.09.1999 12:00,9.8
04.10.1999 12:00,10.6
08.11.1999 12:00,9.9
29.11.1999 12:00,10.0
10.01.2000 12:00,11.0
14.02.2000 12:00,9.9
14.03.2000 12:00,12.1
10.04.2000 12:00,12.6
09.05.2000 12:00,12.2
05.06.2000 12:00,11.8
03.07.2000 12:00,9.4
31.07.2000 12:00,10.3
04.09.2000 12:00,9.4
25.10.2000 12:00,9.6
13.11.2000 12:00,9.2
04.12.2000 12:00,9.8
16.01.2001 12:00,10.1
13.02.2001 12:00,9.7
20.03.2001 12:00,11.7
10.04.2001 12:00,11.2
22.05.2001 12:00,10.8
20.06.2001 12:00,10.7
17.07.2001 12:00,10.9
06.08.2001 12:00,10.2
04.09.2001 12:00,9.8
27.09.2001 12:00,9.1
06.11.2001 12:00,10.3
01.12.2001 12:00,9.6
14.01.2002 12:00,9.7
12.02.2002 12:00,9.9
18.03.2002 12:00,11.9
16.04.2002 12:00,11.6
21.05.2002 12:00,11.8
18.06.2002 12:00,8.9
16.07.2002 12:00,9.5
06.08.2002 12:00,9.3
04.09.2002 12:00,9.2
01.10.2002 12:00,9.7
05.11.2002 12:00,9.6
04.12.2002 12:00,9.8
14.01.2003 12:00,10.2
11.02.2003 12:00,9.9
17.03.2003 12:00,11.9
15.04.2003 12:00,11.9
20.05.2003 12:00,10.6
09.06.2003 12:00,11.4
15.07.2003 12:00,10.0
05.08.2003 12:00,9.8
02.09.2003 12:00,9.4
02.10.2003 12:00,9.2
04.11.2003 12:00,9.4
09.12.2003 12:00,10.3
12.01.2004 12:00,10.1
10.02.2004 12:00,9.5
01.03.2004 12:00,8.9
15.03.2004 12:00,9.9
10.04.2004 12:00,13.7
10.05.2004 12:00,12.1
07.06.2004 12:00,10.2
05.07.2004 12:00,9.6
02.08.2004 12:00,8.8
05.10.2004 12:00,10.2
25.10.2004 12:00,9.7
29.11.2004 12:00,9.8
10.01.2005 12:00,10.0
07.02.2005 12:00,9.4
14.03.2005 12:00,9.6
11.04.2005 12:00,11.1
09.05.2005 12:00,10.8
06.06.2005 12:00,10.5
04.07.2005 12:00,9.3
01.08.2005 12:00,9.6
29.08.2005 12:00,10.4
27.09.2005 12:00,9.3
24.10.2005 12:00,9.4
28.11.2005 12:00,9.3
10.01.2006 12:00,10.0
06.02.2006 12:00,9.6
22.02.2006 12:00,9.5
13.03.2006 12:00,9.7
12.04.2006 12:00,11.0
09.05.2006 12:00,12.1
05.06.2006 12:00,10.7
03.07.2006 12:00,9.6
31.07.2006 12:00,9.2
28.08.2006 12:00,9.4
26.09.2006 12:00,9.1
23.10.2006 12:00,9.4
27.11.2006 12:00,9.7
15.01.2007 12:00,10.6
05.02.2007 12:00,10.5
12.03.2007 12:00,11.3
10.04.2007 12:00,11.0
09.05.2007 12:00,10.3
04.06.2007 12:00,9.8
03.07.2007 12:00,9.2
31.07.2007 12:00,9.5
27.08.2007 12:00,9.6
25.09.2007 12:00,9.7
29.10.2007 12:00,9.7
27.11.2007 12:00,9.7
14.01.2008 12:00,10.0
25.02.2008 12:00,10.8
10.03.2008 12:00,11.1
08.04.2008 12:00,11.1
05.05.2008 12:00,11.8
03.06.2008 12:00,11.2
30.06.2008 12:00,9.9
28.07.2008 12:00,10.6
25.08.2008 12:00,9.1
23.09.2008 12:00,9.5
27.10.2008 12:00,10.0
03.12.2008 12:00,9.9
19.01.2009 12:00,10.6
16.02.2009 12:00,10.0
16.03.2009 12:00,10.8
20.04.2009 12:00,11.8
18.05.2009 12:00,11.3
15.06.2009 12:00,11.2
13.07.2009 12:00,10.0
10.08.2009 12:00,10.1
31.08.2009 12:00,9.3
22.09.2009 12:00,9.7
26.10.2009 12:00,9.9
02.12.2009 12:00,10.1
19.01.2010 12:00,10.2
15.02.2010 12:00,10.0
16.03.2010 12:00,10.3
19.04.2010 12:00,12.4
17.05.2010 12:00,11.4
15.06.2010 12:00,11.2
12.07.2010 12:00,9.2
09.08.2010 12:00,10.5
01.09.2010 12:00,10.0
15.09.2010 12:00,10.2
25.10.2010 12:00,9.6
29.11.2010 12:00,10.6
14.02.2011 12:00,10.7
14.03.2011 12:00,11.6
18.04.2011 12:00,12.3
17.05.2011 12:00,10.6
13.06.2011 12:00,11.2
11.07.2011 12:00,10.8
08.08.2011 12:00,9.8
29.08.2011 12:00,9.3
19.09.2011 12:00,9.5
24.10.2011 12:00,9.4
28.11.2011 12:00,10.9
16.01.2012 12:00,10.1
13.02.2012 12:00,9.6
12.03.2012 12:00,11.4
16.04.2012 12:00,11.5
14.05.2012 12:00,11.3
11.06.2012 12:00,10.7
16.07.2012 12:00,9.7
06.08.2012 12:00,9.9
27.08.2012 12:00,9.0
24.09.2012 12:00,9.6
23.10.2012 12:00,9.3
26.11.2012 12:00,10.1
14.01.2013 12:00,10.1
11.02.2013 12:00,10.0
11.03.2013 12:00,11.8
16.04.2013 12:00,14.1
13.05.2013 12:00,11.8
10.06.2013 12:00,10.8
16.07.2013 12:00,9.8
12.08.2013 12:00,9.2
16.09.2013 12:00,9.2
21.10.2013 12:00,9.3
27.11.2013 12:00,10.2
16.12.2013 12:00,10.5
20.01.2014 12:00,10.3
10.02.2014 12:00,10.8
10.03.2014 12:00,11.7
08.04.2014 12:00,12.6
12.05.2014 12:00,11.0
16.06.2014 12:00,11.1
07.07.2014 12:00,12.1
04.08.2014 12:00,9.3
25.08.2014 12:00,10.3
15.09.2014 12:00,10.7
20.10.2014 12:00,10.0
01.12.2014 12:00,10.4
19.01.2015 12:00,10.8
09.02.2015 12:00,9.9
09.03.2015 12:00,10.5
14.04.2015 12:00,14.1
12.05.2015 12:00,10.5
