date,depth,density [kg m-3]
21.01.1988 12:00,0.0,999.944
21.01.1988 12:00,5.0,999.948
21.01.1988 12:00,10.0,999.949
21.01.1988 12:00,20.0,999.95
21.01.1988 12:00,30.0,999.95
21.01.1988 12:00,50.0,999.95
21.01.1988 12:00,100.0,1000.014
21.01.1988 12:00,150.0,1000.025
21.01.1988 12:00,200.0,1000.026
21.01.1988 12:00,250.0,1000.027
21.01.1988 12:00,300.0,1000.028
21.01.1988 12:00,360.0,1000.029
29.02.1988 12:00,0.0,999.991
29.02.1988 12:00,5.0,999.993
29.02.1988 12:00,10.0,999.995
29.02.1988 12:00,20.0,999.996
29.02.1988 12:00,30.0,999.998
29.02.1988 12:00,50.0,999.998
29.02.1988 12:00,100.0,1000.003
29.02.1988 12:00,150.0,1000.021
29.02.1988 12:00,200.0,1000.027
29.02.1988 12:00,250.0,1000.028
29.02.1988 12:00,300.0,1000.028
29.02.1988 12:00,360.0,1000.028
30.03.1988 12:00,0.0,999.979
30.03.1988 12:00,5.0,999.98
30.03.1988 12:00,10.0,999.98
30.03.1988 12:00,20.0,999.991
30.03.1988 12:00,30.0,999.991
30.03.1988 12:00,50.0,999.999
30.03.1988 12:00,100.0,1000.011
30.03.1988 12:00,150.0,1000.02
30.03.1988 12:00,200.0,1000.026
30.03.1988 12:00,250.0,1000.028
30.03.1988 12:00,300.0,1000.028
30.03.1988 12:00,360.0,1000.028
28.04.1988 12:00,0.0,999.515
28.04.1988 12:00,5.0,999.632
28.04.1988 12:00,10.0,999.815
28.04.1988 12:00,20.0,999.925
28.04.1988 12:00,30.0,999.972
28.04.1988 12:00,50.0,999.995
28.04.1988 12:00,100.0,1000.012
28.04.1988 12:00,150.0,1000.023
28.04.1988 12:00,200.0,1000.026
28.04.1988 12:00,250.0,1000.026
28.04.1988 12:00,300.0,1000.026
28.04.1988 12:00,360.0,1000.028
08.06.1988 12:00,0.0,999.325
08.06.1988 12:00,5.0,999.354
08.06.1988 12:00,10.0,999.557
08.06.1988 12:00,20.0,999.82
08.06.1988 12:00,30.0,999.962
08.06.1988 12:00,50.0,999.993
08.06.1988 12:00,100.0,1000.014
08.06.1988 12:00,150.0,1000.02
08.06.1988 12:00,200.0,1000.023
08.06.1988 12:00,250.0,1000.027
08.06.1988 12:00,300.0,1000.027
08.06.1988 12:00,360.0,1000.026
21.07.1988 12:00,0.0,997.658
21.07.1988 12:00,5.0,998.85
21.07.1988 12:00,10.0,999.372
21.07.1988 12:00,20.0,999.697
21.07.1988 12:00,30.0,999.892
21.07.1988 12:00,50.0,999.988
21.07.1988 12:00,100.0,1000.015
21.07.1988 12:00,150.0,1000.019
21.07.1988 12:00,200.0,1000.023
21.07.1988 12:00,250.0,1000.024
21.07.1988 12:00,300.0,1000.025
21.07.1988 12:00,360.0,1000.026
13.10.1988 12:00,0.0,998.983
13.10.1988 12:00,5.0,998.988
13.10.1988 12:00,10.0,998.987
13.10.1988 12:00,20.0,999.649
13.10.1988 12:00,30.0,999.852
13.10.1988 12:00,50.0,999.981
13.10.1988 12:00,100.0,1000.012
13.10.1988 12:00,150.0,1000.018
13.10.1988 12:00,200.0,1000.024
13.10.1988 12:00,250.0,1000.026
13.10.1988 12:00,300.0,1000.026
13.10.1988 12:00,360.0,1000.027
15.11.1988 12:00,0.0,999.597
15.11.1988 12:00,5.0,999.629
15.11.1988 12:00,10.0,999.64
15.11.1988 12:00,20.0,999.64
15.11.1988 12:00,30.0,999.819
15.11.1988 12:00,50.0,999.972
15.11.1988 12:00,100.0,1000.012
15.11.1988 12:00,150.0,1000.02
15.11.1988 12:00,200.0,1000.021
15.11.1988 12:00,250.0,1000.026
15.11.1988 12:00,300.0,1000.026
15.11.1988 12:00,360.0,1000.026
20.12.1988 12:00,0.0,999.934
20.12.1988 12:00,5.0,999.934
20.12.1988 12:00,10.0,999.934
20.12.1988 12:00,20.0,999.934
20.12.1988 12:00,30.0,999.934
20.12.1988 12:00,50.0,999.934
20.12.1988 12:00,100.0,1000.013
20.12.1988 12:00,150.0,1000.022
20.12.1988 12:00,200.0,1000.025
20.12.1988 12:00,250.0,1000.025
20.12.1988 12:00,300.0,1000.026
20.12.1988 12:00,360.0,1000.027
25.01.1989 12:00,0.0,999.993
25.01.1989 12:00,5.0,999.993
25.01.1989 12:00,10.0,999.993
25.01.1989 12:00,20.0,999.993
25.01.1989 12:00,30.0,999.994
25.01.1989 12:00,50.0,999.995
25.01.1989 12:00,100.0,1000.012
25.01.1989 12:00,150.0,1000.023
25.01.1989 12:00,200.0,1000.024
25.01.1989 12:00,250.0,1000.026
25.01.1989 12:00,300.0,1000.027
25.01.1989 12:00,360.0,1000.027
15.02.1989 12:00,0.0,999.998
15.02.1989 12:00,5.0,999.999
15.02.1989 12:00,10.0,999.999
15.02.1989 12:00,20.0,1000.0
15.02.1989 12:00,30.0,1000.002
15.02.1989 12:00,50.0,1000.003
15.02.1989 12:00,100.0,1000.011
15.02.1989 12:00,150.0,1000.019
15.02.1989 12:00,200.0,1000.025
15.02.1989 12:00,250.0,1000.026
15.02.1989 12:00,300.0,1000.026
