date (yyyy-mm-dd HH:MM:SS),Schmidt stability [J/m2]
21.01.1988 12:00,1.5660238079290139
29.02.1988 12:00,2.5741352971222113
30.03.1988 12:00,6.092230564463534
28.04.1988 12:00,189.8977253457092
08.06.1988 12:00,278.9553835270194
21.07.1988 12:00,745.0514641164586
13.10.1988 12:00,391.9111900786861
15.11.1988 12:00,49.664645815861604
20.12.1988 12:00,-1.7507773009128869e-10
25.01.1989 12:00,0.18697638770663616
15.02.1989 12:00,0.4438434243420488
22.03.1989 12:00,19.357840818721343
19.04.1989 12:00,60.90464688461725
17.05.1989 12:00,250.02396465860966
21.06.1989 12:00,685.46760478752
19.07.1989 12:00,1171.9701680572184
23.08.1989 12:00,1251.0956481952026
20.09.1989 12:00,711.6406841252756
23.10.1989 12:00,302.06389731453964
22.11.1989 12:00,58.48881081899253
18.12.1989 12:00,-9.502058372558622
23.01.1990 12:00,1.1709051879997787
26.02.1990 12:00,16.704951089758197
19.03.1990 12:00,59.51684860713476
17.04.1990 12:00,34.42876774955539
14.05.1990 12:00,392.5919167438201
19.06.1990 12:00,628.7186761528033
17.07.1990 12:00,950.0919197745734
23.08.1990 12:00,1076.0779905536383
26.09.1990 12:00,694.0541139629017
16.10.1990 12:00,519.8456415803867
19.12.1990 12:00,-2.292447982325939
29.01.1991 12:00,-2.914930519182235e-10
26.02.1991 12:00,5.47188429243306
25.03.1991 12:00,4.987803773700762
15.04.1991 12:00,151.41268714094213
20.05.1991 12:00,32.921113977728965
11.06.1991 12:00,423.1120028288942
16.07.1991 12:00,911.9725394111647
03.09.1991 12:00,1067.4892193308042
23.09.1991 12:00,909.1858716574302
21.10.1991 12:00,31.79068842932429
19.11.1991 12:00,4.9021982062354255
21.01.1992 12:00,9.00399754755199e-11
18.02.1992 12:00,0.15063508269622616
17.03.1992 12:00,3.2896600592680443
14.04.1992 12:00,62.09864171413528
19.05.1992 12:00,427.66614610325905
15.06.1992 12:00,491.1073336837917
07.07.1992 12:00,579.5033137760165
04.08.1992 12:00,1230.2883191603737
08.09.1992 12:00,638.5919073971595
07.10.1992 12:00,247.71260527525374
10.11.1992 12:00,60.38240299600011
01.12.1992 12:00,8.213637800190554
27.01.1993 12:00,-0.409012079981494
24.02.1993 12:00,1.6704060450178986
23.03.1993 12:00,72.44656119830779
27.04.1993 12:00,112.17903820210313
