date,depth,salinity [g kg-1]
08.10.1969 12:00,0.0,0.236
08.10.1969 12:00,2.5,0.236
08.10.1969 12:00,5.0,0.236
08.10.1969 12:00,7.5,0.264
08.10.1969 12:00,10.0,0.293
08.10.1969 12:00,15.0,0.291
08.10.1969 12:00,20.0,0.291
08.10.1969 12:00,30.0,0.293
08.10.1969 12:00,40.0,0.304
08.10.1969 12:00,44.0,0.319
01.04.1970 12:00,0.0,0.291
01.04.1970 12:00,2.5,0.29
01.04.1970 12:00,5.0,0.29
01.04.1970 12:00,7.5,0.29
01.04.1970 12:00,10.0,0.29
01.04.1970 12:00,15.0,0.29
01.04.1970 12:00,20.0,0.29
01.04.1970 12:00,30.0,0.29
01.04.1970 12:00,40.0,0.293
01.04.1970 12:00,44.0,0.295
07.07.1970 12:00,0.0,0.237
07.07.1970 12:00,5.0,0.253
07.07.1970 12:00,10.0,0.299
07.07.1970 12:00,20.0,0.295
07.07.1970 12:00,30.0,0.295
07.07.1970 12:00,40.0,0.299
07.07.1970 12:00,44.0,0.299
08.10.1970 12:00,0.0,0.234
08.10.1970 12:00,2.5,0.234
08.10.1970 12:00,5.0,0.234
08.10.1970 12:00,7.5,0.239
08.10.1970 12:00,10.0,0.3
08.10.1970 12:00,15.0,0.296
08.10.1970 12:00,20.0,0.293
08.10.1970 12:00,30.0,0.296
08.10.1970 12:00,40.0,0.303
08.10.1970 12:00,44.0,0.313
29.03.1971 12:00,0.0,0.262
29.03.1971 12:00,5.0,0.265
29.03.1971 12:00,10.0,0.265
29.03.1971 12:00,15.0,0.265
29.03.1971 12:00,20.0,0.265
29.03.1971 12:00,30.0,0.272
29.03.1971 12:00,40.0,0.28
29.03.1971 12:00,44.0,0.288
05.07.1971 12:00,0.0,0.219
05.07.1971 12:00,10.0,0.269
05.07.1971 12:00,20.0,0.265
05.07.1971 12:00,30.0,0.272
05.07.1971 12:00,40.0,0.287
05.07.1971 12:00,44.0,0.292
22.03.1972 12:00,0.0,0.244
22.03.1972 12:00,2.5,0.246
22.03.1972 12:00,5.0,0.253
22.03.1972 12:00,7.5,0.255
22.03.1972 12:00,10.0,0.256
22.03.1972 12:00,15.0,0.257
22.03.1972 12:00,20.0,0.26
22.03.1972 12:00,30.0,0.282
22.03.1972 12:00,40.0,0.296
22.03.1972 12:00,44.0,0.296
08.08.1972 12:00,0.0,0.219
08.08.1972 12:00,5.0,0.219
08.08.1972 12:00,10.0,0.272
08.08.1972 12:00,15.0,0.268
08.08.1972 12:00,20.0,0.269
08.08.1972 12:00,30.0,0.276
08.08.1972 12:00,40.0,0.291
08.08.1972 12:00,45.0,0.295
03.10.1972 12:00,0.0,0.233
03.10.1972 12:00,5.0,0.233
03.10.1972 12:00,10.0,0.233
03.10.1972 12:00,15.0,0.269
03.10.1972 12:00,20.0,0.274
03.10.1972 12:00,30.0,0.276
03.10.1972 12:00,40.0,0.287
03.10.1972 12:00,44.0,0.298
26.02.1973 12:00,0.0,0.269
26.02.1973 12:00,5.0,0.269
26.02.1973 12:00,10.0,0.269
26.02.1973 12:00,15.0,0.272
26.02.1973 12:00,20.0,0.269
26.02.1973 12:00,30.0,0.28
26.02.1973 12:00,40.0,0.292
26.02.1973 12:00,45.0,0.296
12.03.1973 12:00,0.0,0.256
12.03.1973 12:00,5.0,0.256
12.03.1973 12:00,10.0,0.256
12.03.1973 12:00,15.0,0.256
12.03.1973 12:00,20.0,0.256
12.03.1973 12:00,30.0,0.256
12.03.1973 12:00,40.0,0.262
12.03.1973 12:00,44.0,0.269
09.04.1973 12:00,0.0,0.274
09.04.1973 12:00,5.0,0.274
09.04.1973 12:00,10.0,0.274
09.04.1973 12:00,15.0,0.273
09.04.1973 12:00,20.0,0.273
09.04.1973 12:00,30.0,0.277
09.04.1973 12:00,40.0,0.292
09.04.1973 12:00,44.0,0.293
07.05.1973 12:00,0.0,0.273
07.05.1973 12:00,2.5,0.268
07.05.1973 12:00,5.0,0.273
07.05.1973 12:00,7.5,0.274
07.05.1973 12:00,10.0,0.273
07.05.1973 12:00,15.0,0.273
07.05.1973 12:00,20.0,0.271
07.05.1973 12:00,30.0,0.275
07.05.1973 12:00,40.0,0.278
07.05.1973 12:00,44.0,0.282
04.06.1973 12:00,0.0,0.265
04.06.1973 12:00,2.5,0.265
04.06.1973 12:00,5.0,0.278
04.06.1973 12:00,7.5,0.279
04.06.1973 12:00,10.0,0.278
04.06.1973 12:00,15.0,0.277
04.06.1973 12:00,20.0,0.277
04.06.1973 12:00,30.0,0.278
04.06.1973 12:00,40.0,0.287
04.06.1973 12:00,44.0,0.288
02.07.1973 12:00,0.0,0.259
02.07.1973 12:00,2.5,0.26
02.07.1973 12:00,5.0,0.262
02.07.1973 12:00,7.5,0.277
02.07.1973 12:00,10.0,0.278
02.07.1973 12:00,15.0,0.276
02.07.1973 12:00,20.0,0.276
02.07.1973 12:00,30.0,0.278
02.07.1973 12:00,40.0,0.288
02.07.1973 12:00,44.0,0.291
30.07.1973 12:00,0.0,0.228
30.07.1973 12:00,2.5,0.234
30.07.1973 12:00,5.0,0.234
30.07.1973 12:00,7.5,0.255
30.07.1973 12:00,10.0,0.28
30.07.1973 12:00,20.0,0.276
30.07.1973 12:00,30.0,0.278
30.07.1973 12:00,40.0,0.291
30.07.1973 12:00,44.0,0.3
27.08.1973 12:00,0.0,0.171
27.08.1973 12:00,2.5,0.171
27.08.1973 12:00,5.0,0.184
27.08.1973 12:00,7.5,0.273
27.08.1973 12:00,10.0,0.279
27.08.1973 12:00,15.0,0.282
27.08.1973 12:00,20.0,0.277
27.08.1973 12:00,30.0,0.282
27.08.1973 12:00,40.0,0.277
27.08.1973 12:00,44.0,0.309
01.10.1973 12:00,0.0,0.194
01.10.1973 12:00,5.0,0.194
01.10.1973 12:00,7.5,0.197
01.10.1973 12:00,10.0,0.269
01.10.1973 12:00,15.0,0.269
01.10.1973 12:00,20.0,0.268
01.10.1973 12:00,40.0,0.287
01.10.1973 12:00,44.0,0.3
22.10.1973 12:00,0.0,0.225
22.10.1973 12:00,5.0,0.228
22.10.1973 12:00,10.0,0.23
22.10.1973 12:00,15.0,0.28
22.10.1973 12:00,20.0,0.28
22.10.1973 12:00,30.0,0.284
22.10.1973 12:00,40.0,0.299
22.10.1973 12:00,44.0,0.304
26.11.1973 12:00,0.0,0.249
26.11.1973 12:00,5.0,0.249
26.11.1973 12:00,10.0,0.248
26.11.1973 12:00,15.0,0.248
26.11.1973 12:00,20.0,0.278
26.11.1973 12:00,30.0,0.283
26.11.1973 12:00,40.0,0.296
26.11.1973 12:00,44.0,0.308
17.12.1973 12:00,0.0,0.265
17.12.1973 12:00,5.0,0.265
17.12.1973 12:00,10.0,0.265
17.12.1973 12:00,15.0,0.265
17.12.1973 12:00,20.0,0.265
17.12.1973 12:00,30.0,0.265
17.12.1973 12:00,40.0,0.296
17.12.1973 12:00,44.0,0.299
14.01.1974 12:00,0.0,0.265
14.01.1974 12:00,5.0,0.263
14.01.1974 12:00,10.0,0.263
14.01.1974 12:00,15.0,0.264
14.01.1974 12:00,20.0,0.264
14.01.1974 12:00,30.0,0.275
14.01.1974 12:00,40.0,0.287
14.01.1974 12:00,44.0,0.288
11.02.1974 12:00,0.0,0.269
11.02.1974 12:00,5.0,0.265
11.02.1974 12:00,10.0,0.265
11.02.1974 12:00,15.0,0.265
11.02.1974 12:00,20.0,0.267
11.02.1974 12:00,30.0,0.272
11.02.1974 12:00,40.0,0.292
11.02.1974 12:00,44.0,0.292
11.03.1974 12:00,0.0,0.273
11.03.1974 12:00,5.0,0.269
11.03.1974 12:00,10.0,0.269
11.03.1974 12:00,15.0,0.269
11.03.1974 12:00,20.0,0.269
11.03.1974 12:00,30.0,0.269
11.03.1974 12:00,40.0,0.282
11.03.1974 12:00,44.0,0.286
08.04.1974 12:00,0.0,0.273
08.04.1974 12:00,2.5,0.273
08.04.1974 12:00,5.0,0.273
08.04.1974 12:00,7.5,0.273
08.04.1974 12:00,10.0,0.273
08.04.1974 12:00,15.0,0.273
08.04.1974 12:00,20.0,0.273
08.04.1974 12:00,30.0,0.273
08.04.1974 12:00,40.0,0.28
08.04.1974 12:00,44.0,0.283
16.07.1974 12:00,0.0,0.186
16.07.1974 12:00,2.5,0.186
16.07.1974 12:00,5.0,0.211
16.07.1974 12:00,7.5,0.264
16.07.1974 12:00,10.0,0.278
16.07.1974 12:00,15.0,0.278
16.07.1974 12:00,20.0,0.278
16.07.1974 12:00,30.0,0.282
16.07.1974 12:00,40.0,0.293
16.07.1974 12:00,44.0,0.3
03.09.1974 12:00,0.0,0.2
03.09.1974 12:00,2.5,0.2
03.09.1974 12:00,5.0,0.2
03.09.1974 12:00,7.5,0.264
03.09.1974 12:00,10.0,0.278
03.09.1974 12:00,15.0,0.28
03.09.1974 12:00,20.0,0.278
03.09.1974 12:00,30.0,0.282
03.09.1974 12:00,40.0,0.3
03.09.1974 12:00,44.0,0.324
25.03.1975 12:00,0.0,0.282
25.03.1975 12:00,5.0,0.287
25.03.1975 12:00,10.0,0.287
25.03.1975 12:00,15.0,0.287
25.03.1975 12:00,20.0,0.287
25.03.1975 12:00,30.0,0.291
25.03.1975 12:00,40.0,0.299
25.03.1975 12:00,43.0,0.3
07.08.1975 12:00,0.0,0.19
07.08.1975 12:00,5.0,0.231
07.08.1975 12:00,10.0,0.283
07.08.1975 12:00,15.0,0.283
07.08.1975 12:00,20.0,0.29
07.08.1975 12:00,30.0,0.294
07.08.1975 12:00,40.0,0.3
07.08.1975 12:00,44.0,0.303
15.09.1975 12:00,0.0,0.238
15.09.1975 12:00,5.0,0.238
15.09.1975 12:00,7.5,0.25
15.09.1975 12:00,10.0,0.296
15.09.1975 12:00,15.0,0.301
15.09.1975 12:00,20.0,0.294
15.09.1975 12:00,30.0,0.299
15.09.1975 12:00,40.0,0.308
15.09.1975 12:00,44.0,0.315
22.03.1976 12:00,0.0,0.29
22.03.1976 12:00,5.0,0.291
22.03.1976 12:00,10.0,0.291
22.03.1976 12:00,15.0,0.291
22.03.1976 12:00,20.0,0.291
22.03.1976 12:00,30.0,0.291
22.03.1976 12:00,40.0,0.291
22.03.1976 12:00,44.0,0.291
19.07.1976 12:00,0.0,0.24
19.07.1976 12:00,1.0,0.239
19.07.1976 12:00,2.5,0.239
19.07.1976 12:00,5.0,0.241
19.07.1976 12:00,10.0,0.294
19.07.1976 12:00,20.0,0.295
19.07.1976 12:00,25.0,0.296
19.07.1976 12:00,35.0,0.299
19.07.1976 12:00,44.0,0.311
16.08.1976 12:00,0.0,0.192
16.08.1976 12:00,1.0,0.194
16.08.1976 12:00,2.5,0.218
16.08.1976 12:00,5.0,0.218
16.08.1976 12:00,10.0,0.287
16.08.1976 12:00,20.0,0.287
16.08.1976 12:00,25.0,0.288
16.08.1976 12:00,35.0,0.293
16.08.1976 12:00,44.0,0.301
13.09.1976 12:00,0.0,0.221
13.09.1976 12:00,20.0,0.291
13.09.1976 12:00,25.0,0.296
13.09.1976 12:00,35.0,0.301
13.09.1976 12:00,44.0,0.311
11.10.1976 12:00,0.0,0.223
11.10.1976 12:00,1.0,0.223
11.10.1976 12:00,2.5,0.223
11.10.1976 12:00,5.0,0.223
11.10.1976 12:00,7.5,0.233
11.10.1976 12:00,10.0,0.287
11.10.1976 12:00,15.0,0.304
11.10.1976 12:00,20.0,0.3
11.10.1976 12:00,25.0,0.3
11.10.1976 12:00,35.0,0.304
11.10.1976 12:00,43.0,0.304
08.11.1976 12:00,0.0,0.247
08.11.1976 12:00,20.0,0.303
08.11.1976 12:00,25.0,0.301
08.11.1976 12:00,35.0,0.311
08.11.1976 12:00,43.0,0.326
06.12.1976 12:00,0.0,0.277
06.12.1976 12:00,20.0,0.315
06.12.1976 12:00,25.0,0.317
06.12.1976 12:00,35.0,0.322
06.12.1976 12:00,43.0,0.341
03.01.1977 12:00,0.0,0.282
03.01.1977 12:00,20.0,0.285
03.01.1977 12:00,25.0,0.307
03.01.1977 12:00,35.0,0.313
03.01.1977 12:00,44.0,0.325
31.01.1977 12:00,0.0,0.278
31.01.1977 12:00,20.0,0.287
31.01.1977 12:00,25.0,0.293
31.01.1977 12:00,35.0,0.309
31.01.1977 12:00,44.0,0.317
07.03.1977 12:00,0.0,0.254
07.03.1977 12:00,1.0,0.254
07.03.1977 12:00,2.5,0.253
07.03.1977 12:00,5.0,0.253
07.03.1977 12:00,7.5,0.252
07.03.1977 12:00,10.0,0.252
07.03.1977 12:00,15.0,0.255
07.03.1977 12:00,20.0,0.256
07.03.1977 12:00,25.0,0.255
07.03.1977 12:00,35.0,0.268
07.03.1977 12:00,44.0,0.272
02.05.1977 12:00,0.0,0.207
02.05.1977 12:00,20.0,0.301
02.05.1977 12:00,25.0,0.301
02.05.1977 12:00,35.0,0.304
02.05.1977 12:00,44.0,0.311
27.06.1977 12:00,0.0,0.275
27.06.1977 12:00,1.0,0.275
27.06.1977 12:00,2.5,0.275
27.06.1977 12:00,5.0,0.287
27.06.1977 12:00,7.5,0.311
27.06.1977 12:00,10.0,0.3
27.06.1977 12:00,20.0,0.295
27.06.1977 12:00,25.0,0.295
27.06.1977 12:00,35.0,0.304
27.06.1977 12:00,44.0,0.309
21.09.1977 12:00,0.0,0.217
21.09.1977 12:00,5.0,0.216
21.09.1977 12:00,10.0,0.303
21.09.1977 12:00,15.0,0.304
21.09.1977 12:00,20.0,0.299
21.09.1977 12:00,30.0,0.303
21.09.1977 12:00,40.0,0.318
21.09.1977 12:00,45.0,0.326
23.01.1978 12:00,0.0,0.256
23.01.1978 12:00,5.0,0.257
23.01.1978 12:00,10.0,0.264
23.01.1978 12:00,15.0,0.264
23.01.1978 12:00,20.0,0.282
23.01.1978 12:00,25.0,0.282
23.01.1978 12:00,30.0,0.282
23.01.1978 12:00,40.0,0.296
23.01.1978 12:00,45.0,0.296
06.02.1978 12:00,0.0,0.264
06.02.1978 12:00,5.0,0.264
06.02.1978 12:00,10.0,0.262
06.02.1978 12:00,15.0,0.263
06.02.1978 12:00,20.0,0.271
06.02.1978 12:00,25.0,0.271
06.02.1978 12:00,30.0,0.273
06.02.1978 12:00,35.0,0.282
06.02.1978 12:00,40.0,0.282
06.03.1978 12:00,0.0,0.257
06.03.1978 12:00,5.0,0.264
06.03.1978 12:00,10.0,0.264
06.03.1978 12:00,15.0,0.265
06.03.1978 12:00,20.0,0.265
06.03.1978 12:00,25.0,0.273
06.03.1978 12:00,30.0,0.273
06.03.1978 12:00,35.0,0.276
06.03.1978 12:00,40.0,0.28
06.03.1978 12:00,45.0,0.29
22.03.1978 12:00,0.0,0.268
22.03.1978 12:00,2.5,0.271
22.03.1978 12:00,5.0,0.273
22.03.1978 12:00,7.5,0.271
22.03.1978 12:00,10.0,0.271
22.03.1978 12:00,15.0,0.271
22.03.1978 12:00,20.0,0.271
22.03.1978 12:00,25.0,0.273
22.03.1978 12:00,30.0,0.273
22.03.1978 12:00,35.0,0.277
22.03.1978 12:00,40.0,0.28
22.03.1978 12:00,44.0,0.278
03.04.1978 12:00,0.0,0.271
03.04.1978 12:00,2.5,0.273
03.04.1978 12:00,5.0,0.273
03.04.1978 12:00,7.5,0.273
03.04.1978 12:00,10.0,0.273
03.04.1978 12:00,15.0,0.273
03.04.1978 12:00,20.0,0.274
03.04.1978 12:00,25.0,0.275
03.04.1978 12:00,30.0,0.275
03.04.1978 12:00,35.0,0.282
03.04.1978 12:00,40.0,0.284
03.04.1978 12:00,45.0,0.29
14.04.1978 12:00,0.0,0.273
14.04.1978 12:00,2.5,0.273
14.04.1978 12:00,5.0,0.273
14.04.1978 12:00,7.5,0.273
14.04.1978 12:00,10.0,0.273
14.04.1978 12:00,15.0,0.273
14.04.1978 12:00,20.0,0.275
14.04.1978 12:00,25.0,0.274
14.04.1978 12:00,30.0,0.274
14.04.1978 12:00,35.0,0.276
14.04.1978 12:00,40.0,0.282
14.04.1978 12:00,45.0,0.282
24.04.1978 12:00,0.0,0.273
24.04.1978 12:00,2.5,0.273
24.04.1978 12:00,5.0,0.273
24.04.1978 12:00,7.5,0.275
24.04.1978 12:00,10.0,0.276
24.04.1978 12:00,15.0,0.276
24.04.1978 12:00,20.0,0.275
24.04.1978 12:00,25.0,0.275
24.04.1978 12:00,30.0,0.275
24.04.1978 12:00,35.0,0.282
24.04.1978 12:00,40.0,0.282
24.04.1978 12:00,45.0,0.283
12.05.1978 12:00,0.0,0.262
12.05.1978 12:00,2.5,0.264
12.05.1978 12:00,5.0,0.269
12.05.1978 12:00,7.5,0.269
12.05.1978 12:00,10.0,0.269
12.05.1978 12:00,15.0,0.267
12.05.1978 12:00,20.0,0.267
12.05.1978 12:00,25.0,0.267
12.05.1978 12:00,30.0,0.269
12.05.1978 12:00,35.0,0.272
12.05.1978 12:00,40.0,0.277
12.05.1978 12:00,45.0,0.278
26.05.1978 12:00,0.0,0.261
26.05.1978 12:00,2.5,0.263
26.05.1978 12:00,5.0,0.264
26.05.1978 12:00,7.5,0.269
26.05.1978 12:00,10.0,0.271
26.05.1978 12:00,15.0,0.267
26.05.1978 12:00,20.0,0.268
26.05.1978 12:00,25.0,0.268
26.05.1978 12:00,30.0,0.269
26.05.1978 12:00,35.0,0.272
26.05.1978 12:00,40.0,0.276
26.05.1978 12:00,45.0,0.279
04.06.1978 12:00,0.0,0.245
04.06.1978 12:00,2.5,0.259
04.06.1978 12:00,5.0,0.264
04.06.1978 12:00,7.5,0.269
04.06.1978 12:00,10.0,0.269
04.06.1978 12:00,15.0,0.269
04.06.1978 12:00,20.0,0.268
04.06.1978 12:00,25.0,0.268
04.06.1978 12:00,30.0,0.269
04.06.1978 12:00,35.0,0.273
04.06.1978 12:00,40.0,0.277
04.06.1978 12:00,45.0,0.282
15.06.1978 12:00,0.0,0.231
15.06.1978 12:00,2.5,0.234
15.06.1978 12:00,5.0,0.252
15.06.1978 12:00,7.5,0.274
15.06.1978 12:00,10.0,0.274
15.06.1978 12:00,15.0,0.272
15.06.1978 12:00,20.0,0.27
15.06.1978 12:00,25.0,0.27
15.06.1978 12:00,30.0,0.272
15.06.1978 12:00,35.0,0.275
15.06.1978 12:00,40.0,0.279
15.06.1978 12:00,45.0,0.283
25.06.1978 12:00,0.0,0.238
25.06.1978 12:00,2.5,0.242
25.06.1978 12:00,5.0,0.255
25.06.1978 12:00,7.5,0.272
25.06.1978 12:00,10.0,0.273
25.06.1978 12:00,15.0,0.27
25.06.1978 12:00,20.0,0.27
25.06.1978 12:00,25.0,0.27
25.06.1978 12:00,30.0,0.274
25.06.1978 12:00,35.0,0.277
25.06.1978 12:00,40.0,0.28
25.06.1978 12:00,45.0,0.283
05.07.1978 12:00,0.0,0.237
05.07.1978 12:00,2.5,0.24
05.07.1978 12:00,5.0,0.247
05.07.1978 12:00,7.5,0.269
05.07.1978 12:00,10.0,0.272
05.07.1978 12:00,15.0,0.271
05.07.1978 12:00,20.0,0.27
05.07.1978 12:00,25.0,0.27
05.07.1978 12:00,30.0,0.273
05.07.1978 12:00,35.0,0.277
05.07.1978 12:00,40.0,0.279
05.07.1978 12:00,45.0,0.283
17.07.1978 12:00,0.0,0.221
17.07.1978 12:00,2.5,0.222
17.07.1978 12:00,5.0,0.24
17.07.1978 12:00,7.5,0.271
17.07.1978 12:00,10.0,0.275
17.07.1978 12:00,15.0,0.274
17.07.1978 12:00,20.0,0.274
17.07.1978 12:00,25.0,0.274
17.07.1978 12:00,30.0,0.275
17.07.1978 12:00,35.0,0.279
17.07.1978 12:00,40.0,0.282
17.07.1978 12:00,45.0,0.286
31.07.1978 12:00,0.0,0.224
31.07.1978 12:00,2.5,0.222
31.07.1978 12:00,5.0,0.234
31.07.1978 12:00,7.5,0.267
31.07.1978 12:00,10.0,0.273
31.07.1978 12:00,15.0,0.271
31.07.1978 12:00,20.0,0.269
31.07.1978 12:00,25.0,0.271
31.07.1978 12:00,30.0,0.277
31.07.1978 12:00,35.0,0.282
31.07.1978 12:00,40.0,0.287
31.07.1978 12:00,45.0,0.291
22.08.1978 12:00,0.0,0.217
22.08.1978 12:00,2.5,0.216
22.08.1978 12:00,5.0,0.216
22.08.1978 12:00,7.5,0.244
22.08.1978 12:00,10.0,0.274
22.08.1978 12:00,15.0,0.273
22.08.1978 12:00,20.0,0.272
22.08.1978 12:00,25.0,0.275
22.08.1978 12:00,30.0,0.278
22.08.1978 12:00,35.0,0.282
22.08.1978 12:00,40.0,0.29
22.08.1978 12:00,45.0,0.3
04.09.1978 12:00,0.0,0.219
04.09.1978 12:00,2.5,0.221
04.09.1978 12:00,5.0,0.218
04.09.1978 12:00,7.5,0.244
04.09.1978 12:00,10.0,0.279
04.09.1978 12:00,15.0,0.278
04.09.1978 12:00,20.0,0.278
04.09.1978 12:00,25.0,0.279
04.09.1978 12:00,30.0,0.284
04.09.1978 12:00,35.0,0.29
04.09.1978 12:00,40.0,0.295
04.09.1978 12:00,45.0,0.313
18.09.1978 12:00,0.0,0.206
18.09.1978 12:00,2.5,0.209
18.09.1978 12:00,5.0,0.215
18.09.1978 12:00,7.5,0.244
18.09.1978 12:00,10.0,0.284
18.09.1978 12:00,20.0,0.279
18.09.1978 12:00,25.0,0.28
18.09.1978 12:00,30.0,0.285
18.09.1978 12:00,35.0,0.291
18.09.1978 12:00,40.0,0.302
18.09.1978 12:00,44.0,0.342
02.10.1978 12:00,0.0,0.225
02.10.1978 12:00,2.5,0.225
02.10.1978 12:00,5.0,0.225
02.10.1978 12:00,7.5,0.223
02.10.1978 12:00,10.0,0.283
02.10.1978 12:00,15.0,0.284
02.10.1978 12:00,20.0,0.282
02.10.1978 12:00,25.0,0.282
02.10.1978 12:00,30.0,0.286
02.10.1978 12:00,35.0,0.293
02.10.1978 12:00,40.0,0.302
02.10.1978 12:00,45.0,0.346
16.10.1978 12:00,0.0,0.228
16.10.1978 12:00,2.5,0.23
16.10.1978 12:00,5.0,0.23
16.10.1978 12:00,7.5,0.23
16.10.1978 12:00,10.0,0.277
16.10.1978 12:00,15.0,0.283
16.10.1978 12:00,20.0,0.282
16.10.1978 12:00,25.0,0.284
16.10.1978 12:00,30.0,0.287
16.10.1978 12:00,35.0,0.291
16.10.1978 12:00,40.0,0.3
16.10.1978 12:00,45.0,0.334
30.10.1978 12:00,0.0,0.236
30.10.1978 12:00,2.5,0.237
30.10.1978 12:00,5.0,0.238
30.10.1978 12:00,7.5,0.237
30.10.1978 12:00,10.0,0.238
30.10.1978 12:00,15.0,0.283
30.10.1978 12:00,20.0,0.282
30.10.1978 12:00,25.0,0.286
30.10.1978 12:00,30.0,0.288
30.10.1978 12:00,35.0,0.292
30.10.1978 12:00,40.0,0.308
30.10.1978 12:00,45.0,0.349
20.11.1978 12:00,0.0,0.245
20.11.1978 12:00,2.5,0.247
20.11.1978 12:00,5.0,0.248
20.11.1978 12:00,7.5,0.245
20.11.1978 12:00,10.0,0.249
20.11.1978 12:00,15.0,0.283
20.11.1978 12:00,20.0,0.28
20.11.1978 12:00,25.0,0.282
20.11.1978 12:00,30.0,0.287
20.11.1978 12:00,35.0,0.292
20.11.1978 12:00,40.0,0.303
20.11.1978 12:00,45.0,0.335
11.12.1978 12:00,0.0,0.264
11.12.1978 12:00,2.5,0.26
11.12.1978 12:00,5.0,0.26
11.12.1978 12:00,7.5,0.26
11.12.1978 12:00,10.0,0.261
11.12.1978 12:00,15.0,0.26
11.12.1978 12:00,20.0,0.265
11.12.1978 12:00,25.0,0.283
11.12.1978 12:00,30.0,0.285
11.12.1978 12:00,35.0,0.291
11.12.1978 12:00,40.0,0.309
11.12.1978 12:00,45.0,0.335
06.01.1979 12:00,0.0,0.269
06.01.1979 12:00,2.5,0.269
06.01.1979 12:00,5.0,0.27
06.01.1979 12:00,7.5,0.271
06.01.1979 12:00,10.0,0.271
06.01.1979 12:00,15.0,0.271
06.01.1979 12:00,20.0,0.272
06.01.1979 12:00,25.0,0.272
06.01.1979 12:00,30.0,0.272
06.01.1979 12:00,35.0,0.271
06.01.1979 12:00,40.0,0.271
06.01.1979 12:00,45.0,0.287
15.01.1979 12:00,0.0,0.271
15.01.1979 12:00,2.5,0.273
15.01.1979 12:00,5.0,0.273
15.01.1979 12:00,7.5,0.274
15.01.1979 12:00,10.0,0.274
15.01.1979 12:00,15.0,0.273
15.01.1979 12:00,20.0,0.273
15.01.1979 12:00,25.0,0.273
15.01.1979 12:00,30.0,0.273
15.01.1979 12:00,35.0,0.276
15.01.1979 12:00,40.0,0.285
15.01.1979 12:00,45.0,0.29
06.02.1979 12:00,0.0,0.275
06.02.1979 12:00,2.5,0.276
06.02.1979 12:00,5.0,0.276
06.02.1979 12:00,7.5,0.276
06.02.1979 12:00,10.0,0.276
06.02.1979 12:00,15.0,0.276
06.02.1979 12:00,20.0,0.275
06.02.1979 12:00,25.0,0.275
06.02.1979 12:00,30.0,0.278
06.02.1979 12:00,35.0,0.278
06.02.1979 12:00,40.0,0.28
