date,gve_sum,gve_ha
1980,4383.3833,0.8695
1981,4350.4939,0.863
1982,4317.6044,0.8565
1983,4284.7149,0.85
1984,4251.8254,0.8434
1985,4218.936,0.8369
1986,4195.6725,0.8323
1987,4172.4091,0.8277
1988,4149.1456,0.8231
1989,4125.8822,0.8185
1990,4102.6187,0.8139
1991,4069.8499,0.8073
1992,4037.0811,0.8008
1993,4004.3122,0.7943
1994,3971.5434,0.7878
1995,3938.7745,0.7813
1996,3906.0057,0.7748
1997,3789.2506,0.7517
1998,3724.5546,0.7389
1999,3867.7486,0.7673
2000,3860.3553,0.7658
2001,3861.772,0.7661
2002,3815.3779,0.7569
2003,3693.4647,0.7327
2004,3704.8409,0.7349
2005,3845.4082,0.7628
2006,3865.8614,0.7669
2007,3907.7339,0.7752
2008,3851.3521,0.764
2009,3852.3194,0.7642
2010,3751.7373,0.7442
2011,3688.7239,0.7317
2012,3663.4766,0.7267
2013,3591.2594,0.7124
2014,3441.8603,0.6828
2015,3362.9446,0.6671
2016,3397.1113,0.6739
2017,3389.5418,0.6724
2018,3404.4715,0.6754
2019,3358.4456,0.6662
2020,3282.8741,0.6512
