date,gve_sum,gve_ha
1980,34053.3494,0.3922
1981,33800.2721,0.3893
1982,33547.1949,0.3864
1983,33294.1176,0.3835
1984,33041.0403,0.3805
1985,32787.9631,0.3776
1986,32579.0209,0.3752
1987,32370.0787,0.3728
1988,32161.1364,0.3704
1989,31952.1942,0.368
1990,31743.252,0.3656
1991,31674.9937,0.3648
1992,31606.7354,0.364
1993,31538.4771,0.3632
1994,31470.2189,0.3624
1995,31401.9606,0.3617
1996,31333.7023,0.3609
1997,30779.6165,0.3545
1998,30707.973,0.3537
1999,32712.0158,0.3767
2000,32492.7226,0.3742
2001,33866.215,0.39
2002,34095.2586,0.3927
2003,33822.8857,0.3895
2004,33507.4037,0.3859
2005,34037.1307,0.392
2006,34482.5395,0.3971
2007,35111.0651,0.4044
2008,35491.0305,0.4088
2009,35264.5982,0.4061
2010,35506.3282,0.4089
2011,34724.2599,0.3999
2012,35728.8166,0.4115
2013,35555.2004,0.4095
2014,35121.3383,0.4045
2015,34532.5191,0.3977
2016,34589.7705,0.3984
2017,34361.8799,0.3958
2018,34392.7639,0.3961
2019,33820.5634,0.3895
2020,33408.5656,0.3848
