date,gve_sum,gve_ha
1980,65931.1371,0.2925
1981,65772.3404,0.2918
1982,65613.5436,0.2911
1983,65454.7469,0.2904
1984,65295.9502,0.2897
1985,65137.1534,0.289
1986,65264.5043,0.2896
1987,65391.8552,0.2901
1988,65519.206,0.2907
1989,65646.5569,0.2913
1990,65773.9077,0.2918
1991,64980.539,0.2883
1992,64187.1702,0.2848
1993,63393.8015,0.2813
1994,62600.4327,0.2777
1995,61807.064,0.2742
1996,61013.6952,0.2707
1997,58792.5188,0.2608
1998,58921.4265,0.2614
1999,60028.2369,0.2663
2000,59535.2656,0.2641
2001,59552.4281,0.2642
2002,59546.6866,0.2642
2003,58593.6191,0.26
2004,57488.0119,0.2551
2005,58349.3577,0.2589
2006,58081.7844,0.2577
2007,57881.7122,0.2568
2008,57986.185,0.2573
2009,55863.2129,0.2478
2010,56142.5852,0.2491
2011,54890.655,0.2435
2012,54885.2486,0.2435
2013,54485.0817,0.2417
2014,53413.8918,0.237
2015,53081.8421,0.2355
2016,53007.3017,0.2352
2017,53068.7082,0.2354
2018,52913.9937,0.2348
2019,52232.0067,0.2317
2020,51612.6344,0.229
