date,gve_sum,gve_ha
1980,1976.9527,0.3045
1981,1929.9601,0.2972
1982,1882.9675,0.29
1983,1835.9749,0.2828
1984,1788.9823,0.2755
1985,1741.9897,0.2683
1986,1733.8967,0.267
1987,1725.8037,0.2658
1988,1717.7107,0.2645
1989,1709.6177,0.2633
1990,1701.5246,0.2621
1991,1692.7574,0.2607
1992,1683.9902,0.2594
1993,1675.2229,0.258
1994,1666.4557,0.2567
1995,1657.6885,0.2553
1996,1648.9212,0.254
1997,1644.2837,0.2532
1998,1617.7027,0.2491
1999,1621.3427,0.2497
2000,1626.4737,0.2505
2001,1668.9094,0.257
2002,1631.823,0.2513
2003,1606.0914,0.2474
2004,1586.7717,0.2444
2005,1649.8986,0.2541
2006,1690.8898,0.2604
2007,1654.8296,0.2549
2008,1704.1075,0.2625
2009,1632.9191,0.2515
2010,1633.7909,0.2516
2011,1624.1529,0.2501
2012,1591.5111,0.2451
2013,1625.665,0.2504
2014,1684.7668,0.2595
2015,1702.3099,0.2622
2016,1702.7358,0.2622
2017,1690.4478,0.2603
2018,1605.6151,0.2473
2019,1659.0206,0.2555
2020,1593.032,0.2453
