date,gve_sum,gve_ha
1980,6093.9942,0.2672
1981,6110.5947,0.268
1982,6127.1953,0.2687
1983,6143.7959,0.2694
1984,6160.3965,0.2702
1985,6176.9971,0.2709
1986,6178.0511,0.2709
1987,6179.1051,0.271
1988,6180.1592,0.271
1989,6181.2132,0.2711
1990,6182.2673,0.2711
1991,6145.3935,0.2695
1992,6108.5198,0.2679
1993,6071.646,0.2663
1994,6034.7723,0.2646
1995,5997.8986,0.263
1996,5961.0248,0.2614
1997,5846.4446,0.2564
1998,5763.8118,0.2528
1999,5766.981,0.2529
2000,5614.349,0.2462
2001,5662.8347,0.2483
2002,5601.9823,0.2457
2003,5535.4971,0.2428
2004,5537.7296,0.2429
2005,5496.9841,0.2411
2006,5522.6627,0.2422
2007,5521.1753,0.2421
2008,5422.6646,0.2378
2009,5301.6551,0.2325
2010,5368.7906,0.2354
2011,5347.5523,0.2345
2012,5322.1184,0.2334
2013,5295.548,0.2322
2014,5171.8316,0.2268
2015,5108.1433,0.224
2016,5059.3436,0.2219
2017,5112.7608,0.2242
2018,5143.2055,0.2255
2019,5089.3924,0.2232
2020,4995.2273,0.2191
