date,gve_sum,gve_ha
1980,24072.6089,0.0714
1981,23796.7136,0.0706
1982,23520.8184,0.0697
1983,23244.9232,0.0689
1984,22969.0279,0.0681
1985,22693.1327,0.0673
1986,23110.7001,0.0685
1987,23528.2675,0.0698
1988,23945.8349,0.071
1989,24363.4023,0.0722
1990,24780.9697,0.0735
1991,24719.4751,0.0733
1992,24657.9804,0.0731
1993,24596.4858,0.0729
1994,24534.9912,0.0728
1995,24473.4965,0.0726
1996,24412.0019,0.0724
1997,24197.0048,0.0717
1998,23857.1011,0.0707
1999,23409.7327,0.0694
2000,23038.5042,0.0683
2001,23204.2548,0.0688
2002,23328.9669,0.0692
2003,23111.8463,0.0685
2004,22944.295,0.068
2005,23078.8419,0.0684
2006,22979.3104,0.0681
2007,22931.374,0.068
2008,23242.0427,0.0689
2009,22704.1276,0.0673
2010,22932.7957,0.068
2011,22924.1819,0.068
2012,22735.0105,0.0674
2013,22135.0457,0.0656
2014,21568.2571,0.064
2015,21174.4197,0.0628
2016,21114.652,0.0626
2017,20947.2471,0.0621
2018,20485.1839,0.0607
2019,20377.9101,0.0604
2020,20141.1995,0.0597
