date,gve_sum,gve_ha
1980,7655.5816,1.6148
1981,7535.0021,1.5893
1982,7414.4225,1.5639
1983,7293.843,1.5385
1984,7173.2635,1.513
1985,7052.684,1.4876
1986,7011.7338,1.479
1987,6970.7836,1.4703
1988,6929.8334,1.4617
1989,6888.8832,1.453
1990,6847.933,1.4444
1991,6703.3205,1.4139
1992,6558.7081,1.3834
1993,6414.0956,1.3529
1994,6269.4831,1.3224
1995,6124.8707,1.2919
1996,5980.2582,1.2614
1997,6200.6995,1.3079
1998,5778.6203,1.2189
1999,6048.8881,1.2759
2000,5994.6793,1.2644
2001,5852.7908,1.2345
2002,5935.2767,1.2519
2003,5776.2208,1.2184
2004,5783.7768,1.2199
2005,5967.6833,1.2587
2006,6055.2737,1.2772
2007,5933.4975,1.2515
2008,6163.6535,1.3001
2009,5985.5584,1.2625
2010,6208.2536,1.3095
2011,6207.3446,1.3093
2012,6165.8033,1.3005
2013,5894.7179,1.2433
2014,5987.8188,1.263
2015,6025.2839,1.2709
2016,6061.7501,1.2786
2017,5982.1801,1.2618
2018,6088.4983,1.2842
2019,5919.6099,1.2486
2020,5764.2134,1.2158
