date,gve_sum,gve_ha
1980,2861.6518,0.0364
1981,2878.8279,0.0366
1982,2896.0039,0.0368
1983,2913.18,0.0371
1984,2930.3561,0.0373
1985,2947.5321,0.0375
1986,3087.0224,0.0393
1987,3226.5126,0.0411
1988,3366.0029,0.0428
1989,3505.4931,0.0446
1990,3644.9834,0.0464
1991,3642.3283,0.0463
1992,3639.6733,0.0463
1993,3637.0182,0.0463
1994,3634.3632,0.0462
1995,3631.7081,0.0462
1996,3629.0531,0.0462
1997,3593.8518,0.0457
1998,3575.993,0.0455
1999,3489.2589,0.0444
2000,3397.0187,0.0432
2001,3332.7667,0.0424
2002,3395.624,0.0432
2003,3351.9611,0.0427
2004,3318.0951,0.0422
2005,3306.5187,0.0421
2006,3308.246,0.0421
2007,3322.3544,0.0423
2008,3362.2443,0.0428
2009,3247.1306,0.0413
2010,3224.4973,0.041
2011,3264.3064,0.0415
2012,3287.2392,0.0418
2013,3159.5453,0.0402
2014,3045.4324,0.0388
2015,2942.441,0.0374
2016,2914.1096,0.0371
2017,2877.4696,0.0366
2018,2794.417,0.0356
2019,2810.0036,0.0358
2020,2792.4861,0.0355
