date,gve_sum,gve_ha
1980,285.6643,0.0666
1981,283.237,0.0661
1982,280.8097,0.0655
1983,278.3824,0.0649
1984,275.955,0.0644
1985,273.5277,0.0638
1986,273.577,0.0638
1987,273.6262,0.0638
1988,273.6754,0.0638
1989,273.7246,0.0638
1990,273.7739,0.0638
1991,270.6335,0.0631
1992,267.4932,0.0624
1993,264.3528,0.0616
1994,261.2125,0.0609
1995,258.0721,0.0602
1996,254.9318,0.0595
1997,250.3518,0.0584
1998,249.0292,0.0581
1999,255.5418,0.0596
2000,255.0729,0.0595
2001,258.421,0.0603
2002,257.3846,0.06
2003,254.7216,0.0594
2004,252.345,0.0588
2005,256.4628,0.0598
2006,258.4918,0.0603
2007,257.2406,0.06
2008,261.4624,0.061
2009,259.2412,0.0605
2010,259.6493,0.0606
2011,256.4074,0.0598
2012,255.5736,0.0596
2013,253.4878,0.0591
2014,250.4997,0.0584
2015,248.5166,0.058
2016,246.5766,0.0575
2017,246.6351,0.0575
2018,245.559,0.0573
2019,242.6428,0.0566
2020,240.3457,0.0561
