date,gve_sum,gve_ha
1980,22579.6682,0.5411
1981,22209.7666,0.5323
1982,21839.8651,0.5234
1983,21469.9635,0.5145
1984,21100.062,0.5057
1985,20730.1604,0.4968
1986,20427.5925,0.4895
1987,20125.0246,0.4823
1988,19822.4567,0.475
1989,19519.8888,0.4678
1990,19217.3209,0.4605
1991,18852.659,0.4518
1992,18487.9972,0.4431
1993,18123.3353,0.4343
1994,17758.6734,0.4256
1995,17394.0115,0.4168
1996,17029.3497,0.4081
1997,16775.315,0.402
1998,16356.2507,0.392
1999,16665.0125,0.3994
2000,16581.3207,0.3974
2001,16790.1892,0.4024
2002,16171.2873,0.3875
2003,15784.1517,0.3783
2004,15460.0826,0.3705
2005,15585.1689,0.3735
2006,15531.4734,0.3722
2007,15560.9128,0.3729
2008,15831.9374,0.3794
2009,15835.7673,0.3795
2010,16218.5406,0.3887
2011,16311.5309,0.3909
2012,16172.4508,0.3876
2013,16074.8877,0.3852
2014,16153.8313,0.3871
2015,16062.5195,0.3849
2016,15944.0763,0.3821
2017,15798.6466,0.3786
2018,16022.2494,0.384
2019,15594.8842,0.3737
2020,15521.8625,0.372
