date,gve_sum,gve_ha
1980,44419.8039,0.0855
1981,43835.4641,0.0844
1982,43251.1243,0.0833
1983,42666.7846,0.0821
1984,42082.4448,0.081
1985,41498.105,0.0799
1986,41888.8246,0.0806
1987,42279.5443,0.0814
1988,42670.2639,0.0821
1989,43060.9835,0.0829
1990,43451.7031,0.0836
1991,43143.224,0.0831
1992,42834.7448,0.0825
1993,42526.2656,0.0819
1994,42217.7864,0.0813
1995,41909.3072,0.0807
1996,41600.828,0.0801
1997,41436.1306,0.0798
1998,40982.2951,0.0789
1999,40443.8093,0.0779
2000,39908.5669,0.0768
2001,40199.6516,0.0774
2002,40573.6344,0.0781
2003,40323.3479,0.0776
2004,39943.1417,0.0769
2005,40337.1383,0.0777
2006,40168.3009,0.0773
2007,40363.0112,0.0777
2008,40691.4948,0.0783
2009,39911.4591,0.0768
2010,40533.1179,0.078
2011,39907.3592,0.0768
2012,39346.6368,0.0757
2013,38406.2709,0.0739
2014,37728.1716,0.0726
2015,36922.2889,0.0711
2016,36770.2217,0.0708
2017,37630.2418,0.0724
2018,37737.9474,0.0726
2019,37074.3272,0.0714
2020,37334.3327,0.0719
