date,gve_sum,gve_ha
1980,929136.6093,0.5328
1981,920940.8653,0.5281
1982,912745.1213,0.5234
1983,904549.3773,0.5187
1984,896353.6334,0.514
1985,888157.8894,0.5093
1986,885699.0974,0.5079
1987,883240.3055,0.5065
1988,880781.5135,0.5051
1989,878322.7215,0.5037
1990,875863.9295,0.5023
1991,864840.2136,0.4959
1992,853816.4977,0.4896
1993,842792.7818,0.4833
1994,831769.0659,0.477
1995,820745.35,0.4707
1996,809721.6341,0.4643
1997,794666.4851,0.4557
1998,792039.9769,0.4542
1999,810878.7832,0.465
2000,809925.2484,0.4645
2001,820334.2142,0.4704
2002,817924.8859,0.469
2003,805960.0475,0.4622
2004,801360.323,0.4595
2005,810935.7653,0.465
2006,814147.9353,0.4669
2007,814389.4981,0.467
2008,825526.771,0.4734
2009,813283.2012,0.4664
2010,811245.7197,0.4652
2011,808608.3113,0.4637
2012,809197.9042,0.464
2013,802394.7527,0.4601
2014,799029.7751,0.4582
2015,793033.5366,0.4548
2016,788455.8292,0.4521
2017,784190.8578,0.4497
2018,784496.3788,0.4499
2019,774524.4844,0.4442
2020,769123.6066,0.4411
