date,gve_sum,gve_ha
1980,2957.2157,0.2472
1981,2971.9053,0.2484
1982,2986.5948,0.2496
1983,3001.2843,0.2508
1984,3015.9739,0.2521
1985,3030.6634,0.2533
1986,2994.5735,0.2503
1987,2958.4836,0.2473
1988,2922.3937,0.2442
1989,2886.3038,0.2412
1990,2850.2139,0.2382
1991,2847.8475,0.238
1992,2845.4812,0.2378
1993,2843.1148,0.2376
1994,2840.7485,0.2374
1995,2838.3821,0.2372
1996,2836.0158,0.237
1997,2828.9877,0.2364
1998,2810.6609,0.2349
1999,2881.796,0.2409
2000,2867.7026,0.2397
2001,2970.6964,0.2483
2002,2952.8651,0.2468
2003,2930.6013,0.2449
2004,2858.9416,0.2389
2005,2840.0277,0.2374
2006,2830.3587,0.2366
2007,2949.9885,0.2466
2008,2948.7788,0.2465
2009,2947.2383,0.2463
2010,2863.6297,0.2393
2011,2789.5106,0.2331
2012,2758.5316,0.2306
2013,2783.1153,0.2326
2014,2818.7192,0.2356
2015,2791.0539,0.2333
2016,2706.023,0.2262
2017,2711.5829,0.2266
2018,2727.4207,0.2279
2019,2714.8656,0.2269
2020,2661.3521,0.2224
